ability,2,10,IBO
able,4,10,IBO
about,2,10,IBO
above,4,10,IBO
academic,10,10,IBO
accept,1,10,IBO
accepted,1,10,IBO
access,1,10,IBO
according,9,10,IBO
account,6,10,IBO
accurate,1,10,IBO
across,10,10,IBO
action,6,10,IBO
active,1,10,IBO
activity,1,10,IBO
actual,10,10,IBO
ad,3,10,IBO
add,4,10,IBO
added,1,10,IBO
addition,2,10,IBO
additional,2,10,IBO
address,10,10,IBO
adult,3,10,IBO
advance,10,10,IBO
advertising,10,10,IBO
advice,10,10,IBO
after,2,10,IBO
again,10,10,IBO
against,10,10,IBO
age,6,10,IBO
agent,6,10,IBO
agree,10,10,IBO
agreement,2,10,IBO
aid,4,10,IBO
air,5,10,IBO
airport,3,10,IBO
all,4,10,IBO
allow,1,10,IBO
almost,1,10,IBO
along,10,10,IBO
already,10,10,IBO
also,1,10,IBO
alternate,5,10,IBO
alternative,5,10,IBO
although,10,10,IBO
always,1,10,IBO
am,5,10,IBO
among,10,10,IBO
an,1,10,IBO
and,2,10,IBO
another,1,10,IBO
answer,10,10,IBO
any,1,10,IBO
anyone,1,10,IBO
anything,9,10,IBO
apart,10,10,IBO
appear,4,10,IBO
appearance,10,10,IBO
applicable,4,10,IBO
application,1,10,IBO
applied,1,10,IBO
apply,1,10,IBO
approach,1,10,IBO
appropriate,1,10,IBO
approximately,10,10,IBO
are,1,10,IBO
area,8,10,IBO
argument,2,10,IBO
army,3,10,IBO
around,4,10,IBO
article,1,10,IBO
arts,3,10,IBO
as,2,10,IBO
ask,10,10,IBO
associated,10,10,IBO
association,3,10,IBO
assume,5,10,IBO
at,2,10,IBO
attack,3,10,IBO
attempt,1,10,IBO
author,1,10,IBO
automatically,6,10,IBO
available,1,10,IBO
avoid,10,10,IBO
back,4,10,IBO
background,7,10,IBO
bad,10,10,IBO
ball,10,10,IBO
bar,2,10,IBO
base,1,10,IBO
based,2,10,IBO
basic,10,10,IBO
be,1,10,IBO
because,1,10,IBO
become,1,10,IBO
been,1,10,IBO
before,4,10,IBO
beginning,9,10,IBO
behavior,10,10,IBO
being,9,10,IBO
below,4,10,IBO
best,1,10,IBO
better,1,10,IBO
between,1,10,IBO
bias,10,10,IBO
billion,3,10,IBO
birth,5,10,IBO
bit,10,10,IBO
black,5,10,IBO
block,6,10,IBO
body,5,10,IBO
book,10,10,IBO
born,3,10,IBO
both,10,10,IBO
bottom,7,10,IBO
box,4,10,IBO
bridge,3,10,IBO
broken,3,10,IBO
build,10,10,IBO
but,1,10,IBO
button,3,10,IBO
by,2,10,IBO
call,4,10,IBO
came,4,10,IBO
can,1,10,IBO
candidate,5,10,IBO
cannot,1,10,IBO
capital,8,10,IBO
care,10,10,IBO
case,1,10,IBO
cash,3,10,IBO
category,4,10,IBO
cause,1,10,IBO
center,7,10,IBO
central,8,10,IBO
century,3,10,IBO
certain,10,10,IBO
change,10,10,IBO
character,10,10,IBO
check,10,10,IBO
chief,3,10,IBO
child,3,10,IBO
children,3,10,IBO
china,3,10,IBO
choose,10,10,IBO
chosen,10,10,IBO
church,3,10,IBO
city,8,10,IBO
civil,3,10,IBO
claim,10,10,IBO
class,7,10,IBO
