word,n,conc_tile
genuine,7,3
glance,7,7
globally,7,5
golden,7,6
gun,7,10
hers,7,5
horse,7,10
host,7,7
ignorance,7,1
imaginative,7,2
immensely,7,1
impressionable,7,1
inclination,7,3
indirect,7,5
inherent,7,1
instill,7,1
institute,7,7
instruction,7,7
investigate,7,4
jam,7,10
lecturer,7,9
lend,7,6
logically,7,2
lucrative,7,1
lying,7,4
mechanism,7,7
motion,7,8
nursing,7,8
obstacle,7,7
odd,7,1
pharmacist,7,8
phenomena,7,2
plethora,7,4
polluted,7,7
potentially,7,1
principal,7,7
problematic,7,3
protest,7,6
pull,7,8
purely,7,1
radical,7,3
recession,7,4
reflection,7,7
reproduce,7,7
rightly,7,2
roof,7,10
rushing,7,6
satellite,7,10
sharp,7,8
shooting,7,8
speciality,7,4
stake,7,9
stead,7,5
stream,7,9
supervisor,7,9
syllabus,7,8
terrorism,7,5
textbook,7,10
theater,7,10
treasure,7,9
unbiased,7,3
unimportant,7,2
victim,7,7
virus,7,7
visible,7,6
voluntary,7,3
weigh,7,8
welcome,7,3
willingness,7,2
witch,7,9
worthwhile,7,3
yahoo,7,5
admittedly,6,1
adolescence,6,5
adversely,6,1
aiming,6,6
amazed,6,1
apartment,6,10
approximately,6,4
artistic,6,3
assertion,6,3
association,6,4
authenticity,6,1
bachelor,6,9
band,6,10
battery,6,10
bet,6,6
bomb,6,10
bottle,6,10
burning,6,8
carbon,6,9
cater,6,6
celebrate,6,6
centered,6,7
cheating,6,4
circumstance,6,1
climatic,6,6
clue,6,6
commerce,6,5
communicative,6,4
commute,6,8
commuting,6,6
composed,6,5
comprehension,6,1
consulting,6,3
cosmetics,6,10
credibility,6,4
critically,6,2
crying,6,9
deadly,6,5
dependence,6,3
description,6,4
destiny,6,1
diligent,6,1
discourage,6,2
dish,6,10
dose,6,8
drama,6,4
drawback,6,4
dry,6,8
enemy,6,5
enlarge,6,6
entity,6,5
excuse,6,4
expanded,6,4
eyesight,6,7
fare,6,8
fiction,6,3
forbid,6,2
ford,6,9
fraction,6,6
gate,6,10
gifted,6,2
greed,6,1
homeless,6,6
illustration,6,9
inability,6,2
individualism,6,2
inevitably,6,1
injured,6,8
innovate,6,4
input,6,4
inspiring,6,1
instinct,6,2
intellect,6,4
interfere,6,5
interpretation,6,1
jet,6,10
justice,6,1
laundry,6,10
layer,6,7
lessen,6,3
liberal,6,1
locality,6,6
maker,6,8
manually,6,6
mastery,6,5
meat,6,10
merit,6,1
mingle,6,6
minimize,6,4
multinational,6,7
naive,6,2
nephew,6,9
nintendo,6,10
nowhere,6,2
okay,6,2
openly,6,1
pair,6,8
pen,6,10
permit,6,7
picked,6,5
polluting,6,7
practiced,6,3
praise,6,5
prestigious,6,3
pro,6,5
progressive,6,1
proposal,6,5
protecting,6,3
quest,6,5
rapport,6,2
realization,6,1
rectify,6,3
reflected,6,5
reporter,6,9
researcher,6,8
robot,6,10
sadness,6,2
sample,6,8
satisfactory,6,2
scarcity,6,3
scholarship,6,6
seller,6,7
shame,6,3
sheer,6,7
shine,6,8
silly,6,3
sincere,6,2
sing,6,9
slightly,6,2
stealing,6,7
strain,6,6
stranger,6,8
strengthen,6,4
sub,6,7
taxi,6,10
temporary,6,4
thirst,6,6
tolerance,6,3
tooth,6,10
touring,6,5
trial,6,6
trick,6,7
trivial,6,3
trough,6,9
undergo,6,4
underline,6,8
unknowingly,6,1
vastly,6,2
wikipedia,6,8
wood,6,10
worrying,6,3
yield,6,6
zeal,6,4
zero,6,5
accompany,5,6
acquainted,5,4
adolescent,5,7
advert,5,6
aforementioned,5,2
agent,5,7
allocate,5,4
angles,5,7
appropriately,5,2
apt,5,1
bag,5,10
banning,5,4
billion,5,8
blamed,5,1
boat,5,10
briefly,5,2
burger,5,10
calculation,5,6
capitalism,5,2
caste,5,5
chief,5,9
classical,5,3
competence,5,1
complexity,5,2
compulsory,5,2
congestion,5,7
corporation,5,5
corrected,5,4
correctness,5,4
corrupt,5,3
cosmetic,5,6
countryside,5,9
depict,5,3
dilemma,5,2
diminish,5,4
disagreed,5,5
disposal,5,6
disturbed,5,2
exaggerated,5,2
exaggeration,5,4
execute,5,5
execution,5,8
expectancy,5,2
extensively,5,3
fan,5,10
farther,5,5
feasible,5,1
feeding,5,8
finger,5,10
flood,5,9
foreigner,5,7
fourthly,5,5
gadget,5,9
generalist,5,4
governmental,5,4
grocery,5,9
gum,5,10
hatred,5,2
heading,5,6
healthcare,5,6
hearts,5,9
heat,5,8
immoral,5,1
import,5,4
improper,5,1
individualistic,5,2
informal,5,3
inherit,5,3
initiative,5,3
integrate,5,3
integrity,5,1
interpret,5,4
introvert,5,4
inventor,5,8
irrelevant,5,1
isolation,5,5
keyboard,5,10
landscape,5,9
livelihood,5,4
lively,5,4
lure,5,7
mad,5,5
manufacture,5,6
marry,5,6
meaningless,5,2
medication,5,9
minority,5,5
mobility,5,3
modify,5,5
nights,5,9
noble,5,2
nut,5,9
nutrition,5,5
occupy,5,7
opposing,5,4
outdoors,5,9
overwhelmed,5,2
overwhelming,5,1
persuaded,5,4
pilot,5,10
pivotal,5,2
plain,5,4
pleased,5,4
politically,5,2
pollute,5,5
portray,5,3
powered,5,6
pretend,5,3
prey,5,7
priceless,5,2
primitive,5,4
processing,5,3
provider,5,8
psychologically,5,1
publish,5,7
puzzle,5,10
rail,5,10
rain,5,10
regulation,5,2
rejected,5,6
reliance,5,3
relieve,5,4
renewable,5,4
renowned,5,1
rescue,5,6
resist,5,5
respectable,5,2
respecting,5,1
revealed,5,5
rice,5,10
sadly,5,4
seldom,5,1
selfishness,5,2
settled,5,5
setup,5,7
shirt,5,10
shock,5,8
sickness,5,7
sided,5,5
sixty,5,7
skillful,5,2
smell,5,8
smoothly,5,5
speaker,5,10
spectrum,5,6
sporting,5,6
stocks,5,8
striking,5,5
suicide,5,7
superman,5,7
surviving,5,6
sustainable,5,3
swim,5,9
telecast,5,8
temperature,5,8
temple,5,9
thrown,5,9
timing,5,5
tiny,5,6
trait,5,5
transaction,5,6
transform,5,4
treating,5,3
twentieth,5,7
underground,5,8
unpleasant,5,2
utility,5,6
wheel,5,10
workload,5,7
