lang1,lang2,local,global,dif,corpus
bg,ja,0.04664014729770444,0.03986472607057813,0.0067754212271263076,wiki
bg,kn,0.31346293363727057,0.26827236901928425,0.04519056461798632,wiki
bg,ko,0.31789921358956874,0.2808273183173664,0.03707189527220234,wiki
bg,ml,0.2619397516237175,0.22694437367086273,0.03499537795285479,wiki
bg,mr,0.2669980146872606,0.22683109261230486,0.04016692207495573,wiki
bg,ne,0.2068526471846575,0.1752194864292899,0.03163316075536762,wiki
bg,nl,0.45452438751499324,0.4030920539597036,0.051432333555289644,wiki
bg,pa,0.2601435826569985,0.21855984725159172,0.041583735405406774,wiki
bg,pl,0.4831908678235334,0.4283833106100126,0.05480755721352076,wiki
bg,pt,0.47457310903217126,0.42207386645423317,0.05249924257793809,wiki
bg,ro,0.4801428384875563,0.42720423594902923,0.05293860253852706,wiki
bg,ru,0.5160894322094373,0.4606328419547177,0.05545659025471955,wiki
bg,ta,0.29835825703742475,0.2532254881538125,0.04513276888361223,wiki
bg,te,0.2906514153095288,0.2465561107560973,0.044095304553431525,wiki
bg,th,0.298335274207749,0.2541086834502927,0.04422659075745633,wiki
bg,tl,0.3080594460540715,0.26549912294128386,0.042560323112787624,wiki
bg,tr,0.42665740291149173,0.37212358472534096,0.05453381818615077,wiki
bg,ur,0.18430349810405028,0.16495443828963738,0.0193490598144129,wiki
bg,vi,0.272353564758544,0.2353355184673205,0.03701804629122349,wiki
bg,yo,0.07400302990537923,0.058805943979827274,0.015197085925551954,wiki
bg,zh,0.1231515317304322,0.1015073523798353,0.021644179350596898,wiki
bn,bg,0.3154140526918077,0.2693691091860481,0.046044943505759606,wiki
bn,de,0.3030462010269811,0.2602612012802974,0.042784999746683705,wiki
bn,el,0.31091161804641904,0.25982774085579907,0.051083877190619964,wiki
bn,en,0.34202707074804034,0.2948604704916943,0.04716660025634606,wiki
bn,es,0.3170102303939051,0.2702615096125743,0.0467487207813308,wiki
bn,fa,0.27006525193023284,0.22670180148901067,0.04336345044122217,wiki
bn,fr,0.3010026281923588,0.25612365027360046,0.044878977918758334,wiki
bn,gu,0.3324133806859448,0.30061282531241945,0.03180055537352533,wiki
bn,hi,0.3459657075842356,0.3019402318629105,0.04402547572132509,wiki
bn,id,0.318015898150424,0.27517200443085965,0.042843893719564374,wiki
bn,ig,0.06094751103494916,0.057650739198299265,0.003296771836649892,wiki
bn,it,0.3069893532621306,0.26469250532340144,0.042296847938729176,wiki
bn,ja,0.02730231834534694,0.02547274725310412,0.0018295710922428196,wiki
bn,kn,0.3165598514782165,0.2753387298140953,0.04122112166412123,wiki
bn,ko,0.25851721536493977,0.22609730681043047,0.0324199085545093,wiki
bn,ml,0.29261021473556253,0.2548478701744899,0.037762344561072636,wiki
bn,mr,0.32788042884268676,0.2929337290473406,0.03494669979534615,wiki
bn,ne,0.26311775274529664,0.2216697659085246,0.04144798683677203,wiki
bn,nl,0.31006722288133903,0.2689432276005391,0.04112399528079991,wiki
bn,pa,0.30921629592545113,0.278906837398092,0.030309458527359112,wiki
bn,pl,0.29001753724312995,0.24299154639735282,0.04702599084577713,wiki
bn,pt,0.31152675418245906,0.26516059510381434,0.04636615907864472,wiki
bn,ro,0.30964152105297055,0.2626021472581196,0.04703937379485096,wiki
bn,ru,0.2943983109460313,0.2527405112410001,0.041657799705031195,wiki
bn,ta,0.28261279542718876,0.24165211387557145,0.040960681551617306,wiki
bn,te,0.2816595890685778,0.24304743814690472,0.03861215092167308,wiki
bn,th,0.26187593033035367,0.22303402035779102,0.03884190997256265,wiki
bn,tl,0.3076078282602198,0.2676328465731643,0.039974981687055544,wiki
bn,tr,0.31891451732986553,0.27023269488428764,0.048681822445577894,wiki
bn,ur,0.21225318017169478,0.19036453306931161,0.02188864710238317,wiki
bn,vi,0.20798220363754621,0.1592095974455362,0.048772606192010015,wiki
bn,yo,0.04805789847094881,0.03614851981037054,0.011909378660578271,wiki
bn,zh,0.061908397635454,0.044068648365400816,0.017839749270053183,wiki
de,el,0.4099642812101724,0.3543365179418794,0.055627763268292996,wiki
de,en,0.5599835505395656,0.5058879595649448,0.0540955909746208,wiki
de,es,0.517766879946884,0.4658379355236528,0.05192894442323115,wiki
de,fa,0.34403923446395146,0.2991494439472335,0.04488979051671799,wiki
de,gu,0.2682474582431799,0.23154703996155837,0.036700418281621544,wiki
de,hi,0.34184253365360695,0.2965965022785514,0.04524603137505556,wiki
de,id,0.43556291146691317,0.38422851352013454,0.05133439794677863,wiki
de,ig,0.06537477209546981,0.037015614939638335,0.028359157155831476,wiki
de,it,0.5225139429872296,0.4677418873167825,0.05477205567044713,wiki
de,ja,0.08235281335121733,0.07408580372432921,0.008267009626888117,wiki
de,kn,0.29765634028100874,0.25474481916311925,0.042911521117889484,wiki
de,ko,0.32478443077171487,0.2878282779580042,0.036956152813710674,wiki
de,ml,0.24529500392246256,0.21440904507662933,0.030885958845833228,wiki
de,mr,0.25535592313198274,0.21653893222752438,0.038816990904458365,wiki
de,ne,0.18212726820044586,0.15315092512215306,0.028976343078292804,wiki
de,pa,0.235150980380372,0.20350088818891496,0.031650092191457035,wiki
de,pl,0.48581904081741606,0.42983693557656466,0.0559821052408514,wiki
de,pt,0.4971107844058757,0.4462009730293358,0.05090981137653988,wiki
de,ro,0.45769968461597405,0.4043796760081702,0.05332000860780384,wiki
de,ru,0.48236997570198636,0.42616410129390064,0.05620587440808572,wiki
de,ta,0.2847699387201743,0.24215560842529832,0.04261433029487599,wiki
de,te,0.2743893232252239,0.23241972419531137,0.04196959902991254,wiki
de,th,0.31620519055953167,0.2758848045748582,0.04032038598467347,wiki
de,tl,0.2966367919590994,0.2530084886427501,0.043628303316349315,wiki
de,tr,0.41604984965591374,0.35795092692180125,0.05809892273411249,wiki
de,ur,0.17076038488541145,0.15730398234353776,0.013456402541873691,wiki
de,vi,0.2808786030881012,0.2328134744917989,0.0480651285963023,wiki
de,yo,0.030441698226176105,0.025974837064494077,0.004466861161682028,wiki
el,en,0.42932915828148116,0.3710818234072193,0.05824733487426187,wiki
el,es,0.437234740752096,0.3829988112876893,0.054235929464406696,wiki
el,fa,0.32124705248299984,0.2693790541262324,0.05186799835676742,wiki
el,gu,0.278090093864165,0.24222171880897722,0.03586837505518778,wiki
el,hi,0.334120449889387,0.2843114656914018,0.049808984197985184,wiki
el,id,0.3711334794262635,0.3190263551186841,0.05210712430757941,wiki
el,ig,0.04966670977826886,0.034985035667822566,0.014681674110446297,wiki
el,it,0.44217396933326125,0.38728479358344475,0.0548891757498165,wiki
el,ja,0.05624312348563723,0.042212334432900935,0.014030789052736296,wiki
el,kn,0.3040611289743097,0.2565023857193978,0.047558743254911884,wiki
el,ko,0.3091543664763507,0.27085589826465606,0.038298468211694636,wiki
el,ml,0.24812613028875402,0.212443565045515,0.03568256524323901,wiki
el,mr,0.268383016293032,0.22787198357959354,0.04051103271343848,wiki
el,ne,0.19087682201860948,0.16294025954357577,0.027936562475033705,wiki
el,pa,0.23604759711663081,0.1986014660382004,0.03744613107843042,wiki
el,pl,0.4248371589195562,0.3639106913256448,0.060926467593911404,wiki
el,pt,0.43592133041757003,0.38376625583193646,0.052155074585633565,wiki
el,ro,0.4267866990218341,0.37134250890303977,0.05544419011879431,wiki
el,ru,0.4258186834145935,0.3688210487827113,0.05699763463188218,wiki
el,ta,0.26948128838576774,0.22420662625732196,0.045274662128445775,wiki
el,te,0.27320722187046953,0.22930599228423865,0.04390122958623088,wiki
el,th,0.28359225719211084,0.2332987166972021,0.05029354049490875,wiki
el,tl,0.2921829775224048,0.24848030189711248,0.043702675625292314,wiki
el,tr,0.3835491003116341,0.3262180668960866,0.05733103341554746,wiki
el,ur,0.1716095695377335,0.14958645298310178,0.02202311655463171,wiki
el,vi,0.24939201395059402,0.1939112602201083,0.05548075373048572,wiki
el,yo,0.04887818491214978,0.03548891004553533,0.013389274866614446,wiki
es,en,0.5959736089467833,0.5457311725755255,0.050242436371257804,wiki
es,fa,0.37080057550581724,0.3268938039475776,0.04390677155823963,wiki
es,ta,0.2954988577230403,0.25229802244029886,0.043200835282741434,wiki
es,te,0.2923203354994837,0.2516951362235673,0.0406251992759164,wiki
es,th,0.3276889924738317,0.28530277571764934,0.04238621675618237,wiki
es,tl,0.3145286266145729,0.2692940622560851,0.04523456435848783,wiki
es,tr,0.4456661710153002,0.39062313328499076,0.05504303773030944,wiki
es,ur,0.18789840609057495,0.17064608445696877,0.017252321633606182,wiki
es,vi,0.30786007822996997,0.25300533595753516,0.05485474227243481,wiki
es,yo,0.045928583364851214,0.03526932071973229,0.010659262645118926,wiki
fa,en,0.3921291654501753,0.34671519092193676,0.04541397452823853,wiki
fr,de,0.5150104027681256,0.4661154001035212,0.04889500266460439,wiki
fr,el,0.41608552424662576,0.36393399233679813,0.05215153190982763,wiki
fr,en,0.5821371319245177,0.5307128825943175,0.05142424933020018,wiki
fr,es,0.6142112311978873,0.5677600360804885,0.046451195117398814,wiki
fr,fa,0.3648111362600391,0.3203357432821768,0.044475392977862294,wiki
fr,gu,0.26972441226856175,0.23699084373618137,0.03273356853238038,wiki
fr,hi,0.35622166394929916,0.3127225002154249,0.043499163733874247,wiki
fr,id,0.4415043249168377,0.39470086351561007,0.04680346140122765,wiki
fr,ig,0.052308416277875934,0.026187461861627882,0.02612095441624805,wiki
fr,it,0.6211667802221296,0.5756946207249365,0.045472159497193076,wiki
fr,ja,0.07120099477481467,0.06572343924543624,0.005477555529378439,wiki
fr,kn,0.30527000216869593,0.2635948837597856,0.041675118408910306,wiki
fr,ko,0.32459949381343634,0.28338156127906483,0.041217932534371504,wiki
fr,ml,0.2542623334602279,0.22067928270905696,0.03358305075117096,wiki
fr,mr,0.2572988771254848,0.2203828044933546,0.03691607263213023,wiki
fr,ne,0.19988392603311994,0.16504127853910738,0.03484264749401256,wiki
fr,pa,0.24593759119947473,0.21180168304789934,0.034135908151575384,wiki
fr,pl,0.48620087265932876,0.43079485572682624,0.05540601693250252,wiki
fr,pt,0.5947536921473132,0.5476229987228294,0.04713069342448384,wiki
fr,ro,0.5071276138263655,0.4615822048670217,0.045545408959343836,wiki
fr,ru,0.4791483197697856,0.42845573668740433,0.05069258308238128,wiki
fr,ta,0.29173204858971546,0.25274900860041577,0.038983039989299695,wiki
fr,te,0.28347054239128633,0.24525448434239083,0.038216058048895496,wiki
fr,th,0.32142205728702083,0.2815590665344747,0.039862990752546124,wiki
fr,tl,0.2977721458882753,0.25545760892742375,0.04231453696085152,wiki
fr,tr,0.44124174199287397,0.38569928555433214,0.05554245643854183,wiki
fr,ur,0.18632376055731667,0.16839941404419712,0.017924346513119555,wiki
fr,vi,0.27903347076936236,0.22822498099069183,0.05080848977867053,wiki
fr,yo,0.04219662794166863,0.0369384240865731,0.005258203855095532,wiki
gu,en,0.3131383225701243,0.2722529533009403,0.04088536926918401,wiki
gu,es,0.27948055666273836,0.24344228119430594,0.03603827546843241,wiki
gu,fa,0.2515674340403371,0.21343457812099118,0.038132855919345926,wiki
gu,hi,0.344033667654301,0.3020788799300579,0.0419547877242431,wiki
gu,id,0.2844130321439503,0.24684815510822614,0.03756487703572417,wiki
gu,ig,0.05949334865998611,0.049766137988183363,0.009727210671802745,wiki
gu,it,0.27508273794437343,0.24108084845534616,0.03400188948902727,wiki
gu,ja,0.0023903832471583834,0.007674487340998,-0.005284104093839616,wiki
gu,kn,0.3676056938519091,0.32563200087323974,0.041973692978669375,wiki
gu,ko,0.23347857752012807,0.20780544658405123,0.025673130936076843,wiki
gu,ml,0.3158927913128568,0.282416955571125,0.033475835741731796,wiki
gu,mr,0.40943030677179354,0.3770283412228385,0.032401965548955025,wiki
gu,ne,0.31105782107379987,0.2835351097768922,0.027522711296907643,wiki
gu,pa,0.3689335283985455,0.34048589397712875,0.028447634421416734,wiki
gu,pl,0.2621818381944394,0.2244072751184145,0.03777456307602492,wiki
gu,pt,0.27932085691213726,0.24260369187856554,0.036717165033571725,wiki
gu,ro,0.2774337736787747,0.23882221867772274,0.038611555001051956,wiki
gu,ru,0.25910100493959437,0.22217875493939726,0.03692225000019711,wiki
gu,ta,0.29737563843653725,0.2585193217527779,0.03885631668375933,wiki
gu,te,0.32732159500842195,0.2913655042027256,0.03595609080569634,wiki
gu,th,0.2219862831727158,0.1930211230187397,0.0289651601539761,wiki
gu,tl,0.2964870687817422,0.26608099323534906,0.03040607554639313,wiki
gu,tr,0.2738558484731605,0.23349417998721514,0.040361668485945384,wiki
gu,ur,0.22547770526004282,0.204260036406806,0.02121766885323681,wiki
gu,vi,0.15193110406538451,0.13508996186730965,0.016841142198074865,wiki
gu,yo,0.06147214848282274,0.052408138470644246,0.009064010012178492,wiki
hi,en,0.40172780421479926,0.35261929934620895,0.04910850486859031,wiki
hi,es,0.3640337405889801,0.3189609300379927,0.045072810550987386,wiki
hi,fa,0.32387261044652527,0.28098053756078595,0.04289207288573932,wiki
hi,id,0.3692268442072282,0.32341866189375157,0.04580818231347661,wiki
hi,ig,0.049980694269026044,0.030677789817281004,0.01930290445174504,wiki
hi,it,0.3638098023549956,0.3171119600237999,0.04669784233119573,wiki
hi,ja,0.032247469235368274,0.02261765843714011,0.009629810798228163,wiki
hi,kn,0.3463042485811194,0.30149361441715594,0.04481063416396347,wiki
hi,ko,0.28195056242717714,0.24523614054057966,0.03671442188659749,wiki
hi,ml,0.26438353227361916,0.2282272817968067,0.03615625047681245,wiki
hi,mr,0.3115614652054711,0.27434326355732647,0.037218201648144655,wiki
hi,ne,0.24663807010149702,0.21591898877039103,0.030719081331105985,wiki
hi,pa,0.311943109276726,0.27668592781777335,0.03525718145895268,wiki
hi,pl,0.32530176844182,0.2733006177573228,0.05200115068449723,wiki
hi,pt,0.36847709570718423,0.3211847459373565,0.04729234976982771,wiki
hi,ro,0.3451101874273556,0.29550923128451,0.0496009561428456,wiki
hi,ru,0.3292306845918837,0.2841526977166996,0.045077986875184106,wiki
hi,ta,0.3040691359988973,0.2575991699528608,0.04646996604603648,wiki
hi,te,0.3117085655141729,0.27142222056666987,0.04028634494750305,wiki
hi,th,0.31821124167588455,0.2763036680376617,0.04190757363822284,wiki
hi,tl,0.28317426682588426,0.24396536108977898,0.039208905736105276,wiki
hi,tr,0.3538328491285999,0.30070957485991856,0.05312327426868135,wiki
hi,ur,0.22005071683453048,0.20023944365155255,0.01981127318297793,wiki
hi,vi,0.30209766583565123,0.24919061855949642,0.052907047276154806,wiki
hi,yo,0.038810327406672014,0.026841170317904672,0.011969157088767342,wiki
id,en,0.48775313207068344,0.43236782008058794,0.0553853119900955,wiki
id,es,0.4570069377353003,0.4055742276564559,0.051432710078844424,wiki
id,fa,0.36485281723661855,0.3150256271549299,0.04982719008168868,wiki
id,it,0.4492601688779507,0.39968347976501445,0.04957668911293628,wiki
id,ja,0.0979290705417522,0.08851955830262906,0.009409512239123147,wiki
id,kn,0.31946146536747977,0.27123817226495495,0.04822329310252482,wiki
id,ko,0.3056537592748501,0.2696786853881724,0.0359750738866777,wiki
id,ml,0.2577653685234209,0.22031179084775604,0.03745357767566487,wiki
id,mr,0.25392717232679213,0.21539024927329412,0.03853692305349801,wiki
id,ne,0.20914284955647675,0.17309477712304952,0.036048072433427225,wiki
id,pa,0.25756241544543734,0.2231035017076438,0.034458913737793556,wiki
id,pl,0.4047033443205087,0.348951671579337,0.05575167274117171,wiki
id,pt,0.45721886754353164,0.4076956425369212,0.04952322500661044,wiki
id,ro,0.4108425851964716,0.3631400737524006,0.047702511444071005,wiki
id,ru,0.3952120921332372,0.34183958334145836,0.05337250879177885,wiki
id,ta,0.30247029980478185,0.25252360422475006,0.049946695580031786,wiki
id,te,0.2900443168433059,0.24783396128125879,0.04221035556204711,wiki
id,th,0.3506037957178583,0.30895456968731705,0.041649226030541275,wiki
id,tl,0.328448027389475,0.2834606999241584,0.044987327465316584,wiki
id,tr,0.4117396642058765,0.3623436846824781,0.049395979523398414,wiki
id,ur,0.20485884470733587,0.1816995581061006,0.023159286601235257,wiki
id,vi,0.3344961669829763,0.303600004926633,0.030896162056343268,wiki
id,yo,0.04377245126807917,0.03265321864700157,0.011119232621077599,wiki
ig,en,0.050748073584377995,0.02976013617694618,0.020987937407431816,wiki
ig,es,0.059345356207113106,0.03437913075008434,0.024966225457028764,wiki
ig,fa,0.05769373932765116,0.037489650311717936,0.02020408901593322,wiki
ig,id,0.05959267654078097,0.04352580889620151,0.016066867644579465,wiki
ig,it,0.07213822094861186,0.052500524276709266,0.019637696671902592,wiki
ig,ja,-0.004466093199371911,-0.006754163615887122,0.002288070416515211,wiki
ig,kn,0.045356562044663123,0.03037471643810276,0.014981845606560365,wiki
ig,ko,0.0572379753792771,0.04901609806862327,0.008221877310653831,wiki
ig,ml,0.07161528285014446,0.05531327040084504,0.016302012449299415,wiki
ig,mr,0.10032718713195497,0.09628632488436815,0.004040862247586818,wiki
ig,ne,0.07400101915835637,0.05976279854528334,0.014238220613073033,wiki
ig,pa,0.07572306899996759,0.06960294667067309,0.0061201223292945,wiki
ig,pl,0.04765755383516803,0.033702114641071916,0.013955439194096114,wiki
ig,pt,0.06264052911705316,0.0324487373578111,0.03019179175924206,wiki
ig,ro,0.08242068817655274,0.05891228142546565,0.023508406751087084,wiki
ig,ru,0.04820806010766585,0.0357184682723811,0.012489591835284752,wiki
ig,ta,0.05004172574891654,0.045545702771121827,0.0044960229777947155,wiki
ig,te,0.05775877765285163,0.03183860792430155,0.02592016972855008,wiki
ig,th,0.0163623599804815,-0.010090614531931451,0.026452974512412953,wiki
ig,tl,0.07681486006015988,0.06624245102768485,0.010572409032475028,wiki
ig,tr,0.051074187958345514,0.04942340717433533,0.0016507807840101807,wiki
ig,ur,0.09066278725022696,0.07913607351307393,0.011526713737153027,wiki
ig,vi,0.05751358666335113,0.028418164712969263,0.029095421950381867,wiki
ig,yo,0.12683998406311284,0.1286805238774753,-0.0018405398143624685,wiki
it,en,0.5910794125543359,0.5389873574202048,0.05209205513413118,wiki
it,es,0.6352806289467278,0.5901890569551286,0.04509157199159919,wiki
it,fa,0.36651045305952673,0.3197880395995475,0.04672241345997924,wiki
it,ja,0.08043647011893332,0.07340458124670661,0.0070318888722267076,wiki
it,kn,0.3184332219642368,0.27325555994888556,0.04517766201535123,wiki
it,ko,0.3367979908415967,0.29665345366217066,0.04014453717942601,wiki
it,ml,0.2570981842626218,0.222976335325789,0.034121848936832816,wiki
it,mr,0.2642226935138061,0.22561702730105548,0.03860566621275063,wiki
it,ne,0.19782817499505229,0.16869066494225418,0.029137510052798105,wiki
it,pa,0.2508745616671502,0.21661419396096593,0.03426036770618429,wiki
it,pl,0.5070027368516099,0.4500311258201694,0.056971611031440494,wiki
it,pt,0.6225909146258548,0.5744470067581648,0.04814390786768996,wiki
it,ro,0.5257930976235056,0.4746526214904038,0.05114047613310174,wiki
it,ru,0.49949205377224215,0.44580259885408047,0.05368945491816168,wiki
it,ta,0.2927126904040475,0.25092618144658396,0.04178650895746355,wiki
it,te,0.29449731731121603,0.25276445151016175,0.041732865801054286,wiki
it,th,0.3257985938249237,0.28588852973104273,0.03991006409388098,wiki
it,tl,0.31336812159118915,0.2707606117043216,0.04260750988686757,wiki
it,tr,0.4537871005690198,0.3995168961272564,0.05427020444176339,wiki
it,ur,0.18163086047770766,0.16588432834122213,0.015746532136485525,wiki
it,vi,0.2878853513518719,0.2417408892379907,0.04614446211388118,wiki
it,yo,0.0583393691193486,0.05175616293496573,0.006583206184382871,wiki
ja,en,0.10279443905441184,0.09220582719195257,0.010588611862459268,wiki
ja,es,0.08174623221732047,0.07158200267054121,0.010164229546779258,wiki
ja,fa,0.058005835461646504,0.04767210531568417,0.010333730145962332,wiki
ja,kn,-0.0038434897402500686,-0.00814472145054672,0.004301231710296652,wiki
ja,ko,0.025668246218583355,0.02430234832343151,0.0013658978951518463,wiki
ja,ml,-0.003257040103932458,-0.004582521521921053,0.0013254814179885954,wiki
ja,mr,0.006339246051987682,0.004936612149325379,0.001402633902662303,wiki
ja,ne,-0.012049812797035488,-0.021286718921232278,0.00923690612419679,wiki
ja,pa,0.017612163597749548,0.01958427922957698,-0.0019721156318274306,wiki
ja,pl,0.0541045550914338,0.04767213546585862,0.006432419625575177,wiki
ja,pt,0.08719144467547509,0.07876259226362949,0.0084288524118456,wiki
ja,ro,0.053733389559625,0.04729453603024778,0.006438853529377217,wiki
ja,ru,0.056564095543299595,0.047187376667205995,0.0093767188760936,wiki
ja,ta,0.018919740802508463,0.005454983108448338,0.013464757694060126,wiki
ja,te,-0.021963376527364558,-0.028373336229728756,0.006409959702364198,wiki
ja,th,0.09854484948041212,0.090059362180632,0.008485487299780117,wiki
ja,tl,0.04040459264944539,0.02948777030076331,0.01091682234868208,wiki
ja,tr,0.027816974318482384,0.023121875256781506,0.004695099061700878,wiki
ja,ur,0.02335380557176378,0.01527424288552156,0.008079562686242221,wiki
ja,vi,0.11128231640828064,0.10958800285491793,0.0016943135533627057,wiki
ja,yo,-0.012477735111329031,-0.022670016635739348,0.010192281524410316,wiki
kn,en,0.3566985362782799,0.30931525313773345,0.04738328314054646,wiki
kn,es,0.32125363452290184,0.27593733738880283,0.045316297134099015,wiki
kn,fa,0.2871140083902125,0.2481288043525178,0.038985204037694704,wiki
kn,ko,0.26274589624981726,0.2281181284587968,0.03462776779102045,wiki
kn,ml,0.32873853877193665,0.2828755229859829,0.045863015785953754,wiki
kn,mr,0.33543233380114307,0.2966307242418072,0.03880160955933587,wiki
kn,ne,0.2671767464164146,0.23162094271453143,0.03555580370188316,wiki
kn,pa,0.3047976489689561,0.2678826116257666,0.036915037343189516,wiki
kn,pl,0.29443811590462454,0.24717519065046908,0.04726292525415546,wiki
kn,pt,0.32802677157634685,0.28464626940309323,0.04338050217325362,wiki
kn,ro,0.3072270654248757,0.26198766604094387,0.045239399383931844,wiki
kn,ru,0.2874695883252069,0.24460914917811696,0.04286043914708995,wiki
kn,ta,0.32756382758511793,0.2848315251337713,0.042732302451346627,wiki
kn,te,0.3768705543759557,0.3317822996220959,0.0450882547538598,wiki
kn,th,0.2399944466707555,0.2038966587439651,0.036097787926790414,wiki
kn,tl,0.30171739156164495,0.26404144384887657,0.03767594771276839,wiki
kn,tr,0.3182615507053827,0.2720284680044772,0.04623308270090548,wiki
kn,ur,0.20700765659671572,0.18277940824048808,0.02422824835622764,wiki
kn,vi,0.21637349793569133,0.15585449508368696,0.06051900285200437,wiki
kn,yo,0.0751048725361114,0.06317358979598722,0.011931282740124172,wiki
ko,en,0.3635700996653205,0.3227792179660759,0.04079088169924461,wiki
ko,es,0.33583674976689665,0.29138316463684666,0.04445358513004999,wiki
ko,fa,0.2656652321425968,0.22382894344224202,0.04183628870035477,wiki
ko,ml,0.21904839179026175,0.19134916486389572,0.027699226926366033,wiki
ko,mr,0.21902757531901204,0.19142000306419854,0.0276075722548135,wiki
ko,ne,0.1536219050166248,0.13471910741463594,0.018902797601988847,wiki
ko,pa,0.19482631271018255,0.17074099639913898,0.024085316311043575,wiki
ko,pl,0.31374634433123444,0.27251219546722694,0.0412341488640075,wiki
ko,pt,0.3362638784791898,0.29095306050317193,0.04531081797601788,wiki
ko,ro,0.31130246137954815,0.27153695496208025,0.0397655064174679,wiki
ko,ru,0.3169373373929764,0.2756644577061219,0.0412728796868545,wiki
ko,ta,0.23938091711738602,0.20311705776054845,0.03626385935683757,wiki
ko,te,0.23773325433715073,0.2012156527306065,0.03651760160654424,wiki
ko,th,0.26453986963743775,0.22817728218890176,0.03636258744853599,wiki
ko,tl,0.2288205823862588,0.2068438027301814,0.02197677965607739,wiki
ko,tr,0.31476496397490794,0.2729231676089342,0.04184179636597374,wiki
ko,ur,0.1327184426657021,0.12178746602410116,0.010930976641600934,wiki
ko,vi,0.21898709988946857,0.20063803179845044,0.018349068091018134,wiki
ko,yo,0.04012885242012638,0.03811339780389867,0.0020154546162277076,wiki
ml,en,0.27491434437413015,0.24144081281865548,0.03347353155547467,wiki
ml,es,0.25384699867328614,0.2176918350554041,0.03615516361788204,wiki
ml,fa,0.24561544400660487,0.20787186413015238,0.03774357987645249,wiki
ml,mr,0.30801941817645845,0.2785336067312728,0.02948581144518564,wiki
ml,ne,0.2592028598890306,0.22987702115002728,0.029325838739003296,wiki
ml,pa,0.29176434614801894,0.25873164485759303,0.0330327012904259,wiki
ml,pl,0.24388959252672945,0.2092117756925461,0.03467781683418336,wiki
ml,pt,0.2614818514920536,0.22636678617424127,0.03511506531781233,wiki
