1,global,0.2799579192819976,0.03596361519204965,185818,GER,ITA,15
1,local,0.27894504813413334,NA,11130,GER,ITA,15
2,global,0.30616509295760264,0.03814635605644102,144018,GER,ITA,15
2,local,0.38709727703332547,NA,6480,GER,ITA,15
3,global,0.22300365624266935,0.026272024668172012,92208,GER,ITA,15
3,local,0.17372838986830827,NA,2550,GER,ITA,15
4,global,0.29302731839516355,0.041594100979967796,60258,GER,ITA,15
4,local,0.38984163785209225,NA,1056,GER,ITA,15
5,global,0.2658281516079566,0.022997232803219112,317110,GER,ITA,15
5,local,0.24520359514408502,NA,35910,GER,ITA,15
6,global,0.2725784410637301,0.028747610187627348,210298,GER,ITA,15
6,local,0.24099096221738142,NA,14520,GER,ITA,15
7,global,0.31068241756865284,0.042885263200242066,140620,GER,ITA,15
7,local,0.5693592635455771,NA,6162,GER,ITA,15
8,global,0.2775092177415863,0.0348191842376108,164238,GER,ITA,15
8,local,0.3825509732216196,NA,8556,GER,ITA,15
9,global,0.3078645374367839,0.043746399441193684,104458,GER,ITA,15
9,local,0.37732441509049103,NA,3306,GER,ITA,15
10,global,0.2789371511494604,0.050737776458249034,213528,GER,ITA,15
10,local,0.32850015546847133,NA,15006,GER,ITA,15
11,global,0.27023757666541937,0.01926074342732208,440820,GER,ITA,15
11,local,0.28430679330003555,NA,77562,GER,ITA,15
12,global,0.2802027201156716,0.033214969931662335,125230,GER,ITA,15
12,local,0.31943904511224747,NA,4830,GER,ITA,15
13,global,0.3085617654920482,0.031085824256468546,432978,GER,ITA,15
13,local,0.3649100867251924,NA,74256,GER,ITA,15
14,global,0.27796940944912135,0.03167971652810047,403608,GER,ITA,15
14,local,0.34978405608271224,NA,62750,GER,ITA,15
15,global,0.3162412574419303,0.04221148055464247,92208,GER,ITA,15
15,local,0.4635521561336951,NA,2550,GER,ITA,15
1,global,0.2659751005019071,0.028194240545856893,218365,POL,RUM,15
1,local,0.2530153528296312,NA,14042,POL,RUM,15
2,global,0.3255393902508854,0.03403087174892694,164208,POL,RUM,15
2,local,0.3845890770425444,NA,7656,POL,RUM,15
3,global,0.27217839140859484,0.029508645898044708,120960,POL,RUM,15
3,local,0.3045592075578548,NA,4032,POL,RUM,15
4,global,0.30545026906399164,0.056572948868738225,76560,POL,RUM,15
4,local,0.4368312471895406,NA,1560,POL,RUM,15
5,global,0.29625384236825353,0.025602481837532422,343005,POL,RUM,15
5,local,0.29545836172692336,NA,37830,POL,RUM,15
