"","Herero","Zulu","Tswana","Shona","Ndonga","Swati","Tsonga","Venda","Kongo","Tumbuka","Kikuyu","Luganda","Kinyarwanda","Lingala","Kirundi","Igbo","Bambara","Tigrinya","Afar","Amharic","Kanuri","Wolof","Egyptian Arabic","Kabyle","Latin","Neapolitan","Spanish","English","French","Dutch","Icelandic","Irish","Serbian","Russian","Bashkir","Chuvash","Erzya","Estonian","Gagauz","Latvian","Vepsian","Czech","Meadow Mari","Bulgarian","Belarusian","Hungarian","Lithuanian","Kalmyk","Armenian","Kurdish (Sorani)","Abkhazian","Kabardian","Turkish","Ossetian","Hebrew","Sindhi","Eastern Punjabi","Kazakh","Sakha","Korean","Chinese","Nuosu","Japanese","Tibetan","Bengali","Kashmiri","Gujarati","Telugu","Tamil","Malayalam","Sinhalese","Burmese","Vietnamese","Khmer","Malay","Thai","Cebuano","Banyumasan","Minangkabau","Tetum","Nauruan","Chamorro","Samoan","Tongan","Maori","Hawaiian","Tahitian","Inupiak","Cheyenne","Choctaw","Muscogee","Cherokee","Navajo","Haitian","Aymara","Guarani"
"Herero",0,0.449166666666666,0.38625,0.466666666666667,0.365833333333333,0.344166666666667,0.5325,0.434583333333333,0.477916666666667,0.510416666666667,0.392916666666667,0.524583333333333,0.490833333333333,0.498333333333333,0.619166666666667,0.509166666666667,0.561666666666667,0.4025,0.472083333333333,0.57375,0.440416666666667,0.4675,0.762916666666667,0.498333333333333,0.6275,0.694166666666667,0.694166666666667,0.775,0.72,0.858333333333333,0.614166666666666,0.595416666666667,0.647083333333333,0.6675,0.69625,0.737916666666667,0.63125,0.532083333333333,0.667916666666667,0.649583333333333,0.607916666666667,0.691666666666667,0.554583333333333,0.625416666666666,0.59375,0.68125,0.633333333333333,0.323333333333333,0.45125,0.613333333333333,0.46125,0.467916666666667,0.654583333333333,0.502916666666667,0.730416666666667,0.63,0.6925,0.41125,0.5325,0.589583333333333,0.7375,0.438333333333333,0.82,0.670833333333333,0.814166666666667,0.71125,0.75375,0.739166666666667,0.762916666666667,0.645,0.638333333333333,0.751666666666667,0.69375,0.600416666666666,0.605,0.554583333333333,0.662916666666667,0.5175,0.58,0.54125,0.743333333333333,0.741666666666666,0.779583333333334,0.716666666666667,0.782083333333334,0.669583333333333,0.77125,0.50125,0.446666666666667,0.6325,0.699166666666667,0.65625,0.2825,0.647083333333333,0.673333333333333,0.508333333333333
"Zulu",0.449166666666666,0,0.1425,0.403333333333333,0.458333333333334,0.210833333333333,0.25,0.458333333333334,0.45375,0.4175,0.166666666666666,0.333333333333333,0.291666666666667,0.345833333333333,0.416666666666667,0.375,0.541666666666666,0.464583333333333,0.534583333333333,0.543333333333333,0.433333333333333,0.541666666666666,0.6175,0.46125,0.498333333333333,0.375,0.375,0.458333333333334,0.532083333333334,0.625,0.369166666666667,0.365,0.375,0.538333333333333,0.583333333333334,0.666666666666666,0.583333333333334,0.416666666666667,0.625,0.625,0.5,0.416666666666667,0.383333333333333,0.375,0.437916666666667,0.422083333333333,0.44875,0.480416666666666,0.2775,0.416666666666667,0.625,0.3475,0.5,0.44,0.583333333333334,0.481666666666667,0.5425,0.5,0.458333333333334,0.416666666666667,0.490833333333333,0.435416666666667,0.628333333333333,0.489166666666667,0.541666666666666,0.570416666666666,0.579583333333333,0.514583333333333,0.50375,0.414166666666667,0.413333333333333,0.52125,0.579166666666667,0.533333333333333,0.475416666666667,0.358333333333333,0.361666666666667,0.458333333333334,0.545416666666667,0.519583333333333,0.5125,0.4525,0.541666666666666,0.454166666666667,0.708333333333334,0.696666666666667,0.59125,0.541666666666666,0.352916666666667,0.399166666666667,0.458333333333334,0.423333333333333,0.416666666666667,0.543333333333333,0.333333333333333,0.5175
"Tswana",0.38625,0.1425,0,0.451666666666667,0.434166666666666,0.2225,0.3925,0.326666666666666,0.5175,0.461666666666667,0.035,0.350833333333333,0.434166666666666,0.44125,0.450833333333334,0.2675,0.575833333333334,0.45625,0.5425,0.532916666666667,0.475416666666666,0.434166666666666,0.63,0.560416666666667,0.599583333333334,0.475833333333334,0.434166666666666,0.5175,0.588333333333333,0.6425,0.48125,0.384583333333333,0.3925,0.465,0.684166666666667,0.725833333333333,0.684166666666667,0.5175,0.534166666666666,0.6425,0.5175,0.475833333333334,0.435416666666667,0.475833333333334,0.5375,0.490416666666667,0.5475,0.419166666666666,0.32375,0.3925,0.540833333333333,0.345416666666667,0.434166666666666,0.482083333333333,0.600833333333334,0.54875,0.435,0.415833333333333,0.600833333333334,0.5175,0.552916666666667,0.42375,0.5625,0.557083333333333,0.559166666666666,0.587916666666666,0.5575,0.484583333333333,0.466666666666667,0.440416666666667,0.509583333333333,0.580416666666667,0.638333333333334,0.62625,0.617916666666667,0.487916666666667,0.501666666666667,0.409166666666667,0.645833333333333,0.617916666666667,0.565,0.553333333333333,0.6425,0.555,0.809166666666667,0.755833333333333,0.645,0.6175,0.3675,0.5,0.600833333333334,0.557916666666667,0.3925,0.560416666666666,0.475833333333334,0.493333333333334
"Shona",0.466666666666667,0.403333333333333,0.451666666666667,0,0.350833333333333,0.394166666666667,0.314166666666667,0.48125,0.391666666666667,0.425,0.475833333333333,0.487916666666667,0.361666666666667,0.318333333333333,0.488333333333334,0.511666666666667,0.471666666666667,0.537916666666667,0.402916666666667,0.529583333333333,0.313333333333333,0.429583333333333,0.684166666666667,0.460833333333334,0.521666666666667,0.56375,0.531666666666667,0.65375,0.58625,0.791666666666667,0.418333333333333,0.526666666666667,0.579583333333333,0.760416666666667,0.59375,0.62125,0.513333333333333,0.462083333333333,0.650833333333333,0.63,0.577916666666667,0.6375,0.450416666666667,0.454583333333333,0.489166666666667,0.5525,0.522916666666666,0.4575,0.438333333333333,0.495416666666667,0.4975,0.46875,0.685,0.421666666666667,0.620416666666666,0.4975,0.680416666666667,0.5675,0.346666666666667,0.37125,0.528333333333334,0.487916666666667,0.71,0.44875,0.725,0.593333333333333,0.63875,0.6475,0.657083333333333,0.59625,0.508333333333333,0.610416666666666,0.515833333333333,0.36875,0.43625,0.46125,0.38,0.595,0.49125,0.480416666666667,0.619583333333333,0.6,0.730833333333333,0.540416666666667,0.570833333333333,0.633333333333333,0.651666666666667,0.543333333333333,0.455416666666667,0.4825,0.466666666666667,0.487083333333334,0.399166666666667,0.743333333333333,0.492916666666667,0.459166666666667
"Ndonga",0.365833333333333,0.458333333333334,0.434166666666666,0.350833333333333,0,0.45125,0.458333333333334,0.458333333333334,0.34375,0.44625,0.458333333333334,0.458333333333334,0.375,0.388333333333333,0.583333333333334,0.541666666666666,0.416666666666667,0.429583333333333,0.45375,0.494583333333333,0.36625,0.333333333333333,0.700833333333333,0.52875,0.577083333333333,0.625,0.625,0.75,0.6625,0.791666666666667,0.535833333333333,0.520416666666667,0.708333333333334,0.705,0.708333333333334,0.75,0.583333333333334,0.541666666666666,0.625,0.666666666666666,0.541666666666666,0.75,0.47875,0.583333333333334,0.552916666666667,0.59375,0.611666666666667,0.399583333333334,0.470833333333333,0.458333333333334,0.458333333333334,0.525,0.75,0.463333333333333,0.625,0.576666666666667,0.625833333333333,0.5,0.375,0.458333333333334,0.665416666666666,0.572916666666666,0.753333333333333,0.655833333333333,0.75,0.6475,0.693333333333333,0.675416666666667,0.724166666666666,0.58875,0.562083333333333,0.729583333333334,0.584583333333333,0.474583333333333,0.484583333333333,0.525,0.49125,0.541666666666666,0.490833333333333,0.449166666666667,0.679166666666666,0.694583333333333,0.791666666666667,0.64375,0.666666666666666,0.583333333333334,0.687916666666667,0.625,0.493333333333334,0.489166666666667,0.541666666666666,0.548333333333333,0.375,0.71,0.583333333333334,0.444166666666667
"Swati",0.344166666666667,0.210833333333333,0.2225,0.394166666666667,0.45125,0,0.294166666666667,0.39,0.472916666666667,0.441666666666667,0.223333333333333,0.480833333333333,0.3775,0.412916666666667,0.54875,0.473333333333333,0.56625,0.463333333333333,0.501666666666667,0.61625,0.432083333333333,0.515,0.744583333333334,0.46375,0.6025,0.551666666666667,0.515,0.610833333333334,0.582916666666667,0.75,0.551666666666667,0.47875,0.51,0.577083333333333,0.565416666666667,0.624583333333333,0.58375,0.39875,0.639166666666667,0.605833333333334,0.5225,0.556666666666667,0.440833333333333,0.530833333333333,0.497916666666667,0.56,0.497916666666667,0.319583333333333,0.33,0.534583333333333,0.4725,0.442083333333333,0.555833333333333,0.467083333333334,0.730833333333334,0.530833333333333,0.623333333333333,0.514166666666667,0.5025,0.57125,0.625833333333333,0.514583333333333,0.712083333333333,0.6125,0.69125,0.592916666666667,0.69625,0.642499999999999,0.622916666666667,0.534583333333333,0.495416666666667,0.692916666666667,0.674583333333333,0.600833333333334,0.58875,0.459166666666667,0.5075,0.43375,0.59875,0.567916666666667,0.611666666666666,0.60125,0.690416666666667,0.541666666666667,0.732083333333333,0.717916666666667,0.644166666666667,0.482083333333333,0.287083333333333,0.440833333333333,0.5025,0.454583333333333,0.367916666666667,0.68625,0.526666666666667,0.515416666666667
"Tsonga",0.5325,0.25,0.3925,0.314166666666667,0.458333333333334,0.294166666666667,0,0.541666666666666,0.36625,0.382083333333333,0.416666666666667,0.375,0.25,0.32875,0.458333333333334,0.458333333333334,0.5,0.56625,0.46125,0.509166666666667,0.409583333333333,0.458333333333334,0.700833333333333,0.544583333333333,0.52375,0.458333333333334,0.416666666666667,0.5,0.44875,0.666666666666666,0.415416666666667,0.455,0.583333333333334,0.7325,0.458333333333334,0.541666666666666,0.458333333333334,0.333333333333333,0.666666666666666,0.541666666666666,0.458333333333334,0.583333333333334,0.370833333333333,0.416666666666667,0.377916666666667,0.476666666666667,0.431666666666667,0.522083333333333,0.431666666666667,0.458333333333334,0.583333333333334,0.552916666666667,0.583333333333334,0.435833333333333,0.625,0.46,0.62,0.708333333333334,0.333333333333333,0.5,0.48875,0.64375,0.662499999999999,0.5725,0.583333333333334,0.487083333333333,0.662916666666667,0.55625,0.595,0.485833333333333,0.4075,0.53875,0.532916666666667,0.470833333333333,0.384583333333333,0.282916666666667,0.31125,0.458333333333334,0.43,0.461666666666667,0.470833333333334,0.369166666666667,0.5,0.35125,0.541666666666666,0.551666666666667,0.486666666666667,0.458333333333334,0.394583333333333,0.34,0.375,0.2875,0.5,0.751666666666667,0.416666666666667,0.5225
"Venda",0.434583333333333,0.458333333333334,0.326666666666666,0.48125,0.458333333333334,0.39,0.541666666666666,0,0.482083333333333,0.393333333333333,0.291666666666667,0.541666666666666,0.458333333333334,0.500833333333334,0.5,0.458333333333334,0.458333333333334,0.432916666666666,0.525833333333333,0.577916666666667,0.528333333333333,0.375,0.732916666666667,0.497916666666667,0.691666666666667,0.666666666666666,0.666666666666666,0.708333333333334,0.699583333333333,0.833333333333333,0.55875,0.5775,0.5,0.645833333333334,0.708333333333334,0.708333333333334,0.583333333333334,0.625,0.541666666666666,0.666666666666666,0.458333333333334,0.666666666666666,0.524583333333333,0.583333333333334,0.637083333333333,0.635,0.604583333333334,0.384583333333333,0.3875,0.541666666666666,0.416666666666667,0.39875,0.583333333333334,0.461666666666667,0.708333333333334,0.563333333333333,0.650416666666666,0.375,0.541666666666666,0.5,0.607916666666667,0.40625,0.724583333333333,0.6125,0.75,0.57125,0.730833333333333,0.675416666666667,0.699166666666666,0.64875,0.65875,0.617916666666667,0.6025,0.565,0.527083333333333,0.602083333333333,0.586666666666666,0.583333333333334,0.572916666666667,0.5,0.830416666666666,0.8275,0.916666666666667,0.76875,0.708333333333334,0.800833333333333,0.848333333333333,0.75,0.493333333333334,0.65125,0.625,0.644166666666666,0.291666666666667,0.58,0.666666666666666,0.53
"Kongo",0.477916666666667,0.45375,0.5175,0.391666666666667,0.34375,0.472916666666667,0.36625,0.482083333333333,0,0.38,0.537083333333333,0.424166666666667,0.32875,0.339583333333333,0.519166666666667,0.541666666666667,0.4175,0.472916666666667,0.448333333333333,0.515833333333333,0.434583333333333,0.452083333333333,0.678333333333333,0.549583333333333,0.549583333333333,0.570833333333333,0.5675,0.694583333333333,0.586666666666666,0.793333333333333,0.475833333333333,0.540833333333333,0.619166666666667,0.78,0.61625,0.6575,0.544583333333333,0.5,0.635416666666667,0.657083333333333,0.520833333333333,0.671666666666667,0.481666666666667,0.49125,0.492916666666667,0.560833333333333,0.5425,0.495833333333334,0.525,0.56625,0.449166666666667,0.522916666666667,0.699583333333333,0.4025,0.635416666666666,0.54125,0.71375,0.52375,0.427083333333334,0.367083333333333,0.574166666666667,0.5275,0.778333333333333,0.5675,0.7325,0.626666666666667,0.687083333333333,0.675,0.73,0.60625,0.533333333333333,0.624166666666667,0.51125,0.420833333333333,0.434166666666667,0.47125,0.450416666666667,0.599583333333333,0.409166666666667,0.379583333333333,0.597083333333333,0.602083333333334,0.68875,0.534166666666667,0.552916666666667,0.525833333333333,0.6275,0.565833333333333,0.590833333333333,0.491666666666667,0.498333333333333,0.519166666666667,0.482916666666666,0.682916666666667,0.565,0.557083333333333
"Tumbuka",0.510416666666667,0.4175,0.461666666666667,0.425,0.44625,0.441666666666667,0.382083333333333,0.393333333333333,0.38,0,0.474583333333333,0.450416666666667,0.349166666666667,0.394583333333334,0.454166666666667,0.537916666666667,0.49,0.49,0.510416666666667,0.525833333333333,0.491666666666667,0.476666666666667,0.639166666666667,0.475,0.59875,0.57125,0.537916666666667,0.6575,0.583333333333333,0.765,0.484166666666667,0.529166666666667,0.566666666666667,0.732916666666666,0.62375,0.67,0.55125,0.513333333333333,0.584166666666667,0.653333333333333,0.520416666666667,0.630833333333333,0.4725,0.476666666666667,0.50125,0.5375,0.527916666666666,0.500833333333333,0.486666666666667,0.5325,0.499166666666667,0.477916666666667,0.645833333333333,0.444583333333333,0.654583333333333,0.543333333333333,0.677083333333333,0.5125,0.431666666666667,0.415,0.56625,0.523333333333333,0.737083333333334,0.524166666666667,0.69875,0.621666666666667,0.67875,0.645,0.682083333333333,0.585416666666667,0.518333333333333,0.587083333333333,0.547083333333333,0.477916666666667,0.399583333333333,0.4775,0.477916666666666,0.6,0.445833333333333,0.44125,0.59875,0.601666666666666,0.705416666666667,0.585416666666666,0.573333333333334,0.632083333333333,0.68,0.621666666666667,0.563333333333333,0.509583333333333,0.534166666666667,0.524166666666667,0.415,0.678333333333333,0.549583333333333,0.566666666666667
