lang1_ETS,lang2_ETS,Agriculture_and_vegetation,Basic_actions_and_technology,CulturalDistances,Emotions_and_values,Kinship,Law,Possession,Religion_and_belief,Social_and_political_relations,The_house,The_physical_world
ara,ara,0,0,0,0,0,0,0,0,0,0,0
ara,ben,0.181818181818182,0.314166666666667,0.505913978494624,0.389333333333333,0.630714285714286,0.718181818181818,0.353181818181818,0.746666666666666,0.655,0.739090909090909,0.513333333333333
ara,bul,0.363636363636364,0.575833333333334,0.511720430107527,0.575333333333333,0.582857142857143,0.509090909090909,0.473181818181818,0.575,0.521923076923077,0.542727272727273,0.555
ara,chi,0.454545454545454,0.513333333333334,0.493763440860215,0.536,0.429642857142857,0.606363636363635,0.490227272727273,0.65,0.512692307692308,0.514545454545455,0.703333333333333
ara,dut,0.090909090909091,0.439166666666667,0.455376344086022,0.443333333333333,0.552499999999999,0.454545454545454,0.375909090909091,0.573333333333333,0.51423076923077,0.579090909090909,0.395
ara,eng,0.090909090909091,0.605833333333334,0.53806451612903206,0.678666666666666,0.642857142857144,0.363636363636364,0.466818181818181,0.656666666666666,0.56,0.778181818181818,0.588333333333333
ara,fre,0.272727272727273,0.581666666666667,0.575483870967742,0.513333333333334,0.672857142857144,0.421818181818182,0.541136363636364,0.458333333333333,0.544615384615385,0.683636363636363,0.581666666666666
ara,guj,0.272727272727273,0.35125,0.431290322580645,0.498,0.471785714285715,0.471818181818182,0.358409090909091,0.725,0.477307692307692,0.474545454545455,0.468333333333333
ara,hin,0.272727272727273,0.35125,0.431290322580645,0.498,0.471785714285715,0.471818181818182,0.358409090909091,0.725,0.477307692307692,0.474545454545455,0.468333333333333
ara,ibo,0.727272727272728,0.575833333333334,0.617741935483871,0.670666666666666,0.531428571428571,0.908181818181817,0.609318181818183,0.646666666666666,0.728076923076923,0.63090909090909,0.743333333333334
ara,ind,0.272727272727273,0.56625,0.509569892473118,0.534666666666667,0.405357142857143,0.699090909090909,0.490681818181818,0.258333333333333,0.67,0.631818181818182,0.556666666666666
ara,jpn,0.272727272727273,0.609583333333333,0.592903225806452,0.578666666666667,0.642857142857144,0.454545454545454,0.559772727272728,0.666666666666666,0.558076923076924,0.682727272727272,0.558333333333333
ara,kan,0.181818181818182,0.258333333333333,0.392150537634409,0.307333333333333,0.451428571428572,0.534545454545454,0.302954545454545,0.635,0.491153846153846,0.535454545454545,0.558333333333333
ara,kor,0.272727272727273,0.534166666666666,0.576344086021506,0.600000000000001,0.600714285714285,0.545454545454546,0.518636363636364,0.636666666666666,0.613846153846154,0.723636363636363,0.558333333333333
ara,mal,0,0.4225,0.526666666666667,0.476,0.676071428571429,0.636363636363635,0.343636363636364,0.701666666666667,0.658846153846154,0.83,0.513333333333333
ara,mar,0.272727272727273,0.35125,0.431290322580645,0.498,0.471785714285715,0.471818181818182,0.358409090909091,0.725,0.477307692307692,0.474545454545455,0.468333333333333
ara,nep,0.181818181818182,0.405833333333333,0.466774193548387,0.498,0.543214285714285,0.452727272727272,0.448181818181818,0.535,0.429230769230769,0.289090909090909,0.243333333333333
ara,pan,0.363636363636364,0.473333333333333,0.464193548387097,0.529333333333334,0.339642857142857,0.774545454545454,0.500454545454545,0.396666666666667,0.65423076923077,0.68090909090909,0.601666666666666
ara,pol,0.363636363636364,0.575833333333334,0.511720430107527,0.575333333333333,0.582857142857143,0.509090909090909,0.473181818181818,0.575,0.521923076923077,0.542727272727273,0.555
ara,rus,0.181818181818182,0.5875,0.569247311827957,0.595333333333333,0.620714285714286,0.635454545454544,0.535454545454546,0.608333333333333,0.611153846153846,0.627272727272727,0.641666666666666
ara,spa,0.272727272727273,0.450833333333333,0.480430107526882,0.392,0.525,0.543636363636364,0.4325,0.45,0.544615384615385,0.561818181818182,0.38
ara,tam,0.181818181818182,0.258333333333333,0.392150537634409,0.307333333333333,0.451428571428572,0.534545454545454,0.302954545454545,0.635,0.491153846153846,0.535454545454545,0.558333333333333
ara,tel,0.181818181818182,0.37125,0.420430107526882,0.435333333333333,0.468571428571429,0.483636363636364,0.347272727272727,0.771666666666667,0.466153846153846,0.527272727272727,0.591666666666666
ara,tgl,0.363636363636364,0.68125,0.579139784946237,0.652666666666667,0.556428571428571,0.524545454545455,0.558863636363637,0.43,0.583076923076923,0.671818181818181,0.576666666666666
ara,tha,0.272727272727273,0.5825,0.541720430107527,0.576,0.5,0.545454545454546,0.522272727272728,0.666666666666666,0.630769230769231,0.672727272727272,0.558333333333333
ara,tur,0.272727272727273,0.605833333333334,0.395591397849463,0.583333333333334,0.270357142857143,0.436363636363636,0.496818181818182,0.428333333333333,0.41076923076923,0.443636363636364,0.386666666666667
ara,urd,0.272727272727273,0.35125,0.431290322580645,0.498,0.471785714285715,0.471818181818182,0.358409090909091,0.725,0.477307692307692,0.474545454545455,0.468333333333333
ara,vie,0.272727272727273,0.430833333333333,0.47731182795699,0.592,0.464285714285715,0.272727272727273,0.416818181818182,0.5,0.540384615384616,0.822727272727272,0.591666666666666
ben,ara,0.181818181818182,0.314166666666667,0.505913978494624,0.389333333333333,0.630714285714286,0.718181818181818,0.353181818181818,0.746666666666666,0.655,0.739090909090909,0.513333333333333
ben,ben,0,0,0,0,0,0,0,0,0,0,0
ben,bul,0.272727272727273,0.541666666666666,0.54752688172043,0.572666666666667,0.647857142857143,0.493636363636364,0.5,0.571666666666666,0.493846153846154,0.491818181818182,0.135
ben,chi,0.454545454545454,0.560416666666667,0.48752688172043,0.534666666666667,0.451785714285715,0.490909090909091,0.462727272727272,0.491666666666666,0.485,0.655454545454545,0.703333333333333
ben,dut,0.272727272727273,0.375,0.493010752688172,0.377333333333333,0.630714285714286,0.53909090909091,0.409090909090909,0.595,0.472307692307692,0.395454545454545,0.365
ben,eng,0.272727272727273,0.375,0.526129032258064,0.512666666666666,0.667500000000001,0.536363636363637,0.409090909090909,0.596666666666666,0.551923076923078,0.586363636363636,0.575
ben,fre,0.272727272727273,0.530416666666667,0.520430107526882,0.560666666666667,0.561428571428571,0.524545454545455,0.464772727272727,0.583333333333333,0.511923076923077,0.503636363636364,0.561666666666666
ben,guj,0.272727272727273,0.45125,0.442258064516129,0.506666666666667,0.476428571428572,0.405454545454545,0.377272727272727,0.275,0.526153846153846,0.656363636363636,0.536666666666666
ben,hin,0.272727272727273,0.45125,0.442258064516129,0.506666666666667,0.476428571428572,0.405454545454545,0.377272727272727,0.275,0.526153846153846,0.656363636363636,0.536666666666666
ben,ibo,0.727272727272728,0.625,0.573225806451613,0.655333333333333,0.4225,0.704545454545454,0.612045454545456,0.775,0.655,0.752727272727272,0.681666666666666
ben,ind,0.090909090909091,0.58375,0.536129032258065,0.547333333333333,0.570357142857142,0.669090909090909,0.4775,0.75,0.633461538461539,0.575454545454545,0.491666666666667
ben,jpn,0.272727272727273,0.565416666666667,0.580322580645161,0.578000000000001,0.667500000000001,0.445454545454545,0.512954545454546,0.583333333333333,0.573076923076924,0.727272727272728,0.5
ben,kan,0,0.274166666666667,0.340645161290323,0.37,0.434285714285714,0.291818181818182,0.176590909090909,0.466666666666667,0.43576923076923,0.647272727272727,0.571666666666666
ben,kor,0.090909090909091,0.666666666666666,0.554301075268818,0.649333333333333,0.597857142857142,0.726363636363637,0.522727272727273,0.426666666666667,0.653461538461538,0.636363636363635,0.5
ben,mal,0.181818181818182,0.324583333333333,0.446989247311828,0.486,0.7375,0.453636363636363,0.354318181818182,0.705,0.268846153846154,0.090909090909091,0
ben,mar,0.272727272727273,0.45125,0.442258064516129,0.506666666666667,0.476428571428572,0.405454545454545,0.377272727272727,0.275,0.526153846153846,0.656363636363636,0.536666666666666
ben,nep,0.181818181818182,0.50125,0.490537634408602,0.536666666666667,0.457142857142858,0.633636363636362,0.409318181818182,0.436666666666667,0.692307692307693,0.73,0.551666666666666
ben,pan,0.272727272727273,0.38625,0.464193548387097,0.508,0.522857142857142,0.224545454545455,0.321136363636363,0.583333333333333,0.479615384615384,0.909090909090908,0.666666666666666
ben,pol,0.272727272727273,0.541666666666666,0.54752688172043,0.572666666666667,0.647857142857143,0.493636363636364,0.5,0.571666666666666,0.493846153846154,0.491818181818182,0.135
ben,rus,0.272727272727273,0.586666666666667,0.565161290322581,0.571333333333334,0.624285714285714,0.433636363636363,0.535909090909091,0.595,0.529615384615385,0.636363636363635,0.666666666666666
ben,spa,0.363636363636364,0.458333333333334,0.524086021505376,0.514666666666666,0.632857142857143,0.52,0.474090909090909,0.603333333333333,0.466153846153846,0.4,0.358333333333333
ben,tam,0,0.274166666666667,0.340645161290323,0.37,0.434285714285714,0.291818181818182,0.176590909090909,0.466666666666667,0.43576923076923,0.647272727272727,0.571666666666666
ben,tel,0.272727272727273,0.350833333333333,0.416881720430107,0.496666666666667,0.516785714285714,0.355454545454545,0.299772727272727,0.426666666666667,0.458076923076923,0.636363636363635,0.666666666666666
ben,tgl,0.272727272727273,0.56375,0.551612903225806,0.586,0.629285714285715,0.433636363636363,0.508409090909091,0.59,0.514615384615385,0.600909090909091,0.553333333333333
ben,tha,0.363636363636364,0.48375,0.527096774193548,0.44,0.560357142857142,0.536363636363637,0.513863636363637,0.585,0.534615384615386,0.454545454545454,0.5
ben,tur,0.272727272727273,0.541666666666666,0.509462365591398,0.646666666666666,0.453571428571429,0.611818181818181,0.495454545454545,0.77,0.567692307692308,0.639090909090908,0.531666666666666
ben,urd,0.272727272727273,0.45125,0.442258064516129,0.506666666666667,0.476428571428572,0.405454545454545,0.377272727272727,0.275,0.526153846153846,0.656363636363636,0.536666666666666
ben,vie,0.090909090909091,0.48625,0.433333333333333,0.532,0.461071428571429,0.627272727272726,0.424318181818182,0.455,0.496153846153846,0.454545454545454,0.666666666666666
bul,ara,0.363636363636364,0.575833333333334,0.511720430107527,0.575333333333333,0.582857142857143,0.509090909090909,0.473181818181818,0.575,0.521923076923077,0.542727272727273,0.555
bul,ben,0.272727272727273,0.541666666666666,0.54752688172043,0.572666666666667,0.647857142857143,0.493636363636364,0.5,0.571666666666666,0.493846153846154,0.491818181818182,0.135
bul,bul,0,0,0,0,0,0,0,0,0,0,0
bul,chi,0.363636363636364,0.337083333333333,0.440322580645161,0.404666666666666,0.495714285714286,0.378181818181818,0.325909090909091,0.521666666666667,0.457692307692307,0.521818181818182,0.725
bul,dut,0.272727272727273,0.583333333333334,0.417096774193548,0.581333333333334,0.357857142857143,0.166363636363637,0.431818181818182,0.428333333333334,0.309230769230769,0.564545454545454,0.403333333333333
bul,eng,0.272727272727273,0.5,0.437311827956989,0.452,0.395714285714286,0.145454545454546,0.386363636363636,0.265,0.419230769230769,0.754545454545455,0.593333333333333
bul,fre,0.181818181818182,0.407083333333333,0.421505376344086,0.438666666666666,0.43,0.175454545454546,0.377727272727273,0.276666666666667,0.388076923076923,0.650909090909091,0.588333333333333
bul,guj,0.181818181818182,0.535,0.525913978494624,0.564666666666667,0.716785714285714,0.402727272727273,0.458636363636363,0.596666666666666,0.425769230769231,0.512727272727273,0.553333333333333
bul,hin,0.181818181818182,0.535,0.525913978494624,0.564666666666667,0.716785714285714,0.402727272727273,0.458636363636363,0.596666666666666,0.425769230769231,0.512727272727273,0.553333333333333
bul,ibo,0.636363636363635,0.666666666666666,0.656129032258065,0.715333333333334,0.625714285714286,0.696363636363636,0.613409090909092,0.788333333333333,0.681538461538462,0.641818181818181,0.728333333333333
bul,ind,0.363636363636364,0.267916666666667,0.398602150537634,0.367333333333333,0.352142857142857,0.578181818181817,0.327954545454545,0.533333333333333,0.528846153846154,0.600909090909091,0.533333333333333
bul,jpn,0.272727272727273,0.51625,0.433333333333333,0.484,0.2525,0.327272727272727,0.486136363636363,0.408333333333333,0.46,0.578181818181818,0.556666666666666
bul,kan,0.272727272727273,0.557916666666667,0.529462365591398,0.587333333333333,0.603928571428571,0.37,0.489090909090909,0.531666666666667,0.429615384615384,0.554545454545454,0.586666666666666
bul,kor,0.363636363636364,0.208333333333333,0.427204301075269,0.284666666666666,0.447142857142857,0.571818181818182,0.318181818181817,0.545,0.551153846153847,0.639999999999999,0.556666666666666
bul,mal,0.363636363636364,0.39125,0.534301075268817,0.517333333333334,0.678928571428572,0.452727272727272,0.394772727272727,0.606666666666666,0.476538461538461,0.582727272727273,0.135
bul,mar,0.181818181818182,0.535,0.525913978494624,0.564666666666667,0.716785714285714,0.402727272727273,0.458636363636363,0.596666666666666,0.425769230769231,0.512727272727273,0.553333333333333
bul,nep,0.272727272727273,0.305833333333333,0.48494623655914,0.286,0.608571428571428,0.479090909090909,0.38,0.57,0.485769230769231,0.578181818181818,0.584999999999999
bul,pan,0,0.525416666666666,0.524516129032258,0.536666666666667,0.591428571428571,0.55090909090909,0.437954545454545,0.36,0.652307692307692,0.809090909090909,0.636666666666666
bul,pol,0,0,0,0,0,0,0,0,0,0,0
bul,rus,0.272727272727273,0.62,0.503978494623656,0.695333333333333,0.491785714285714,0.310909090909091,0.530454545454546,0.358333333333333,0.383461538461538,0.504545454545455,0.658333333333333
bul,spa,0.181818181818182,0.333333333333333,0.365483870967742,0.406,0.371071428571428,0.249090909090909,0.285227272727273,0.348333333333333,0.373846153846154,0.543636363636363,0.383333333333333
bul,tam,0.272727272727273,0.557916666666667,0.529462365591398,0.587333333333333,0.603928571428571,0.37,0.489090909090909,0.531666666666667,0.429615384615384,0.554545454545454,0.586666666666666
bul,tel,0.272727272727273,0.47375,0.498817204301075,0.485333333333333,0.601428571428571,0.318181818181818,0.425909090909091,0.593333333333333,0.392307692307692,0.518181818181818,0.626666666666666
bul,tgl,0.454545454545454,0.27625,0.418064516129032,0.462,0.427857142857143,0.266363636363637,0.337954545454546,0.455,0.421538461538461,0.639090909090909,0.57
bul,tha,0.363636363636364,0.258333333333333,0.444193548387097,0.32,0.502857142857143,0.327272727272727,0.322727272727273,0.463333333333333,0.444230769230769,0.631818181818181,0.556666666666666
bul,tur,0.181818181818182,0.541666666666666,0.455161290322581,0.610666666666667,0.480714285714286,0.283636363636364,0.439090909090909,0.526666666666667,0.384230769230769,0.533636363636363,0.548333333333333
bul,urd,0.181818181818182,0.535,0.525913978494624,0.564666666666667,0.716785714285714,0.402727272727273,0.458636363636363,0.596666666666666,0.425769230769231,0.512727272727273,0.553333333333333
bul,vie,0.363636363636364,0.554583333333333,0.53258064516129,0.532666666666667,0.560714285714285,0.418181818181819,0.461590909090909,0.575,0.563076923076923,0.821818181818181,0.626666666666666
chi,ara,0.454545454545454,0.513333333333334,0.493763440860215,0.536,0.429642857142857,0.606363636363635,0.490227272727273,0.65,0.512692307692308,0.514545454545455,0.703333333333333
chi,ben,0.454545454545454,0.560416666666667,0.48752688172043,0.534666666666667,0.451785714285715,0.490909090909091,0.462727272727272,0.491666666666666,0.485,0.655454545454545,0.703333333333333
chi,bul,0.363636363636364,0.337083333333333,0.440322580645161,0.404666666666666,0.495714285714286,0.378181818181818,0.325909090909091,0.521666666666667,0.457692307692307,0.521818181818182,0.725
chi,chi,0,0,0,0,0,0,0,0,0,0,0
chi,dut,0.363636363636364,0.532916666666667,0.504516129032258,0.544666666666667,0.522142857142857,0.348181818181818,0.432727272727273,0.571666666666666,0.47576923076923,0.594545454545454,0.731666666666667
chi,eng,0.363636363636364,0.565,0.534301075268817,0.522,0.587857142857142,0.337272727272727,0.450227272727272,0.551666666666666,0.480384615384615,0.616363636363636,0.611666666666667
chi,fre,0.181818181818182,0.584583333333333,0.49247311827957,0.588666666666667,0.540357142857142,0.358181818181818,0.393636363636364,0.485,0.448846153846154,0.520909090909091,0.621666666666667
chi,guj,0.181818181818182,0.461666666666667,0.431290322580645,0.489333333333333,0.509642857142857,0.553636363636363,0.355,0.503333333333333,0.488076923076923,0.418181818181818,0.608333333333333
chi,hin,0.181818181818182,0.461666666666667,0.431290322580645,0.489333333333333,0.509642857142857,0.553636363636363,0.355,0.503333333333333,0.488076923076923,0.418181818181818,0.608333333333333
chi,ibo,0.545454545454546,0.471666666666667,0.473548387096774,0.527333333333333,0.382142857142857,0.692727272727273,0.461136363636363,0.738333333333333,0.547307692307693,0.51,0.44
chi,ind,0.363636363636364,0.422916666666667,0.515591397849463,0.510666666666667,0.604285714285714,0.587272727272727,0.372727272727273,0.665,0.560769230769231,0.485454545454545,0.588333333333333
chi,jpn,0.545454545454546,0.458333333333333,0.478494623655914,0.475333333333333,0.466428571428572,0.337272727272727,0.460227272727273,0.465,0.437692307692308,0.515454545454545,0.465
chi,kan,0.454545454545454,0.443333333333333,0.419247311827957,0.451333333333333,0.389285714285714,0.527272727272727,0.380454545454545,0.521666666666667,0.428461538461538,0.394545454545455,0.605
chi,kor,0.363636363636364,0.390833333333333,0.415698924731183,0.446666666666667,0.337142857142857,0.510909090909091,0.377954545454545,0.48,0.535,0.571818181818182,0.465
chi,mal,0.454545454545454,0.531666666666667,0.608602150537634,0.614,0.723928571428572,0.537272727272727,0.495681818181818,0.678333333333333,0.581538461538462,0.746363636363636,0.703333333333333
chi,mar,0.181818181818182,0.461666666666667,0.431290322580645,0.489333333333333,0.509642857142857,0.553636363636363,0.355,0.503333333333333,0.488076923076923,0.418181818181818,0.608333333333333
chi,nep,0.545454545454546,0.510833333333333,0.427849462365591,0.464,0.229642857142857,0.394545454545455,0.474772727272727,0.478333333333333,0.509230769230769,0.536363636363636,0.735
chi,pan,0.363636363636364,0.607083333333333,0.48494623655914,0.610666666666667,0.361428571428572,0.567272727272727,0.483636363636364,0.486666666666667,0.571538461538462,0.783636363636364,0.788333333333334
chi,pol,0.363636363636364,0.337083333333333,0.440322580645161,0.404666666666666,0.495714285714286,0.378181818181818,0.325909090909091,0.521666666666667,0.457692307692307,0.521818181818182,0.725
chi,rus,0.454545454545454,0.562916666666667,0.515483870967742,0.632,0.599642857142856,0.163636363636364,0.509090909090909,0.553333333333333,0.328076923076923,0.43,0.53
chi,spa,0.363636363636364,0.47125,0.477204301075269,0.47,0.506428571428571,0.289090909090909,0.409545454545454,0.508333333333333,0.449615384615384,0.591818181818181,0.74
chi,tam,0.454545454545454,0.443333333333333,0.419247311827957,0.451333333333333,0.389285714285714,0.527272727272727,0.380454545454545,0.521666666666667,0.428461538461538,0.394545454545455,0.605
chi,tel,0.454545454545454,0.502083333333333,0.401182795698925,0.500666666666667,0.320357142857143,0.496363636363636,0.398863636363636,0.486666666666667,0.406538461538461,0.373636363636364,0.625
chi,tgl,0.363636363636364,0.433333333333333,0.457096774193549,0.539333333333333,0.511071428571428,0.26454545454545503,0.381136363636364,0.53,0.378076923076923,0.447272727272727,0.473333333333333
chi,tha,0.363636363636364,0.484166666666667,0.513548387096774,0.542666666666667,0.587857142857142,0.337272727272727,0.428863636363636,0.531666666666667,0.446923076923077,0.446363636363636,0.465
chi,tur,0.454545454545454,0.395416666666667,0.403010752688172,0.485333333333333,0.323928571428572,0.454545454545455,0.407727272727273,0.656666666666667,0.412307692307692,0.429090909090909,0.641666666666667
chi,urd,0.181818181818182,0.461666666666667,0.431290322580645,0.489333333333333,0.509642857142857,0.553636363636363,0.355,0.503333333333333,0.488076923076923,0.418181818181818,0.608333333333333
chi,vie,0.363636363636364,0.5225,0.405591397849462,0.466,0.226428571428571,0.333636363636364,0.427045454545454,0.463333333333333,0.462692307692307,0.669090909090909,0.625
dut,ara,0.090909090909091,0.439166666666667,0.455376344086022,0.443333333333333,0.552499999999999,0.454545454545454,0.375909090909091,0.573333333333333,0.51423076923077,0.579090909090909,0.395
dut,ben,0.272727272727273,0.375,0.493010752688172,0.377333333333333,0.630714285714286,0.53909090909091,0.409090909090909,0.595,0.472307692307692,0.395454545454545,0.365
dut,bul,0.272727272727273,0.583333333333334,0.417096774193548,0.581333333333334,0.357857142857143,0.166363636363637,0.431818181818182,0.428333333333334,0.309230769230769,0.564545454545454,0.403333333333333
dut,chi,0.363636363636364,0.532916666666667,0.504516129032258,0.544666666666667,0.522142857142857,0.348181818181818,0.432727272727273,0.571666666666666,0.47576923076923,0.594545454545454,0.731666666666667
dut,dut,0,0,0,0,0,0,0,0,0,0,0
dut,eng,0,0.25,0.239784946236559,0.383333333333333,0.241071428571429,0.090909090909091,0.136363636363637,0.405,0.302692307692308,0.533636363636363,0.571666666666666
dut,fre,0.181818181818182,0.322083333333333,0.343655913978495,0.364,0.348928571428572,0.1,0.329318181818182,0.428333333333334,0.273076923076923,0.454545454545455,0.58
dut,guj,0.181818181818182,0.55625,0.539462365591398,0.592666666666667,0.727857142857143,0.416363636363637,0.470227272727272,0.601666666666666,0.446538461538461,0.548181818181818,0.48
dut,hin,0.181818181818182,0.55625,0.539462365591398,0.592666666666667,0.727857142857143,0.416363636363637,0.470227272727272,0.601666666666666,0.446538461538461,0.548181818181818,0.48
dut,ibo,0.727272727272728,0.625,0.669354838709677,0.660666666666666,0.639642857142858,0.726363636363637,0.613409090909092,0.813333333333333,0.713461538461539,0.687272727272727,0.736666666666667
dut,ind,0.363636363636364,0.669583333333334,0.494086021505376,0.609333333333333,0.371428571428571,0.608181818181817,0.524318181818182,0.595,0.518461538461539,0.546363636363636,0.556666666666666
dut,jpn,0.363636363636364,0.445833333333333,0.486774193548387,0.503333333333333,0.419642857142857,0.272727272727273,0.470454545454545,0.6,0.498846153846154,0.724545454545454,0.56
dut,kan,0.272727272727273,0.423333333333333,0.496559139784946,0.472,0.609642857142857,0.361818181818182,0.415681818181818,0.515,0.432307692307692,0.569090909090909,0.576666666666666
dut,kor,0.363636363636364,0.708333333333334,0.561612903225807,0.65,0.491071428571429,0.545454545454546,0.590909090909092,0.619999999999999,0.519615384615385,0.591818181818181,0.56
dut,mal,0.090909090909091,0.44125,0.494086021505376,0.527333333333333,0.665000000000001,0.454545454545454,0.348409090909091,0.625,0.436538461538461,0.486363636363636,0.365
dut,mar,0.181818181818182,0.55625,0.539462365591398,0.592666666666667,0.727857142857143,0.416363636363637,0.470227272727272,0.601666666666666,0.446538461538461,0.548181818181818,0.48
