lang1_ETS,lang2_ETS,Agriculture_and_vegetation,Basic_actions_and_technology,CulturalDistances,Emotions_and_values,Kinship,Law,Possession,Religion_and_belief,Social_and_political_relations,The_house,The_physical_world
dut,nep,0.272727272727273,0.637083333333333,0.548602150537635,0.608,0.563928571428571,0.398181818181818,0.560681818181819,0.626666666666666,0.448846153846154,0.571818181818182,0.401666666666667
dut,pan,0.272727272727273,0.541666666666666,0.575913978494624,0.573333333333334,0.592857142857142,0.603636363636363,0.515,0.405,0.719615384615385,0.915454545454545,0.606666666666666
dut,pol,0.272727272727273,0.583333333333334,0.417096774193548,0.581333333333334,0.357857142857143,0.166363636363637,0.431818181818182,0.428333333333334,0.309230769230769,0.564545454545454,0.403333333333333
dut,rus,0.272727272727273,0.569583333333334,0.470215053763441,0.572666666666667,0.384285714285714,0.285454545454546,0.500681818181818,0.413333333333333,0.424230769230769,0.626363636363636,0.621666666666666
dut,spa,0.181818181818182,0.375,0.27741935483871,0.38,0.239285714285714,0.225454545454546,0.2625,0.391666666666667,0.248076923076923,0.27,0.215
dut,tam,0.272727272727273,0.423333333333333,0.496559139784946,0.472,0.609642857142857,0.361818181818182,0.415681818181818,0.515,0.432307692307692,0.569090909090909,0.576666666666666
dut,tel,0.272727272727273,0.5,0.510215053763441,0.506666666666666,0.610357142857143,0.313636363636364,0.440227272727272,0.575,0.406153846153846,0.555454545454545,0.601666666666666
dut,tgl,0.454545454545454,0.65125,0.453548387096774,0.642666666666667,0.337142857142858,0.198181818181818,0.497045454545454,0.373333333333333,0.366923076923077,0.578181818181818,0.583333333333333
dut,tha,0.363636363636364,0.582083333333334,0.427419354838709,0.516,0.3125,0.272727272727273,0.453863636363636,0.619999999999999,0.348461538461538,0.46,0.56
dut,tur,0.181818181818182,0.5,0.427956989247312,0.644,0.452142857142858,0.194545454545455,0.439090909090909,0.576666666666666,0.320769230769231,0.472727272727273,0.388333333333333
dut,urd,0.181818181818182,0.55625,0.539462365591398,0.592666666666667,0.727857142857143,0.416363636363637,0.470227272727272,0.601666666666666,0.446538461538461,0.548181818181818,0.48
dut,vie,0.363636363636364,0.647916666666667,0.50258064516129,0.598666666666667,0.568214285714285,0.363636363636364,0.467045454545454,0.646666666666666,0.434999999999999,0.573636363636363,0.601666666666666
eng,ara,0.090909090909091,0.605833333333334,0.53806451612903206,0.678666666666666,0.642857142857144,0.363636363636364,0.466818181818181,0.656666666666666,0.56,0.778181818181818,0.588333333333333
eng,ben,0.272727272727273,0.375,0.526129032258064,0.512666666666666,0.667500000000001,0.536363636363637,0.409090909090909,0.596666666666666,0.551923076923078,0.586363636363636,0.575
eng,bul,0.272727272727273,0.5,0.437311827956989,0.452,0.395714285714286,0.145454545454546,0.386363636363636,0.265,0.419230769230769,0.754545454545455,0.593333333333333
eng,chi,0.363636363636364,0.565,0.534301075268817,0.522,0.587857142857142,0.337272727272727,0.450227272727272,0.551666666666666,0.480384615384615,0.616363636363636,0.611666666666667
eng,dut,0,0.25,0.239784946236559,0.383333333333333,0.241071428571429,0.090909090909091,0.136363636363637,0.405,0.302692307692308,0.533636363636363,0.571666666666666
eng,eng,0,0,0,0,0,0,0,0,0,0,0
eng,fre,0.181818181818182,0.280416666666667,0.245698924731183,0.342,0.158571428571429,0.0581818181818181,0.306590909090909,0.36,0.169230769230769,0.341818181818182,0.22
eng,guj,0.181818181818182,0.617916666666666,0.591612903225806,0.642666666666667,0.765,0.41,0.503863636363637,0.601666666666666,0.537692307692308,0.679090909090908,0.555
eng,hin,0.181818181818182,0.617916666666666,0.591612903225806,0.642666666666667,0.765,0.41,0.503863636363637,0.601666666666666,0.537692307692308,0.679090909090908,0.555
eng,ibo,0.727272727272728,0.666666666666666,0.681935483870967,0.596666666666668,0.64107142857143,0.726363636363637,0.636136363636362,0.648333333333333,0.719615384615385,0.701818181818182,0.76
eng,ind,0.363636363636364,0.58625,0.519032258064516,0.552666666666667,0.448214285714286,0.608181818181817,0.478863636363636,0.615,0.603076923076923,0.655454545454545,0.583333333333333
eng,jpn,0.363636363636364,0.445833333333333,0.441720430107527,0.386666666666666,0.428571428571429,0.181818181818182,0.470454545454545,0.476666666666667,0.327692307692308,0.501818181818182,0.345
eng,kan,0.272727272727273,0.4825,0.545268817204301,0.516666666666667,0.681071428571429,0.352727272727273,0.447954545454545,0.516666666666666,0.474615384615385,0.678181818181818,0.609999999999999
eng,kor,0.363636363636364,0.583333333333334,0.534086021505376,0.432666666666666,0.481785714285715,0.545454545454546,0.522727272727273,0.405,0.547692307692308,0.567272727272727,0.345
eng,mal,0.090909090909091,0.422916666666666,0.511720430107527,0.571333333333334,0.699642857142857,0.454545454545454,0.338409090909091,0.621666666666667,0.478846153846154,0.586363636363636,0.575
eng,mar,0.181818181818182,0.617916666666666,0.591612903225806,0.642666666666667,0.765,0.41,0.503863636363637,0.601666666666666,0.537692307692308,0.679090909090908,0.555
eng,nep,0.272727272727273,0.55375,0.569139784946237,0.53,0.593571428571428,0.398181818181818,0.515227272727273,0.593333333333333,0.568461538461539,0.763636363636363,0.603333333333333
eng,pan,0.272727272727273,0.5,0.578924731182796,0.517333333333333,0.670000000000001,0.592727272727272,0.492272727272727,0.433333333333333,0.685384615384616,0.845454545454545,0.628333333333333
eng,pol,0.272727272727273,0.5,0.437311827956989,0.452,0.395714285714286,0.145454545454546,0.386363636363636,0.265,0.419230769230769,0.754545454545455,0.593333333333333
eng,rus,0.272727272727273,0.73625,0.472258064516129,0.689333333333333,0.303928571428572,0.271818181818182,0.59159090909091006,0.218333333333333,0.361153846153846,0.581818181818181,0.4
eng,spa,0.181818181818182,0.291666666666667,0.253763440860215,0.309333333333333,0.165714285714286,0.210909090909091,0.217045454545454,0.391666666666666,0.317307692307692,0.539090909090909,0.568333333333333
eng,tam,0.272727272727273,0.4825,0.545268817204301,0.516666666666667,0.681071428571429,0.352727272727273,0.447954545454545,0.516666666666666,0.474615384615385,0.678181818181818,0.609999999999999
