"","Herero","Zulu","Tswana","Shona","Ndonga","Swati","Tsonga","Venda","Kongo","Tumbuka","Kikuyu","Luganda","Kinyarwanda","Lingala","Kirundi","Igbo","Bambara","Tigrinya","Afar","Amharic","Kanuri","Wolof","Egyptian Arabic","Kabyle","Latin","Neapolitan","Spanish","English","French","Dutch","Icelandic","Irish","Serbian","Russian","Bashkir","Chuvash","Erzya","Estonian","Gagauz","Latvian","Vepsian","Czech","Meadow Mari","Bulgarian","Belarusian","Hungarian","Lithuanian","Kalmyk","Armenian","Kurdish (Sorani)","Abkhazian","Kabardian","Turkish","Ossetian","Hebrew","Sindhi","Eastern Punjabi","Kazakh","Sakha","Korean","Chinese","Nuosu","Japanese","Tibetan","Bengali","Kashmiri","Gujarati","Telugu","Tamil","Malayalam","Sinhalese","Burmese","Vietnamese","Khmer","Malay","Thai","Cebuano","Banyumasan","Minangkabau","Tetum","Nauruan","Chamorro","Samoan","Tongan","Maori","Hawaiian","Tahitian","Inupiak","Cheyenne","Choctaw","Muscogee","Cherokee","Navajo","Haitian","Aymara","Guarani"
"Herero",0,0.543076923076923,0.676153846153847,0.632307692307692,0.609615384615385,0.538076923076923,0.596923076923077,0.560000000000001,0.653076923076923,0.523846153846154,0.584615384615385,0.493461538461538,0.523076923076923,0.575384615384615,0.521153846153846,0.585,0.590769230769231,0.659230769230769,0.515769230769231,0.596153846153846,0.638846153846154,0.606538461538462,0.779615384615384,0.706923076923077,0.732307692307692,0.792307692307692,0.806923076923076,0.804999999999999,0.788076923076923,0.760769230769231,0.701153846153846,0.745769230769231,0.760769230769231,0.78076923076923,0.749230769230769,0.701923076923077,0.753076923076923,0.787307692307692,0.639230769230769,0.754615384615385,0.631923076923077,0.747307692307692,0.692692307692308,0.692692307692308,0.71,0.693076923076923,0.739230769230769,0.638846153846154,0.658076923076923,0.666923076923077,0.678076923076923,0.623076923076923,0.783076923076923,0.658461538461539,0.626153846153846,0.695384615384616,0.725,0.612692307692308,0.640384615384616,0.700384615384616,0.722692307692308,0.573846153846154,0.760384615384615,0.725769230769231,0.790769230769231,0.798461538461538,0.705000000000001,0.774230769230769,0.772307692307692,0.829615384615384,0.737692307692308,0.745384615384615,0.759615384615385,0.785,0.66423076923077,0.715769230769231,0.795384615384615,0.703076923076923,0.649230769230769,0.700769230769231,0.647307692307692,0.766923076923077,0.739230769230769,0.674615384615385,0.654230769230769,0.674615384615385,0.649615384615385,0.588461538461539,0.52923076923077,0.661923076923077,0.706153846153847,0.678846153846154,0.499230769230769,0.613846153846154,0.621923076923077,0.627692307692308
"Zulu",0.543076923076923,0,0.53,0.516153846153846,0.564615384615385,0.208461538461538,0.410384615384615,0.484230769230769,0.582692307692308,0.489230769230769,0.509615384615385,0.491923076923077,0.407692307692307,0.636923076923077,0.411153846153846,0.655769230769231,0.679615384615385,0.695769230769231,0.492692307692308,0.647692307692308,0.553846153846155,0.592307692307693,0.796923076923077,0.719615384615385,0.756538461538462,0.698846153846154,0.710384615384616,0.705769230769231,0.693461538461539,0.666923076923077,0.731538461538461,0.609615384615385,0.659615384615385,0.686538461538462,0.691538461538462,0.663076923076923,0.787692307692307,0.652692307692308,0.67423076923077,0.737692307692308,0.683076923076923,0.644230769230769,0.591538461538462,0.584615384615385,0.605,0.565769230769231,0.631153846153846,0.459230769230769,0.603846153846154,0.530384615384616,0.595769230769231,0.570384615384616,0.660384615384616,0.549615384615385,0.67,0.622307692307692,0.631153846153846,0.5,0.620769230769231,0.792307692307692,0.680384615384616,0.502307692307693,0.701923076923077,0.726538461538462,0.690384615384616,0.697692307692308,0.607307692307693,0.626538461538462,0.635384615384616,0.732307692307693,0.595769230769231,0.720769230769231,0.780769230769231,0.759230769230769,0.610769230769231,0.656923076923077,0.695000000000001,0.598846153846154,0.723461538461539,0.725,0.486538461538462,0.696538461538462,0.552307692307693,0.511923076923077,0.54423076923077,0.630769230769231,0.477307692307692,0.647307692307692,0.566153846153847,0.576153846153846,0.616153846153846,0.619230769230769,0.64,0.626153846153846,0.579615384615385,0.542692307692308
"Tswana",0.676153846153847,0.53,0,0.603076923076923,0.584615384615385,0.52,0.545384615384616,0.459615384615384,0.782692307692307,0.481153846153846,0.679230769230769,0.664230769230769,0.500384615384615,0.684230769230769,0.501538461538462,0.668461538461539,0.607307692307693,0.473076923076923,0.655,0.650384615384616,0.466538461538461,0.556923076923077,0.799999999999999,0.751153846153846,0.801538461538461,0.739230769230769,0.772307692307692,0.755,0.781923076923077,0.751153846153846,0.670384615384615,0.658076923076923,0.666538461538462,0.733461538461538,0.703846153846154,0.632307692307692,0.739230769230769,0.696923076923078,0.676153846153846,0.777692307692307,0.755,0.722307692307693,0.597307692307692,0.622692307692308,0.603846153846154,0.638846153846154,0.678461538461539,0.696153846153847,0.675769230769231,0.56,0.75076923076923,0.627307692307693,0.699230769230769,0.702307692307693,0.681923076923077,0.582307692307692,0.593076923076924,0.725,0.796153846153846,0.76076923076923,0.683846153846154,0.71,0.670384615384616,0.739230769230769,0.615,0.738461538461539,0.65,0.671538461538462,0.665769230769231,0.697307692307693,0.632307692307692,0.805769230769231,0.786538461538461,0.767307692307692,0.653846153846154,0.705000000000001,0.741923076923077,0.575384615384616,0.708846153846154,0.685,0.613846153846154,0.734230769230769,0.564615384615385,0.517692307692308,0.596538461538462,0.608846153846154,0.527692307692308,0.692307692307693,0.608461538461539,0.621538461538461,0.606923076923077,0.601153846153847,0.718846153846154,0.708076923076923,0.586923076923077,0.581923076923077
"Shona",0.632307692307692,0.516153846153846,0.603076923076923,0,0.597307692307692,0.496923076923077,0.332692307692307,0.503461538461538,0.631923076923077,0.496538461538462,0.66,0.617692307692308,0.628076923076923,0.661153846153846,0.661538461538462,0.526923076923077,0.660769230769231,0.656923076923077,0.474230769230769,0.625769230769231,0.595769230769231,0.514615384615385,0.8,0.730384615384616,0.773461538461538,0.785769230769231,0.791923076923077,0.791923076923077,0.79,0.83076923076923,0.708076923076923,0.662307692307693,0.803461538461538,0.726923076923077,0.82576923076923,0.706923076923077,0.781538461538461,0.733076923076923,0.732307692307692,0.778076923076923,0.767307692307692,0.731538461538462,0.676923076923077,0.748076923076923,0.737692307692308,0.741153846153846,0.790384615384615,0.55,0.760769230769231,0.661923076923077,0.566923076923078,0.546538461538462,0.788076923076923,0.621923076923077,0.681923076923078,0.732692307692308,0.748461538461538,0.617307692307692,0.638076923076923,0.794999999999999,0.737307692307692,0.54923076923077,0.738461538461539,0.711153846153847,0.797307692307692,0.795,0.738846153846154,0.734615384615385,0.728461538461539,0.803076923076923,0.734230769230769,0.697692307692308,0.771538461538461,0.735769230769231,0.661538461538462,0.775384615384615,0.745,0.735769230769231,0.695769230769231,0.691153846153847,0.681153846153846,0.725,0.665384615384616,0.654615384615385,0.625,0.694615384615385,0.62,0.705384615384616,0.686923076923077,0.588076923076923,0.660769230769231,0.694230769230769,0.726923076923077,0.698846153846154,0.701153846153847,0.620384615384616
"Ndonga",0.609615384615385,0.564615384615385,0.584615384615385,0.597307692307692,0,0.61,0.562307692307693,0.459615384615384,0.595384615384616,0.461153846153846,0.728461538461539,0.466923076923077,0.585,0.615384615384616,0.583461538461539,0.661923076923077,0.661923076923077,0.412692307692307,0.581923076923077,0.490384615384615,0.459615384615384,0.55,0.723846153846154,0.675769230769231,0.677307692307692,0.770384615384615,0.723076923076923,0.723076923076923,0.712307692307692,0.727307692307693,0.580384615384616,0.602307692307693,0.74,0.616153846153847,0.635769230769231,0.605384615384616,0.600384615384616,0.555,0.636153846153846,0.544615384615385,0.606923076923077,0.687692307692308,0.595384615384616,0.668846153846154,0.6,0.679615384615385,0.674230769230769,0.636153846153846,0.665,0.643846153846154,0.536538461538462,0.575,0.638461538461538,0.686538461538462,0.507692307692308,0.690384615384616,0.787307692307692,0.582307692307693,0.661153846153846,0.591538461538462,0.601538461538462,0.633461538461539,0.689230769230769,0.678461538461539,0.848076923076923,0.754230769230769,0.696538461538461,0.725384615384616,0.727692307692308,0.746153846153846,0.672307692307693,0.61,0.70423076923077,0.621538461538462,0.557692307692308,0.63,0.670384615384616,0.623846153846154,0.551153846153846,0.598846153846154,0.56423076923077,0.675769230769231,0.677692307692308,0.626923076923077,0.637692307692308,0.562307692307693,0.592307692307693,0.676923076923077,0.644615384615385,0.587307692307693,0.683076923076923,0.666923076923077,0.577692307692308,0.559615384615385,0.668461538461539,0.628461538461539
"Swati",0.538076923076923,0.208461538461538,0.52,0.496923076923077,0.61,0,0.430769230769231,0.463846153846154,0.636923076923076,0.474230769230769,0.483076923076923,0.475769230769231,0.426923076923077,0.657692307692308,0.43576923076923,0.601153846153846,0.638076923076923,0.701153846153846,0.52,0.614615384615385,0.516923076923077,0.616538461538462,0.795384615384615,0.713461538461539,0.761923076923077,0.718076923076924,0.712692307692308,0.718461538461539,0.706923076923077,0.677307692307693,0.720384615384615,0.661923076923077,0.667692307692308,0.716153846153847,0.67923076923077,0.671923076923077,0.796538461538461,0.696538461538462,0.678846153846154,0.792307692307692,0.708076923076924,0.648846153846154,0.553076923076924,0.590769230769231,0.609230769230769,0.56923076923077,0.642307692307692,0.480384615384615,0.603846153846154,0.550384615384616,0.66,0.516153846153846,0.666538461538462,0.510384615384615,0.670384615384616,0.626538461538462,0.631923076923076,0.537692307692308,0.614230769230769,0.793076923076923,0.681538461538462,0.546153846153847,0.717692307692308,0.738461538461538,0.716538461538462,0.7,0.614230769230769,0.653846153846154,0.628076923076923,0.794230769230769,0.622692307692308,0.733461538461539,0.794615384615384,0.770769230769231,0.603076923076923,0.67923076923077,0.705384615384616,0.600769230769231,0.723461538461539,0.691923076923077,0.521538461538462,0.696153846153847,0.57423076923077,0.501153846153846,0.550000000000001,0.648076923076923,0.480769230769231,0.641923076923076,0.553076923076924,0.629230769230769,0.552307692307693,0.578461538461539,0.627307692307692,0.638461538461539,0.578076923076923,0.516153846153846
"Tsonga",0.596923076923077,0.410384615384615,0.545384615384616,0.332692307692307,0.562307692307693,0.430769230769231,0,0.40576923076923,0.570000000000001,0.437692307692307,0.523076923076923,0.546923076923078,0.661923076923077,0.652307692307693,0.668076923076923,0.576923076923078,0.622692307692308,0.632307692307692,0.534615384615385,0.653846153846154,0.623076923076923,0.476923076923077,0.80076923076923,0.652307692307692,0.773076923076923,0.702692307692308,0.672307692307692,0.710000000000001,0.661538461538462,0.705769230769231,0.688846153846154,0.578461538461539,0.705384615384616,0.611923076923077,0.716923076923078,0.572307692307693,0.7,0.652307692307692,0.635,0.733846153846154,0.670384615384616,0.602692307692308,0.634615384615385,0.641153846153846,0.613076923076923,0.616538461538462,0.674615384615385,0.518461538461539,0.641153846153846,0.565384615384616,0.553846153846155,0.6,0.663846153846154,0.614230769230769,0.657692307692308,0.671153846153846,0.644615384615384,0.610769230769231,0.658846153846154,0.765,0.647692307692308,0.568076923076923,0.663461538461538,0.750769230769231,0.69423076923077,0.706153846153847,0.664230769230769,0.598846153846154,0.591538461538462,0.733076923076924,0.604230769230769,0.695,0.755,0.735769230769231,0.610769230769231,0.656538461538462,0.627692307692308,0.651538461538462,0.638461538461539,0.723461538461539,0.576923076923077,0.608846153846154,0.528846153846154,0.510769230769231,0.598461538461539,0.62,0.488846153846154,0.627307692307692,0.613461538461539,0.49,0.493076923076923,0.532692307692308,0.713461538461539,0.642692307692308,0.586153846153847,0.539615384615385
"Venda",0.560000000000001,0.484230769230769,0.459615384615384,0.503461538461538,0.459615384615384,0.463846153846154,0.40576923076923,0,0.566538461538462,0.235384615384615,0.618846153846154,0.500384615384615,0.421538461538461,0.526923076923077,0.419615384615384,0.543076923076924,0.545769230769231,0.51,0.580769230769231,0.523461538461539,0.510384615384616,0.512692307692308,0.72,0.528846153846155,0.683461538461539,0.760384615384615,0.738846153846154,0.77576923076923,0.739230769230769,0.702692307692308,0.618846153846154,0.649230769230769,0.659615384615384,0.680769230769231,0.711153846153847,0.586153846153847,0.7,0.730384615384615,0.547692307692308,0.726153846153846,0.629230769230769,0.67423076923077,0.633076923076923,0.623846153846154,0.602692307692308,0.597692307692308,0.66423076923077,0.558076923076923,0.637307692307692,0.51923076923077,0.598076923076923,0.43,0.691538461538462,0.566153846153847,0.565,0.611923076923077,0.579615384615385,0.568846153846155,0.683846153846154,0.639615384615384,0.596153846153847,0.557307692307693,0.735769230769231,0.662692307692308,0.651153846153846,0.693846153846154,0.58423076923077,0.619230769230769,0.620769230769231,0.768076923076923,0.588076923076923,0.648076923076923,0.58923076923077,0.690384615384616,0.415,0.655384615384615,0.696923076923077,0.646923076923077,0.52,0.603461538461538,0.541153846153847,0.690384615384616,0.482307692307692,0.423846153846153,0.361538461538461,0.43076923076923,0.435769230769231,0.706153846153847,0.603461538461539,0.571153846153846,0.526923076923077,0.490769230769231,0.533461538461539,0.507307692307692,0.586923076923077,0.449230769230769
"Kongo",0.653076923076923,0.582692307692308,0.782692307692307,0.631923076923077,0.595384615384616,0.636923076923076,0.570000000000001,0.566538461538462,0,0.561923076923077,0.51,0.583846153846154,0.696153846153846,0.350769230769231,0.7,0.565000000000001,0.63576923076923,0.666153846153846,0.596538461538462,0.660384615384616,0.686923076923078,0.55923076923077,0.745769230769231,0.634615384615385,0.629615384615385,0.804230769230769,0.707307692307692,0.73,0.688846153846154,0.653076923076923,0.657307692307692,0.661153846153846,0.773846153846153,0.649230769230769,0.725000000000001,0.631153846153846,0.683076923076923,0.741538461538461,0.607307692307692,0.725769230769231,0.547307692307693,0.657692307692308,0.573461538461539,0.647692307692308,0.581923076923077,0.618461538461539,0.658461538461539,0.620769230769231,0.658846153846154,0.643076923076923,0.441923076923076,0.501153846153846,0.676538461538462,0.558846153846154,0.597307692307693,0.621538461538462,0.841153846153845,0.600769230769231,0.677692307692308,0.649230769230769,0.616538461538462,0.471153846153846,0.727692307692308,0.680769230769231,0.728461538461539,0.675769230769231,0.619230769230769,0.648076923076923,0.662692307692308,0.682692307692308,0.609615384615384,0.627307692307693,0.65076923076923,0.651923076923077,0.478846153846153,0.535000000000001,0.635384615384615,0.584230769230769,0.431538461538461,0.411923076923077,0.517307692307693,0.583076923076923,0.560384615384616,0.540769230769231,0.488461538461538,0.531153846153847,0.498461538461538,0.828076923076922,0.710384615384616,0.62,0.607692307692307,0.618846153846154,0.691153846153846,0.500769230769231,0.565000000000001,0.497307692307692
"Tumbuka",0.523846153846154,0.489230769230769,0.481153846153846,0.496538461538462,0.461153846153846,0.474230769230769,0.437692307692307,0.235384615384615,0.561923076923077,0,0.648076923076923,0.456923076923077,0.448076923076923,0.546538461538462,0.457692307692307,0.603846153846154,0.562307692307693,0.498846153846154,0.563461538461539,0.516923076923077,0.528076923076923,0.513846153846154,0.72,0.588076923076923,0.674615384615385,0.77,0.739230769230769,0.771153846153846,0.728461538461538,0.701153846153846,0.618461538461539,0.643461538461539,0.721538461538462,0.670384615384616,0.704615384615385,0.657307692307693,0.697307692307693,0.721923076923077,0.571923076923077,0.728461538461539,0.610384615384615,0.668076923076923,0.632307692307692,0.603846153846154,0.593461538461539,0.595,0.663076923076923,0.555384615384616,0.645769230769231,0.516923076923077,0.628846153846154,0.452307692307692,0.698846153846154,0.558846153846154,0.55923076923077,0.6,0.650384615384615,0.565769230769231,0.677692307692308,0.596538461538462,0.633846153846154,0.540769230769231,0.692307692307693,0.655,0.672307692307693,0.68423076923077,0.593461538461539,0.642307692307693,0.640769230769231,0.748461538461539,0.603076923076924,0.642692307692308,0.641153846153846,0.681923076923077,0.397692307692308,0.641923076923077,0.690769230769231,0.629230769230769,0.548846153846154,0.64,0.568076923076923,0.688846153846154,0.511538461538462,0.458076923076923,0.426153846153846,0.478461538461538,0.431538461538461,0.698076923076923,0.570384615384616,0.581538461538462,0.589230769230769,0.581538461538462,0.560384615384616,0.528846153846154,0.574230769230769,0.468461538461538
