"","Herero","Zulu","Tswana","Shona","Ndonga","Swati","Tsonga","Venda","Kongo","Tumbuka","Kikuyu","Luganda","Kinyarwanda","Lingala","Kirundi","Igbo","Bambara","Tigrinya","Afar","Amharic","Kanuri","Wolof","Egyptian Arabic","Kabyle","Latin","Neapolitan","Spanish","English","French","Dutch","Icelandic","Irish","Serbian","Russian","Bashkir","Chuvash","Erzya","Estonian","Gagauz","Latvian","Vepsian","Czech","Meadow Mari","Bulgarian","Belarusian","Hungarian","Lithuanian","Kalmyk","Armenian","Kurdish (Sorani)","Abkhazian","Kabardian","Turkish","Ossetian","Hebrew","Sindhi","Eastern Punjabi","Kazakh","Sakha","Korean","Chinese","Nuosu","Japanese","Tibetan","Bengali","Kashmiri","Gujarati","Telugu","Tamil","Malayalam","Sinhalese","Burmese","Vietnamese","Khmer","Malay","Thai","Cebuano","Banyumasan","Minangkabau","Tetum","Nauruan","Chamorro","Samoan","Tongan","Maori","Hawaiian","Tahitian","Inupiak","Cheyenne","Choctaw","Muscogee","Cherokee","Navajo","Haitian","Aymara","Guarani"
"Herero",0,0.4925,0.500681818181818,0.502272727272727,0.448181818181818,0.434772727272727,0.540454545454546,0.417272727272727,0.505,0.548409090909092,0.418863636363636,0.58159090909091,0.559772727272728,0.532272727272728,0.654318181818181,0.564545454545455,0.622272727272727,0.582954545454546,0.440681818181818,0.676136363636363,0.534545454545455,0.595909090909092,0.779772727272728,0.577272727272728,0.683181818181818,0.719318181818182,0.703863636363636,0.763636363636363,0.733181818181818,0.809090909090909,0.653181818181818,0.642954545454545,0.665227272727272,0.656590909090909,0.716818181818182,0.732272727272727,0.700681818181818,0.653636363636363,0.673863636363636,0.717727272727273,0.644999999999999,0.695454545454545,0.643409090909091,0.659318181818181,0.666818181818181,0.705681818181818,0.709090909090909,0.426363636363636,0.539545454545455,0.650681818181817,0.500454545454545,0.550681818181819,0.697954545454545,0.551818181818182,0.716590909090909,0.707045454545454,0.737727272727273,0.451590909090909,0.563181818181819,0.685227272727272,0.765227272727273,0.535681818181819,0.765454545454545,0.715454545454545,0.830454545454546,0.706136363636363,0.774545454545455,0.744090909090909,0.778181818181818,0.695681818181818,0.711818181818182,0.750909090909091,0.742045454545455,0.66840909090909,0.67090909090909,0.643409090909091,0.702272727272727,0.64590909090909,0.589090909090909,0.554545454545455,0.7275,0.713863636363636,0.754772727272727,0.716818181818181,0.766136363636364,0.68340909090909,0.747954545454545,0.460454545454545,0.493636363636364,0.66090909090909,0.710681818181818,0.657727272727272,0.438181818181818,0.670454545454545,0.685454545454545,0.590227272727273
"Zulu",0.4925,0,0.164772727272727,0.316136363636364,0.424772727272727,0.217045454545455,0.262727272727273,0.424772727272727,0.426590909090909,0.334545454545455,0.2475,0.355681818181818,0.357954545454546,0.345909090909091,0.447727272727272,0.384090909090909,0.543409090909092,0.542272727272728,0.555,0.584772727272728,0.523409090909091,0.560227272727273,0.669772727272726,0.501590909090909,0.582045454545455,0.515681818181818,0.500454545454545,0.560227272727273,0.561136363636364,0.651136363636363,0.441363636363636,0.372954545454545,0.430909090909091,0.588181818181819,0.562272727272728,0.655227272727272,0.610909090909092,0.515681818181818,0.609772727272729,0.62840909090909,0.565681818181819,0.469318181818181,0.504090909090909,0.492045454545454,0.509090909090909,0.503636363636364,0.487954545454545,0.479318181818181,0.4175,0.413409090909091,0.656136363636362,0.370681818181818,0.53909090909091,0.425909090909091,0.514772727272728,0.543636363636364,0.565454545454546,0.469318181818181,0.512727272727273,0.492045454545454,0.55659090909091,0.440681818181818,0.562045454545455,0.5175,0.61318181818182,0.600909090909091,0.604772727272728,0.547500000000001,0.570000000000001,0.537045454545455,0.558409090909091,0.594545454545456,0.648863636363636,0.623863636363637,0.524090909090909,0.528409090909091,0.509318181818182,0.582954545454546,0.613181818181818,0.505681818181818,0.519545454545455,0.494318181818182,0.536818181818182,0.494090909090909,0.588863636363637,0.642727272727272,0.533863636363637,0.634090909090908,0.51,0.487272727272727,0.499545454545455,0.476590909090909,0.518181818181819,0.585454545454546,0.408636363636363,0.488181818181818
"Tswana",0.500681818181818,0.164772727272727,0,0.397954545454545,0.460227272727272,0.299318181818182,0.413863636363636,0.423409090909091,0.528409090909091,0.428409090909091,0.218181818181818,0.436818181818181,0.437045454545454,0.44,0.470227272727272,0.367045454545455,0.604318181818183,0.516136363636364,0.603863636363636,0.605909090909091,0.595454545454546,0.482272727272727,0.679999999999999,0.595454545454546,0.686136363636363,0.618863636363637,0.572727272727273,0.641363636363636,0.639545454545454,0.709545454545454,0.507727272727273,0.432499999999999,0.489318181818182,0.596363636363637,0.643181818181817,0.709999999999999,0.664545454545454,0.59659090909091,0.605454545454547,0.664999999999999,0.619318181818182,0.550454545454546,0.554545454545455,0.595909090909092,0.606590909090909,0.588863636363637,0.567272727272728,0.519318181818182,0.488863636363636,0.466363636363636,0.654545454545453,0.432727272727272,0.527727272727273,0.506818181818182,0.595909090909092,0.579545454545455,0.552272727272728,0.495,0.641136363636363,0.573181818181819,0.639090909090909,0.498181818181818,0.552272727272728,0.593863636363637,0.644772727272726,0.635454545454545,0.62,0.555909090909091,0.571818181818182,0.5775,0.637045454545454,0.675681818181817,0.73,0.677954545454545,0.67340909090909,0.647954545454545,0.632954545454545,0.605000000000001,0.733181818181818,0.577045454545455,0.613409090909091,0.592272727272728,0.654999999999999,0.614090909090909,0.707045454545454,0.725681818181818,0.630909090909091,0.717727272727273,0.558409090909092,0.585227272727273,0.627954545454545,0.600681818181819,0.547500000000001,0.642954545454545,0.531136363636364,0.520681818181818
"Shona",0.502272727272727,0.316136363636364,0.397954545454545,0,0.381136363636364,0.3125,0.311136363636364,0.428181818181818,0.359545454545454,0.399318181818182,0.461818181818181,0.459772727272727,0.443636363636363,0.353636363636364,0.489090909090909,0.500909090909091,0.467045454545454,0.629090909090909,0.435454545454545,0.579772727272728,0.402045454545454,0.5025,0.711363636363636,0.542272727272728,0.604090909090909,0.627045454545454,0.636818181818181,0.676136363636363,0.575681818181819,0.751363636363636,0.516363636363637,0.538636363636364,0.62,0.761818181818182,0.619772727272727,0.677272727272726,0.5975,0.548181818181819,0.67090909090909,0.616363636363636,0.541818181818182,0.644545454545454,0.566818181818182,0.567500000000001,0.543409090909091,0.559772727272728,0.55409090909091,0.480227272727272,0.553863636363637,0.491363636363636,0.589318181818183,0.515454545454545,0.715,0.471590909090909,0.554772727272728,0.575,0.674772727272727,0.571363636363637,0.452727272727272,0.471136363636363,0.561818181818182,0.526590909090909,0.65590909090909,0.570681818181819,0.712954545454546,0.549318181818182,0.619090909090909,0.669090909090909,0.65340909090909,0.642272727272727,0.616136363636364,0.675227272727272,0.623636363636363,0.520227272727273,0.5225,0.591818181818182,0.549545454545455,0.689545454545454,0.573636363636364,0.535454545454546,0.611590909090909,0.550000000000001,0.673181818181818,0.575909090909092,0.524318181818182,0.598181818181819,0.602045454545455,0.612727272727273,0.583409090909092,0.529318181818182,0.501818181818182,0.486363636363636,0.528409090909091,0.725227272727273,0.496818181818182,0.435227272727273
"Ndonga",0.448181818181818,0.424772727272727,0.460227272727272,0.381136363636364,0,0.489545454545454,0.307272727272727,0.469999999999999,0.389772727272727,0.486818181818182,0.521363636363637,0.471363636363636,0.449999999999999,0.482727272727272,0.608636363636365,0.543636363636364,0.520681818181819,0.547045454545455,0.509545454545455,0.559545454545455,0.465227272727273,0.380454545454545,0.649090909090908,0.560227272727273,0.627045454545455,0.63090909090909,0.639318181818181,0.67590909090909,0.666818181818181,0.698636363636363,0.55409090909091,0.573409090909091,0.700227272727272,0.656136363636363,0.676818181818181,0.769545454545454,0.632727272727272,0.561136363636364,0.655227272727272,0.629545454545454,0.611136363636365,0.698636363636363,0.555681818181819,0.630454545454545,0.57159090909091,0.615227272727273,0.624545454545455,0.388863636363637,0.547954545454546,0.472727272727272,0.587500000000001,0.510909090909091,0.699318181818181,0.507727272727273,0.607727272727274,0.610681818181818,0.679090909090909,0.494090909090909,0.534545454545455,0.630454545454545,0.67590909090909,0.562272727272728,0.768636363636364,0.724090909090909,0.771818181818181,0.667272727272726,0.691590909090908,0.682499999999999,0.733409090909091,0.609318181818182,0.596136363636364,0.732954545454546,0.653863636363636,0.593863636363637,0.553863636363637,0.598636363636364,0.580909090909092,0.653181818181817,0.493636363636364,0.419772727272727,0.642727272727272,0.604772727272729,0.701136363636363,0.628636363636364,0.613181818181819,0.625454545454545,0.625,0.634772727272726,0.584545454545455,0.555909090909091,0.568409090909092,0.552272727272728,0.487272727272727,0.700681818181818,0.544545454545455,0.485
"Swati",0.434772727272727,0.217045454545455,0.299318181818182,0.3125,0.489545454545454,0,0.354090909090909,0.339772727272727,0.413636363636363,0.393636363636363,0.323409090909091,0.4825,0.427045454545454,0.427272727272727,0.543863636363637,0.482727272727272,0.579772727272728,0.565681818181818,0.536818181818182,0.625227272727273,0.477272727272727,0.569318181818183,0.74,0.524772727272728,0.617045454545455,0.636136363636363,0.59909090909091,0.644318181818181,0.58909090909091,0.720227272727272,0.608181818181818,0.504090909090909,0.528181818181819,0.632727272727272,0.575909090909092,0.655227272727272,0.610454545454546,0.505909090909091,0.617272727272728,0.618409090909091,0.53159090909091,0.569318181818182,0.580681818181819,0.577954545454546,0.540909090909091,0.578863636363637,0.58409090909091,0.436136363636363,0.468181818181818,0.545,0.548409090909092,0.490454545454545,0.593863636363637,0.463636363636363,0.618863636363637,0.615681818181818,0.609090909090909,0.523409090909091,0.558636363636364,0.554545454545455,0.630454545454545,0.483409090909091,0.631363636363636,0.608409090909091,0.671818181818181,0.544772727272728,0.669545454545454,0.640681818181817,0.612045454545455,0.603636363636364,0.604090909090909,0.689090909090909,0.679090909090908,0.616136363636364,0.56409090909091,0.607045454545455,0.611363636363637,0.570454545454546,0.641818181818181,0.577500000000001,0.595909090909092,0.599090909090909,0.640681818181818,0.564318181818182,0.624545454545455,0.676136363636363,0.631590909090909,0.601136363636364,0.496818181818182,0.532954545454546,0.545454545454546,0.515454545454546,0.513863636363637,0.687272727272727,0.491136363636363,0.509772727272727
"Tsonga",0.540454545454546,0.262727272727273,0.413863636363636,0.311136363636364,0.307272727272727,0.354090909090909,0,0.467727272727272,0.402727272727273,0.406590909090909,0.454545454545454,0.386363636363636,0.338863636363636,0.406590909090909,0.498409090909091,0.453181818181817,0.543181818181819,0.601818181818182,0.481136363636364,0.525909090909091,0.466136363636363,0.454545454545454,0.654999999999999,0.534318181818182,0.581136363636364,0.52159090909091,0.506136363636364,0.522727272727273,0.513863636363637,0.613636363636365,0.476590909090909,0.498181818181818,0.599772727272728,0.638181818181818,0.544318181818183,0.634999999999999,0.5675,0.47590909090909,0.633863636363635,0.58909090909091,0.52,0.568181818181819,0.475,0.522727272727273,0.435227272727272,0.517954545454546,0.484772727272727,0.398409090909091,0.503636363636364,0.436136363636363,0.634318181818181,0.506136363636364,0.635454545454544,0.447045454545454,0.568181818181819,0.511363636363636,0.629999999999999,0.568181818181819,0.454545454545454,0.613636363636365,0.538181818181819,0.556818181818182,0.679545454545454,0.639090909090909,0.636363636363635,0.537045454545455,0.633181818181818,0.574545454545455,0.618409090909091,0.542272727272728,0.495,0.612045454545455,0.608863636363637,0.597727272727273,0.4825,0.449772727272727,0.464545454545454,0.590909090909092,0.461818181818181,0.415681818181818,0.499090909090909,0.405,0.5125,0.442727272727272,0.502272727272727,0.596363636363637,0.482045454545454,0.522727272727273,0.510681818181818,0.449772727272727,0.420227272727273,0.377954545454546,0.53409090909091,0.705227272727272,0.409090909090909,0.493636363636364
"Venda",0.417272727272727,0.424772727272727,0.423409090909091,0.428181818181818,0.469999999999999,0.339772727272727,0.467727272727272,0,0.46340909090909,0.434772727272727,0.339318181818182,0.47090909090909,0.426363636363636,0.521363636363637,0.495,0.519318181818182,0.473181818181818,0.526363636363637,0.533409090909091,0.583181818181819,0.464318181818181,0.516363636363637,0.711590909090909,0.522045454545455,0.620909090909091,0.653181818181817,0.637272727272726,0.652727272727271,0.630227272727273,0.720909090909091,0.613409090909091,0.535909090909091,0.495,0.601363636363637,0.678409090909091,0.678863636363636,0.588636363636365,0.630681818181817,0.564772727272728,0.652727272727271,0.473863636363636,0.607272727272729,0.581363636363637,0.561818181818182,0.595227272727274,0.591590909090909,0.61909090909091,0.404772727272727,0.479090909090909,0.547045454545455,0.494772727272727,0.417272727272727,0.586363636363637,0.458863636363636,0.607272727272729,0.633863636363636,0.600681818181819,0.38,0.581363636363637,0.53909090909091,0.598409090909091,0.402954545454545,0.661590909090908,0.609090909090909,0.704318181818181,0.53409090909091,0.666363636363636,0.65840909090909,0.652272727272726,0.651818181818182,0.671136363636363,0.626136363636363,0.617727272727273,0.597272727272728,0.531136363636364,0.662954545454545,0.6325,0.63,0.560909090909092,0.513636363636364,0.724318181818182,0.742954545454546,0.769772727272727,0.693863636363636,0.652954545454544,0.7,0.755909090909091,0.679772727272727,0.537045454545455,0.67090909090909,0.637954545454545,0.644090909090909,0.418863636363636,0.560909090909092,0.658863636363635,0.55909090909091
"Kongo",0.505,0.426590909090909,0.528409090909091,0.359545454545454,0.389772727272727,0.413636363636363,0.402727272727273,0.46340909090909,0,0.361590909090909,0.560000000000001,0.457045454545454,0.472954545454545,0.358181818181818,0.554318181818182,0.513863636363637,0.491136363636363,0.664772727272727,0.501590909090909,0.620681818181818,0.485454545454545,0.517727272727273,0.709318181818182,0.649090909090909,0.639090909090909,0.627727272727273,0.678863636363636,0.695454545454545,0.658863636363636,0.749318181818182,0.621590909090909,0.634318181818182,0.668409090909091,0.807272727272728,0.72,0.741818181818182,0.701363636363636,0.58909090909091,0.729545454545454,0.697272727272727,0.59909090909091,0.728409090909091,0.625227272727272,0.63,0.587727272727273,0.637272727272727,0.6575,0.541590909090909,0.647727272727272,0.600454545454546,0.578409090909092,0.56909090909091,0.743181818181818,0.514545454545455,0.617727272727273,0.680227272727272,0.773409090909091,0.579545454545455,0.549545454545455,0.494090909090909,0.628863636363636,0.533181818181819,0.741136363636364,0.680227272727272,0.784772727272727,0.635909090909091,0.7375,0.752954545454545,0.759318181818182,0.635227272727273,0.630227272727273,0.679772727272727,0.595454545454546,0.500681818181818,0.507954545454546,0.550909090909091,0.538409090909091,0.689090909090909,0.490227272727273,0.432045454545454,0.550454545454546,0.595454545454546,0.58,0.490681818181818,0.515909090909091,0.535227272727273,0.569318181818182,0.599772727272727,0.628863636363636,0.510909090909091,0.536818181818182,0.510454545454545,0.549545454545455,0.689772727272727,0.579772727272728,0.490454545454545
"Tumbuka",0.548409090909092,0.334545454545455,0.428409090909091,0.399318181818182,0.486818181818182,0.393636363636363,0.406590909090909,0.434772727272727,0.361590909090909,0,0.415227272727273,0.419772727272727,0.433636363636363,0.348863636363636,0.4925,0.426363636363636,0.558863636363637,0.557272727272728,0.564772727272728,0.598636363636364,0.580227272727273,0.547727272727273,0.704545454545454,0.512727272727273,0.659772727272727,0.6225,0.588863636363637,0.691818181818181,0.589772727272728,0.750454545454545,0.530454545454546,0.553636363636364,0.581136363636364,0.692727272727272,0.630909090909091,0.657272727272727,0.614545454545455,0.591136363636364,0.5875,0.644772727272727,0.598863636363637,0.586363636363637,0.598181818181819,0.570454545454546,0.56659090909091,0.567045454545455,0.598409090909092,0.539545454545455,0.534318181818182,0.543409090909091,0.608409090909091,0.529318181818182,0.664318181818181,0.472727272727272,0.553863636363637,0.622727272727273,0.660909090909091,0.521818181818182,0.524545454545455,0.468636363636363,0.551363636363637,0.488409090909091,0.621590909090909,0.582272727272728,0.721590909090909,0.650681818181818,0.660909090909091,0.620227272727273,0.69,0.65340909090909,0.638636363636364,0.607954545454546,0.608863636363637,0.548409090909091,0.460227272727272,0.548181818181819,0.503863636363636,0.637727272727272,0.513181818181818,0.414090909090909,0.541363636363636,0.575681818181818,0.577272727272728,0.516818181818182,0.511818181818182,0.611136363636364,0.558181818181819,0.654318181818182,0.598636363636364,0.500909090909091,0.499090909090909,0.5125,0.517045454545455,0.635681818181818,0.549318181818182,0.511590909090909
