"imputed_semantic_domain","l1","l2","Unnamed..0","overlap","p","rho","cult.dist"
"Miscellaneous function words","bg","pl",14325.3846154,13.1538461538,0.312963305259,0.375906521844,NA
"Miscellaneous function words","bg","pt",15016,10.5833333333,0.318690684929,0.402875608439,NA
"Miscellaneous function words","bg","ro",15717.8181818,9.81818181818,0.255984572447,0.332990935409,NA
"Miscellaneous function words","bg","ru",16440.5,14.4166666667,0.203084671529,0.416794626969,NA
"Miscellaneous function words","bg","sk",17125.1666667,12.25,0.191798917841,0.532908296185,NA
"Miscellaneous function words","ca","be",17793,11.5,0.361978090785,0.382242041861,NA
"Miscellaneous function words","ca","es",18563.5454545,16.9090909091,0.188405741965,0.433053800545,NA
"Miscellaneous function words","ca","eu",19334.0909091,10.0909090909,0.368667260771,0.293561502326,NA
"Miscellaneous function words","ca","he",20032.6363636,11.0909090909,0.442080596769,0.310361966198,NA
"Miscellaneous function words","ca","it",20772.0909091,14.7272727273,0.204215771179,0.29247737401,NA
"Miscellaneous function words","ca","ja",21508,8.66666666667,0.419689293338,0.199997776647,NA
"Miscellaneous function words","ca","ka",22162.5454545,9.27272727273,0.384014737149,0.251893860815,NA
"Miscellaneous function words","ca","kk",22850.6,5.2,0.465993386452,0.277601635046,NA
"Miscellaneous function words","ca","pt",23620.3636364,16.6363636364,0.318537109442,0.340474113675,NA
"Miscellaneous function words","ca","ro",24422.2727273,12.7272727273,0.286862352571,0.355233560345,NA
"Miscellaneous function words","cs","be",25190.1666667,10,0.395926871705,0.164712547313,NA
"Miscellaneous function words","cs","ca",25895.8,10.2,0.217477421445,0.292577880602,NA
"Miscellaneous function words","cs","da",26666.9166667,14.25,0.488548921508,0.254077731399,NA
"Miscellaneous function words","cs","de",27442.0909091,13.5454545455,0.290659712892,0.242606762762,NA
"Miscellaneous function words","cs","en",28278,12.7272727273,0.411963619127,0.236783781394,NA
"Miscellaneous function words","cs","es",29030.5,11.5,0.32169150454,0.455039323805,NA
"Miscellaneous function words","cs","eu",29769.4166667,7.5,0.446059288632,0.0391131968957,NA
"Miscellaneous function words","cs","fr",30487.25,13.5,0.326135466319,0.357387190638,NA
"Miscellaneous function words","cs","he",31223.6666667,9.83333333333,0.229952257301,0.317610876234,NA
"Miscellaneous function words","cs","it",31947.1,12,0.303317965895,0.332623039137,NA
"Miscellaneous function words","cs","ja",32635.75,11.75,0.305193169088,0.307339752639,NA
"Miscellaneous function words","cs","ka",33311.1666667,9.83333333333,0.545950777088,0.284910983174,NA
"Miscellaneous function words","cs","kk",33992.6666667,6.33333333333,0.546017503772,0.118482515233,NA
"Miscellaneous function words","cs","la",34696.3636364,5.45454545455,0.454749157143,0.216521427682,NA
"Miscellaneous function words","cs","lt",35431.9090909,9.36363636364,0.242692069597,0.300977112485,NA
"Miscellaneous function words","cs","nl",36230.1666667,13.5,0.393905713247,0.3982497942,NA
"Miscellaneous function words","cs","no",37007.4166667,14.5833333333,0.386636895303,0.136718064893,NA
"Miscellaneous function words","cs","pl",37767.9166667,15.8333333333,0.368531977943,0.154853212292,NA
"Miscellaneous function words","cs","pt",38526.5,10.5,0.213365538248,0.186623017317,NA
"Miscellaneous function words","cs","ro",39272.2,10.7,0.345176506078,0.182942255687,NA
"Miscellaneous function words","cs","ru",40048,16.0833333333,0.336819509622,0.260867203365,NA
"Miscellaneous function words","da","be",40811.7692308,11.0769230769,0.255079610785,0.339302917477,NA
"Miscellaneous function words","da","ca",41548.2,12.1,0.449516665995,0.230792824256,NA
"Miscellaneous function words","da","de",42410.9166667,15.1666666667,0.333218520201,0.29074008731,NA
"Miscellaneous function words","da","en",43304.6153846,14.3076923077,0.533054270129,0.121995001603,NA
"Miscellaneous function words","da","es",44166.8333333,11.8333333333,0.323275987497,0.434893443285,NA
"Miscellaneous function words","da","eu",44975,8.23076923077,0.369605278684,0.381248815292,NA
"Miscellaneous function words","da","fr",45768.4,12.5,0.201999938113,0.533290661017,NA
"Miscellaneous function words","da","he",46558.1818182,11.2727272727,0.458097618051,0.0685943266247,NA
"Miscellaneous function words","da","it",47351.3333333,11.6666666667,0.429837556139,0.237833486388,NA
"Miscellaneous function words","da","ja",48102.7777778,10.1111111111,0.286873649737,0.0805072119386,NA
"Miscellaneous function words","da","ka",48817.5384615,10.2307692308,0.328865337202,0.147814487213,NA
"Miscellaneous function words","da","kk",49537.3636364,6.18181818182,0.39346838205,0.398915057167,NA
"Miscellaneous function words","da","la",50285.1666667,7.66666666667,0.527217175085,0.126026000301,NA
"Miscellaneous function words","da","nl",51100.3846154,15.4615384615,0.30803215256,0.210918639024,NA
"Miscellaneous function words","da","pt",51943.6666667,12.6666666667,0.262736488473,0.445958490165,NA
"Miscellaneous function words","da","ro",52772.1818182,11.9090909091,0.319517946481,0.279581304535,NA
"Miscellaneous function words","de","be",53558.25,11.0833333333,0.298719972128,0.459536088497,NA
"Miscellaneous function words","de","ca",54322.2727273,12.9090909091,0.405096593272,0.257047973583,NA
"Miscellaneous function words","de","en",55209.3076923,15.0769230769,0.476351611335,0.13927502737,NA
"Miscellaneous function words","de","es",56123.9230769,11.5384615385,0.367291189036,0.317297610866,NA
"Miscellaneous function words","de","eu",56948.5384615,8.30769230769,0.215350915443,0.144659599112,NA
"Miscellaneous function words","de","fr",57781.3636364,12.0909090909,0.227822729709,0.472712757171,NA
"Miscellaneous function words","de","he",58623.3,12.3,0.295861328059,0.22416870526,NA
"Miscellaneous function words","de","it",59416.5,10.9166666667,0.253564256669,0.279119910681,NA
"Miscellaneous function words","de","ja",60216.2,10.4,0.546750461647,0.0977600572829,NA
"Miscellaneous function words","de","ka",60924,10.0769230769,0.429693876094,0.279991313131,NA
"Miscellaneous function words","de","kk",61689.0909091,6.18181818182,0.376418727018,0.237930300878,NA
"Miscellaneous function words","de","la",62443.0833333,7.25,0.479227841737,0.27233382405,NA
"Miscellaneous function words","de","nl",63307.9230769,18.3076923077,0.111008332961,0.459543193185,NA
"Miscellaneous function words","de","pt",64195.5833333,13.75,0.428237459113,0.177104794743,NA
"Miscellaneous function words","de","ro",65080.8333333,11.3333333333,0.302063599249,0.409424389577,NA
"Miscellaneous function words","en","be",65886.2307692,9.92307692308,0.383432244868,0.054384294244,NA
"Miscellaneous function words","en","ca",66631.6363636,11.9090909091,0.395564313995,0.343311662097,NA
"Miscellaneous function words","en","es",67535.8333333,13.1666666667,0.362907794284,0.313464050875,NA
"Miscellaneous function words","en","eu",68343.9285714,7.85714285714,0.48112985806,0.0528159961911,NA
"Miscellaneous function words","en","fr",69169.7,14.1,0.1743037187,0.343259088359,NA
"Miscellaneous function words","en","he",69953.9166667,11.3333333333,0.435518786316,0.118935212232,NA
"Miscellaneous function words","en","it",70790,11.3076923077,0.447405215704,0.275880532604,NA
"Miscellaneous function words","en","ja",71567.1,9.4,0.371916739455,0.226876934956,NA
"Miscellaneous function words","en","ka",72298.2857143,8,0.422773017013,0.073577716299,NA
"Miscellaneous function words","en","kk",73025.3333333,5,0.397172837464,0.0426799020686,NA
"Miscellaneous function words","en","la",73815,6.18181818182,0.355293640739,0.462301116162,NA
"Miscellaneous function words","en","pt",74605.3846154,13.2307692308,0.465327924497,0.155684170976,NA
"Miscellaneous function words","en","ro",75461.5833333,8.5,0.221363343136,0.343243482202,NA
"Miscellaneous function words","en","ru",76293.8571429,13.7857142857,0.305229351174,0.364288156787,NA
"Miscellaneous function words","eu","be",77025.0769231,7.76923076923,0.426601051607,0.266046824355,NA
"Miscellaneous function words","eu","es",77753,8.30769230769,0.351395579972,0.320082002348,NA
"Miscellaneous function words","eu","he",78468.3846154,7.07692307692,0.257857463558,0.432102109087,NA
"Miscellaneous function words","fi","be",79223,9.15384615385,0.388742131232,0.381191888843,NA
"Miscellaneous function words","fi","bg",79958.6923077,9.84615384615,0.437529264812,0.139419101672,NA
"Miscellaneous function words","fi","ca",80648.2727273,9.36363636364,0.420783508824,0.144772083919,NA
"Miscellaneous function words","fi","cs",81448.3333333,10.6666666667,0.422640149517,0.176814630137,NA
"Miscellaneous function words","fi","da",82264.3846154,11,0.25208306794,0.264561392141,NA
"Miscellaneous function words","fi","de",83092.7692308,10.6153846154,0.304584703103,0.351833888673,NA
"Miscellaneous function words","fi","en",83951.0714286,11.3571428571,0.473057049324,0.0625943007948,NA
"Miscellaneous function words","fi","es",84786.4615385,8.84615384615,0.503917232794,0.284281535999,NA
"Miscellaneous function words","fi","eu",85592.7142857,7.21428571429,0.400306319857,0.20607119226,NA
"Miscellaneous function words","fi","fr",86373.3636364,9.27272727273,0.219707468463,0.239474472884,NA
"Miscellaneous function words","fi","he",87165,8.58333333333,0.421556717613,0.18383608204,NA
"Miscellaneous function words","fi","hi",87926.3333333,11.2222222222,0.437645180346,0.205600055074,NA
"Miscellaneous function words","fi","hr",88648.8461538,10.0769230769,0.356564437327,0.336897546036,NA
"Miscellaneous function words","fi","hu",89417.5714286,10.8571428571,0.416172976701,0.330418660671,NA
"Miscellaneous function words","fi","hy",90175.2857143,9.28571428571,0.617553979673,0.180217450286,NA
"Miscellaneous function words","fi","it",90957.8461538,8.23076923077,0.405310285625,-0.0460328188928,NA
"Miscellaneous function words","fi","ja",91711.4,7.6,0.300811054644,0.103631042413,NA
"Miscellaneous function words","fi","ka",92431.1538462,9,0.408623276623,0.120905935763,NA
"Miscellaneous function words","fi","kk",93127.5,5.33333333333,0.274264425887,0.426237172543,NA
"Miscellaneous function words","fi","la",93862.5384615,5.61538461538,0.489741166309,0.243861705623,NA
"Miscellaneous function words","fi","lt",94639.8461538,6.23076923077,0.336600152831,-0.00467750085015,NA
"Miscellaneous function words","fi","nl",95480.6428571,9.07142857143,0.486213316565,0.316445959534,NA
"Miscellaneous function words","fi","no",96314.0714286,11.0714285714,0.223439875912,0.531679065061,NA
"Miscellaneous function words","fi","pl",97102,11.3846153846,0.341815203387,0.146210279149,NA
"Miscellaneous function words","fi","pt",97872.8461538,10.4615384615,0.493861034507,0.259175344818,NA
"Miscellaneous function words","fi","ro",98682.25,7.83333333333,0.426059023623,0.0895481745602,NA
"Miscellaneous function words","fi","ru",99491.2142857,12.7142857143,0.372038644351,0.218481894662,NA
"Miscellaneous function words","fi","sk",100266.75,10.75,0.356545972645,0.423748558179,NA
"Miscellaneous function words","fr","be",101016.8,11,0.244059591389,0.249434785398,NA
"Miscellaneous function words","fr","ca",101774.7,12.8,0.217689515445,0.33246246802,NA
"Miscellaneous function words","fr","es",102656.727273,13.4545454545,0.281960957807,0.402412621524,NA
"Miscellaneous function words","fr","eu",103465.818182,7.36363636364,0.519565271887,0.0849158311687,NA
"Miscellaneous function words","fr","he",104211.777778,10.3333333333,0.434780210563,0.104313100097,NA
"Miscellaneous function words","fr","it",104996.909091,13.2727272727,0.198622585616,0.380513943749,NA
"Miscellaneous function words","fr","ja",105775.555556,9.11111111111,0.377321333253,0.160113180051,NA
"Miscellaneous function words","fr","ka",106465.636364,7.36363636364,0.393655038731,0.183889971137,NA
"Miscellaneous function words","fr","kk",107187.545455,5.18181818182,0.334113915436,0.300132076122,NA
"Miscellaneous function words","fr","pt",107986,13.2,0.25441554894,0.392839531805,NA
"Miscellaneous function words","fr","ro",108860.181818,12,0.189233264271,0.414132574663,NA
"Miscellaneous function words","he","be",109578,9.4,0.267535510151,0.276729219913,NA
"Miscellaneous function words","he","es",110305.416667,9.08333333333,0.201660894326,0.32909753851,NA
"Miscellaneous function words","hi","be",111071.555556,9.11111111111,0.361910275655,0.452753146439,NA
"Miscellaneous function words","hi","bg",111743.222222,11.1111111111,0.306478143209,0.329888006653,NA
"Miscellaneous function words","hi","ca",112381.375,10.25,0.589817702168,0.206802700063,NA
"Miscellaneous function words","hi","cs",113046.111111,10,0.469271142439,0.277555313044,NA
"Miscellaneous function words","hi","da",113773.7,10.7,0.347553775221,0.371409356569,NA
"Miscellaneous function words","hi","de",114527.8,10.1,0.226987196232,0.468965400709,NA
"Miscellaneous function words","hi","en",115304.666667,8.77777777778,0.448225219486,0.259792853544,NA
"Miscellaneous function words","hi","es",116038.6,7.6,0.583652732865,0.122541523173,NA
"Miscellaneous function words","hi","eu",116767.333333,7.11111111111,0.346331733199,0.163899643662,NA
"Miscellaneous function words","hi","fr",117443.555556,7.66666666667,0.308635671242,0.338841167098,NA
"Miscellaneous function words","hi","he",118109.111111,9.66666666667,0.390413820419,0.201476305531,NA
"Miscellaneous function words","hi","hr",118807.4,8.9,0.377083866409,0.373719695718,NA
"Miscellaneous function words","hi","hy",119449.6,9.3,0.39469291736,0.409486447942,NA
"Miscellaneous function words","hi","it",120139.7,8,0.469829712228,-0.152195277433,NA
"Miscellaneous function words","hi","ja",120788.875,8.125,0.298493223655,0.0152436912104,NA
"Miscellaneous function words","hi","ka",121431.9,9,0.326889300328,0.376467513056,NA
"Miscellaneous function words","hi","kk",122099.555556,6.88888888889,0.372336063655,0.292510017586,NA
"Miscellaneous function words","hi","la",122736.444444,5.44444444444,0.333060440293,0.111480089766,NA
"Miscellaneous function words","hi","lt",123431.9,6.8,0.427777926866,0.140882420697,NA
"Miscellaneous function words","hi","nl",124185.111111,11,0.304235468253,0.455723021903,NA
"Miscellaneous function words","hi","no",124915.555556,12.1111111111,0.263434907188,0.333539935497,NA
"Miscellaneous function words","hi","pl",125594,10.3,0.298449085349,0.0272604002585,NA
"Miscellaneous function words","hi","pt",126306.375,10,0.514550152713,0.128795368661,NA
"Miscellaneous function words","hi","ro",127019.2,9.1,0.296066270645,0.282434963218,NA
"Miscellaneous function words","hi","ru",127720.3,10.7,0.264121289753,0.435655440771,NA
"Miscellaneous function words","hi","sk",128390.666667,9.55555555556,0.417642823924,0.37430123152,NA
"Miscellaneous function words","hr","be",129108.307692,10.7692307692,0.21136149041,0.384720501574,NA
"Miscellaneous function words","hr","ca",129791.5,12.2,0.345499368474,0.332580228629,NA
"Miscellaneous function words","hr","cs",130537.75,12,0.342506463273,0.428876554418,NA
"Miscellaneous function words","hr","da",131302.538462,11.3076923077,0.225920011627,0.45713019553,NA
"Miscellaneous function words","hr","de",132060.5,11.3333333333,0.163852009108,0.512748712361,NA
"Miscellaneous function words","hr","en",132864,10.25,0.412035004025,0.209097224102,NA
"Miscellaneous function words","hr","es",133597.916667,9.91666666667,0.193140630746,0.453675874219,NA
"Miscellaneous function words","hr","eu",134319.615385,7.84615384615,0.398097298613,0.269906205404,NA
"Miscellaneous function words","hr","fr",135029.8,10.4,0.191066814529,0.438980900299,NA
"Miscellaneous function words","hr","he",135735.333333,10.7777777778,0.502573352054,0.179858179186,NA
"Miscellaneous function words","hr","it",136448.25,9.66666666667,0.27331297947,0.421348185493,NA
"Miscellaneous function words","hr","ja",137106.75,8.375,0.398013406374,0.417353040138,NA
"Miscellaneous function words","hr","ka",137765.307692,9.15384615385,0.422816398789,0.314235759966,NA
"Miscellaneous function words","hr","kk",138434.8,4.9,0.331901894528,0.434598331453,NA
"Miscellaneous function words","hr","la",139135.916667,6.75,0.486234289325,0.197019512866,NA
"Miscellaneous function words","hr","lt",139858.25,8.58333333333,0.251370384065,0.432879877617,NA
"Miscellaneous function words","hr","nl",140630.230769,11.1538461538,0.273421603116,0.470524811802,NA
"Miscellaneous function words","hr","no",141395,10.8461538462,0.22617049778,0.308996677588,NA
"Miscellaneous function words","hr","pl",142133.769231,13.7692307692,0.26507382178,0.473134974584,NA
"Miscellaneous function words","hr","pt",142867.166667,10,0.381032372728,0.216984547166,NA
"Miscellaneous function words","hr","ro",143611.727273,9.90909090909,0.296245787727,0.473974667343,NA
"Miscellaneous function words","hr","ru",144370.846154,12.5384615385,0.245082611242,0.284895784144,NA
"Miscellaneous function words","hr","sk",145094.416667,11.0833333333,0.21569146781,0.354474035476,NA
"Miscellaneous function words","hu","be",145837.923077,10.5384615385,0.246311497323,0.49778986539,NA
"Miscellaneous function words","hu","bg",146577.833333,11.3333333333,0.266970024962,0.443270736274,NA
"Miscellaneous function words","hu","ca",147255.272727,10.4545454545,0.318387591887,0.192956309578,NA
"Miscellaneous function words","hu","cs",148018.25,12.6666666667,0.345032843573,0.25684509286,NA
"Miscellaneous function words","hu","da",148808,12.4615384615,0.298637209199,0.38694158542,NA
"Miscellaneous function words","hu","de",149613.384615,13.7692307692,0.293289155814,0.391317213677,NA
"Miscellaneous function words","hu","en",150463.428571,10.6428571429,0.591641293099,0.0715865968026,NA
"Miscellaneous function words","hu","es",151284,10.2307692308,0.416430142833,0.342105566183,NA
"Miscellaneous function words","hu","eu",152053.5,8.92857142857,0.400697922367,0.187820627585,NA
"Miscellaneous function words","hu","fr",152805.090909,9.72727272727,0.299145296134,0.445872486224,NA
"Miscellaneous function words","hu","he",153522.181818,11.4545454545,0.374560081259,0.126218023647,NA
"Miscellaneous function words","hu","hi",154300.444444,11.1111111111,0.322635634914,0.21884772901,NA
"Miscellaneous function words","hu","hr",155010.538462,10.6153846154,0.46631463857,0.337536911839,NA
"Miscellaneous function words","hu","hy",155719.285714,10.6428571429,0.502840334985,0.198828255674,NA
"Miscellaneous function words","hu","it",156483.076923,9.23076923077,0.398926881618,0.131983717892,NA
"Miscellaneous function words","hu","ja",157213.1,7.8,0.525510882284,0.207795112056,NA
"Miscellaneous function words","hu","ka",157907.357143,10.4285714286,0.26552412298,0.151846142562,NA
"Miscellaneous function words","hu","kk",158618.416667,6.25,0.453578863352,0.26213021918,NA
"Miscellaneous function words","hu","la",159354.090909,5.81818181818,0.422927993269,0.223227014751,NA
"Miscellaneous function words","hu","lt",160119.769231,8.92307692308,0.389046123197,0.0697530435455,NA
"Miscellaneous function words","hu","nl",160947.285714,12.0714285714,0.262904704323,0.351098238042,NA
"Miscellaneous function words","hu","no",161755.285714,12.7857142857,0.225035737533,0.481259865329,NA
"Miscellaneous function words","hu","pl",162530.307692,13.6153846154,0.35953345406,0.368359045402,NA
"Miscellaneous function words","hu","pt",163287.769231,11.7692307692,0.16997348348,0.203254612136,NA
"Miscellaneous function words","hu","ro",164075.5,8.91666666667,0.368811652792,0.28047265412,NA
"Miscellaneous function words","hu","ru",164865.071429,14.4285714286,0.215901204347,0.314541327745,NA
"Miscellaneous function words","hu","sk",165617.272727,13.2727272727,0.38605042071,0.32369772529,NA
"Miscellaneous function words","hy","be",166330.384615,9.92307692308,0.295397989282,0.466768280071,NA
"Miscellaneous function words","hy","bg",167011.307692,10.2307692308,0.28423856508,0.410650388224,NA
"Miscellaneous function words","hy","ca",167637.5,11.1,0.432439238312,0.211151168748,NA
"Miscellaneous function words","hy","cs",168366.916667,11.0833333333,0.311409864116,0.380826412774,NA
"Miscellaneous function words","hy","da",169108.307692,10.6153846154,0.444929670172,0.262563959743,NA
"Miscellaneous function words","hy","de",169849.615385,11.1538461538,0.373517137611,0.236193321272,NA
"Miscellaneous function words","hy","en",170623.071429,10.1428571429,0.449067554407,0.260207703914,NA
"Miscellaneous function words","hy","es",171381.166667,10,0.307368084982,0.393580641782,NA
"Miscellaneous function words","hy","eu",172119.384615,7.53846153846,0.544359364789,0.145934105258,NA
"Miscellaneous function words","hy","fr",172813.3,8.7,0.381971390633,0.299005362416,NA
"Miscellaneous function words","hy","he",173534.166667,9.83333333333,0.209927947676,0.32061279849,NA
"Miscellaneous function words","hy","hr",174226.846154,9.46153846154,0.343824688588,0.316026163053,NA
"Miscellaneous function words","hy","it",174913.25,9.75,0.409018350847,0.108552788204,NA
"Miscellaneous function words","hy","ja",175586.2,7.1,0.317196795256,0.0887763370304,NA
"Miscellaneous function words","hy","ka",176236.357143,8.92857142857,0.565513037584,0.201931991144,NA
"Miscellaneous function words","hy","kk",176896.090909,6.18181818182,0.199778266872,0.221002509836,NA
"Miscellaneous function words","hy","la",177587.214286,7.21428571429,0.347715813388,0.135377370799,NA
"Miscellaneous function words","hy","lt",178293.538462,7.61538461538,0.379265874977,0.116974087761,NA
"Miscellaneous function words","hy","nl",179056.285714,9.71428571429,0.293254002241,0.508688246495,NA
"Miscellaneous function words","hy","no",179813.357143,10.3571428571,0.283519108269,0.347512192094,NA
"Miscellaneous function words","hy","pl",180551.538462,10.9230769231,0.190032216973,0.60037323865,NA
"Miscellaneous function words","hy","pt",181261.333333,10,0.245562458625,0.323264324568,NA
"Miscellaneous function words","hy","ro",181999.454545,8.90909090909,0.390456985613,0.257647084042,NA
"Miscellaneous function words","hy","ru",182737.785714,12.4285714286,0.338053933431,0.298484723442,NA
"Miscellaneous function words","hy","sk",183452.25,11.9166666667,0.357654409574,0.331523681908,NA
"Miscellaneous function words","it","be",184170.25,10.75,0.269030498291,0.390047446362,NA
"Miscellaneous function words","it","es",184923.083333,12.0833333333,0.143430265769,0.542941698116,NA
"Miscellaneous function words","it","eu",185678,7.69230769231,0.40298340852,0.2685917055,NA
"Miscellaneous function words","it","he",186370,10.1,0.387721348874,0.165814610173,NA
"Miscellaneous function words","it","ja",187085.3,7.6,0.299469209038,0.362271355667,NA
"Miscellaneous function words","it","ka",187743.615385,9.07692307692,0.496904587826,0.238967057044,NA
"Miscellaneous function words","it","kk",188413.6,5.2,0.315484602211,0.0945917687485,NA
"Miscellaneous function words","it","ro",189164.083333,10.3333333333,0.517501180354,0.211608287504,NA
"Miscellaneous function words","ja","be",189871.777778,7.33333333333,0.356186720403,0.417722202303,NA
"Miscellaneous function words","ja","es",190564.4,7.5,0.33534505885,0.18573260558,NA
"Miscellaneous function words","ja","eu",191228.1,6.5,0.223787866732,0.424282293282,NA
"Miscellaneous function words","ja","he",191877.875,10.625,0.179876133556,0.392868541124,NA
"Miscellaneous function words","ja","ka",192516.75,7.625,0.302112624536,0.278733540577,NA
"Miscellaneous function words","ka","be",193149.076923,9.15384615385,0.391033977216,0.336521305343,NA
"Miscellaneous function words","ka","es",193845.076923,8.46153846154,0.524331010288,0.214346833231,NA
"Miscellaneous function words","ka","eu",194543.357143,6.92857142857,0.480133516417,0.206631361803,NA
"Miscellaneous function words","ka","he",195156.75,7.75,0.461959987515,0.251362172444,NA
"Miscellaneous function words","kk","be",195839.888889,5.88888888889,0.277041845384,0.459686494599,NA
"Miscellaneous function words","kk","es",196616.363636,4.90909090909,0.248545727836,0.331279558622,NA
"Miscellaneous function words","kk","eu",197345.2,5.3,0.373484420417,0.603485298015,NA
"Miscellaneous function words","kk","he",198000.6,5.4,0.349380653905,0.412316062633,NA
"Miscellaneous function words","kk","ja",198726,4.5,0.346469219441,0.228706256901,NA
"Miscellaneous function words","kk","ka",199387.090909,5,0.485986887637,0.307123333089,NA
"Miscellaneous function words","la","be",200043,7,0.316780370757,0.227818604385,NA
"Miscellaneous function words","la","ca",200707.2,6.1,0.468972100035,0.198112120299,NA
"Miscellaneous function words","la","es",201469.416667,6.16666666667,0.377987396251,0.171068666662,NA
"Miscellaneous function words","la","eu",202196.181818,5.45454545455,0.405701837838,-0.0319379316335,NA
"Miscellaneous function words","la","fr",202861.111111,6.33333333333,0.213303346454,0.0456311467217,NA
"Miscellaneous function words","la","he",203564.181818,4.63636363636,0.452020006994,0.210233471,NA
"Miscellaneous function words","la","it",204261.153846,5.69230769231,0.376506855646,0.236458685431,NA
"Miscellaneous function words","la","ja",204912.444444,4.44444444444,0.338529594224,-0.00760594830733,NA
"Miscellaneous function words","la","ka",205538.666667,6.16666666667,0.408875101422,0.0899810739473,NA
"Miscellaneous function words","la","kk",206181.9,4.2,0.299528665486,0.206208565765,NA
"Miscellaneous function words","la","pt",206912.666667,5.33333333333,0.437090568416,0.22379515809,NA
"Miscellaneous function words","la","ro",207644.416667,5.91666666667,0.371395735659,0.104884097981,NA
"Miscellaneous function words","lt","be",208392.416667,8.91666666667,0.274454583424,0.127351199311,NA
"Miscellaneous function words","lt","ca",209112.181818,8.27272727273,0.409812961213,0.31163650126,NA
"Miscellaneous function words","lt","da",209927.727273,7.81818181818,0.722008704249,0.145218734647,NA
"Miscellaneous function words","lt","de",210746.769231,8.53846153846,0.487580103276,0.0987893913334,NA
"Miscellaneous function words","lt","en",211569.454545,7.63636363636,0.580266271762,0.0297398530169,NA
"Miscellaneous function words","lt","es",212390.769231,8.07692307692,0.337007163977,0.130346118565,NA
"Miscellaneous function words","lt","eu",213158.916667,5.58333333333,0.297941232652,0.0323483783112,NA
"Miscellaneous function words","lt","fr",213915.545455,7,0.367952972862,-0.0757497944585,NA
"Miscellaneous function words","lt","he",214667.3,7.8,0.234954575235,0.387500864062,NA
"Miscellaneous function words","lt","it",215403.083333,7,0.341944044376,0.131924800991,NA
"Miscellaneous function words","lt","ja",216123.444444,6.33333333333,0.577037577233,0.216249522699,NA
"Miscellaneous function words","lt","ka",216796.727273,7.54545454545,0.529226436417,0.158685619555,NA
"Miscellaneous function words","lt","kk",217532.1,6,0.452693959544,0.0987352626876,NA
"Miscellaneous function words","lt","la",218259.25,5.58333333333,0.404846835838,0.176092464279,NA
"Miscellaneous function words","lt","nl",219048.769231,7.23076923077,0.304578528829,0.0332294259692,NA
"Miscellaneous function words","lt","no",219861.666667,7.83333333333,0.437283397823,0.120072528881,NA
"Miscellaneous function words","lt","pt",220642.166667,7.91666666667,0.328366390518,0.170394799642,NA
"Miscellaneous function words","lt","ro",221450.166667,6.66666666667,0.385480407015,0.293512388581,NA
"Miscellaneous function words","nl","be",222225.416667,10.1666666667,0.262740685908,0.503098686326,NA
"Miscellaneous function words","nl","ca",222992.181818,10.9090909091,0.173665560277,0.394652924009,NA
"Miscellaneous function words","nl","en",223890.071429,13.0714285714,0.419160479287,0.281889971341,NA
"Miscellaneous function words","nl","es",224773.846154,9.30769230769,0.349363720595,0.404150679731,NA
"Miscellaneous function words","nl","eu",225601.857143,7.21428571429,0.410370665188,0.341950541719,NA
"Miscellaneous function words","nl","fr",226415.636364,11,0.39993403139,0.239956328749,NA
"Miscellaneous function words","nl","he",227235.076923,9.69230769231,0.310697022155,0.230836375036,NA
"Miscellaneous function words","nl","it",228058.846154,9.92307692308,0.353065040343,0.165365412007,NA
"Miscellaneous function words","nl","ja",228866.666667,9.11111111111,0.344355969357,0.13013675408,NA
"Miscellaneous function words","nl","ka",229557.857143,9.92857142857,0.183830065522,0.59194262666,NA
"Miscellaneous function words","nl","kk",230304.166667,5.75,0.254917926467,0.156646213223,NA
"Miscellaneous function words","nl","la",231079.307692,5.69230769231,0.34193451298,0.174114928764,NA
"Miscellaneous function words","nl","pt",231892.230769,11.6923076923,0.356709580901,0.368292744893,NA
"Miscellaneous function words","nl","ro",232736.666667,10.5833333333,0.336273224875,0.310083928684,NA
"Miscellaneous function words","no","be",233532.923077,10.6153846154,0.200615325399,0.346808884193,NA
"Miscellaneous function words","no","ca",234255.909091,10.2727272727,0.448077681313,0.0650141170228,NA
"Miscellaneous function words","no","da",235136.692308,22.0769230769,0.0473741341393,0.689635202057,NA
"Miscellaneous function words","no","de",235999.769231,15.6153846154,0.222511749763,0.380502191792,NA
"Miscellaneous function words","no","en",236877.714286,14.0714285714,0.445357154643,0.255978384686,NA
"Miscellaneous function words","no","es",237725.846154,9.46153846154,0.404154281919,0.21377367423,NA
"Miscellaneous function words","no","eu",238520.214286,8.35714285714,0.326841897924,0.411509057719,NA
"Miscellaneous function words","no","fr",239295.363636,10.6363636364,0.0931206336402,0.504897226579,NA
"Miscellaneous function words","no","he",240070.416667,11.25,0.345699869764,0.236170997606,NA
"Miscellaneous function words","no","it",240855.307692,10,0.376756941736,0.238500239329,NA
"Miscellaneous function words","no","ja",241623.888889,10.3333333333,0.302879448023,0.333124532279,NA
"Miscellaneous function words","no","ka",242293.5,9.64285714286,0.23236662833,0.365441463056,NA
"Miscellaneous function words","no","kk",243000,5.83333333333,0.358481914118,0.39868969391,NA
"Miscellaneous function words","no","la",243740,7.08333333333,0.505818280435,0.0899432763962,NA
"Miscellaneous function words","no","nl",244547.846154,15.3846153846,0.255600685877,0.221840010328,NA
