ARA,all,diff_language,0.0702694467163569,340000,1
ARA,all,same_language,0.08213279984796405,9900,1
BEN,all,diff_language,0.07437360807984085,340000,1
BEN,all,same_language,0.09592807913664066,9900,1
BUL,all,diff_language,0.06995116287789352,340000,1
BUL,all,same_language,0.08469644007636958,9900,1
CHI,all,diff_language,0.06878044778361007,340000,1
CHI,all,same_language,0.0823663170385681,9900,1
DUT,all,diff_language,0.06617873275120438,340000,1
DUT,all,same_language,0.09560275480777405,9900,1
ENG,all,diff_language,0.07031537337656815,340000,1
ENG,all,same_language,0.08253897560060552,9900,1
FAS,all,diff_language,0.07062045361503944,340000,1
FAS,all,same_language,0.08407606945484176,9900,1
FRE,all,diff_language,0.06771957747323079,340000,1
FRE,all,same_language,0.08229590716834817,9900,1
GER,all,diff_language,0.06629003464201833,340000,1
GER,all,same_language,0.08780827770516905,9900,1
GRE,all,diff_language,0.07317671647713037,340000,1
GRE,all,same_language,0.09768380130806693,9900,1
GUJ,all,diff_language,0.06958399828002201,340000,1
GUJ,all,same_language,0.08819461141763335,9900,1
HIN,all,diff_language,0.07332397400523273,340000,1
HIN,all,same_language,0.0963431788446478,9900,1
IBO,all,diff_language,0.07368424635104517,340000,1
IBO,all,same_language,0.09406240816057818,9900,1
IND,all,diff_language,0.07034543134895219,340000,1
IND,all,same_language,0.08736757609083559,9900,1
ITA,all,diff_language,0.06916691098906037,340000,1
ITA,all,same_language,0.09492227120647848,9900,1
JPN,all,diff_language,0.07242612883552822,340000,1
JPN,all,same_language,0.11272931073899488,9900,1
KAN,all,diff_language,0.07235531402085275,340000,1
KAN,all,same_language,0.1028332654834887,9900,1
KOR,all,diff_language,0.07016331890780625,340000,1
KOR,all,same_language,0.09149739740045354,9900,1
MAL,all,diff_language,0.07181128503745648,340000,1
MAL,all,same_language,0.08602386049688886,9900,1
MAR,all,diff_language,0.0719428988263225,340000,1
MAR,all,same_language,0.10002807625860606,9900,1
NEP,all,diff_language,0.06854485101815648,340000,1
NEP,all,same_language,0.0848726163750314,9900,1
PAN,all,diff_language,0.07144727926944193,340000,1
PAN,all,same_language,0.09392993951565592,9900,1
POL,all,diff_language,0.07035940718259619,340000,1
POL,all,same_language,0.08379180047599102,9900,1
