l1,l2,local_global,ci_lower,ci_upper,corr
BUL,RUS,global,0.3076551737147027,0.35151547673358746,0.3301167726620883
BUL,RUS,local,0.4302934411812088,0.6230231872988016,0.5314321954546698
BUL,SPA,global,0.37002064980214355,0.3965995031629868,0.38334515160729976
BUL,SPA,local,0.449044814984941,0.6312485597870858,0.5433261818257138
BUL,TAM,global,0.2698274568546858,0.30670979019715444,0.2885312280422137
BUL,TAM,local,0.2775750157315563,0.5255502443856321,0.4168097648753122
BUL,TEL,global,0.2864574591204193,0.3191645274805826,0.3033272208148732
BUL,TEL,local,0.3326163440281375,0.5480450729703905,0.44736525106612635
BUL,TGL,global,0.3007728621502743,0.3397357626085553,0.3225795249319865
BUL,TGL,local,0.4207888110154799,0.6208660781527948,0.5209865651666891
BUL,THA,global,0.3297573251765448,0.3610896490846277,0.34600519860229956
BUL,THA,local,0.46713402269102305,0.6330497641866264,0.5543561827227714
BUL,TUR,global,0.2937700175884374,0.33626525774916677,0.3153129719318685
BUL,TUR,local,0.24199904839660114,0.5953824527925105,0.45524568477659544
BUL,URD,global,0.28445259032737563,0.31932171252311203,0.302691197230892
BUL,URD,local,0.2995540340983585,0.5435570737311682,0.4276232205881318
BUL,VIE,global,0.3186845781373574,0.3530218098598033,0.3350424506199694
BUL,VIE,local,0.4803525192402582,0.6151339824337021,0.5460542698871031
BUL,YOR,global,0.2790103803525527,0.3060210059938347,0.29214338421229
BUL,YOR,local,0.3657712427808193,0.5687442066565419,0.4641780390959755
CHI,DUT,global,0.31255381116766884,0.3368355379648952,0.3240407653232025
CHI,DUT,local,0.319970780945647,0.5287732360739262,0.43605733792984447
CHI,ENG,global,0.30098184471735273,0.3291048438486162,0.3145384136417447
CHI,ENG,local,0.2007295563360968,0.5216332625996218,0.3771922763474276
CHI,FAS,global,0.3467672376788735,0.37735545589291775,0.3625119828957554
CHI,FAS,local,0.43682753808147523,0.5914716979911557,0.510195369223961
CHI,FRE,global,0.30674666471114737,0.3413287821133015,0.3247164356403423
CHI,FRE,local,0.3982599974407487,0.557709096056511,0.47205404348569574
CHI,GER,global,0.3308625984221949,0.3563691246221772,0.34344390695804966
CHI,GER,local,0.2604619885813197,0.5452792735923346,0.41905531606780294
CHI,GRE,global,0.3433765600323799,0.3697796847978084,0.3571495834749233
CHI,GRE,local,0.430073785952817,0.5860838256912866,0.5025429897072348
CHI,GUJ,global,0.3261490750761082,0.3520605385821392,0.33958754428025867
CHI,GUJ,local,0.43334162583360053,0.5986052395133127,0.51575449392529
CHI,HIN,global,0.28192889351958,0.3165586783182022,0.3001585385348525
CHI,HIN,local,0.3851170657440367,0.5449234941671198,0.4614701107884486
CHI,IBO,global,0.24559554004662726,0.28408718575544456,0.26535406649199583
CHI,IBO,local,0.33612976539297335,0.5065165416884563,0.4194972328480158
CHI,IND,global,0.329556183191866,0.3596822122176392,0.34521336412058606
CHI,IND,local,0.4259664065773646,0.5797130815953561,0.5013563183123642
CHI,ITA,global,0.3308161048096657,0.35932773556659375,0.3450219453368391
CHI,ITA,local,0.39933734225022455,0.5856923454418214,0.49454095501910067
CHI,JPN,global,0.35301241069268474,0.38339072889083065,0.3681503974268578
CHI,JPN,local,0.43382787519671645,0.6032367003448789,0.5119106821137716
CHI,KAN,global,0.2766590483978143,0.30952069231638174,0.29235424662810977
CHI,KAN,local,0.3756363246177582,0.5508869204059552,0.45911631557938287
CHI,KOR,global,0.3598798379384004,0.39249761583954185,0.37658076986471195
CHI,KOR,local,0.4428896124456386,0.6127968945919976,0.5299213389105014
CHI,MAL,global,0.31235026664261567,0.34722083851974184,0.3294774899088101
CHI,MAL,local,0.3694705665114103,0.5381511795611065,0.4491145182961873
CHI,MAR,global,0.2835639730693012,0.31655887710017194,0.30036959088217896
CHI,MAR,local,0.22633035715494662,0.5137124118231102,0.3820268054138494
CHI,NEP,global,0.3052549901188773,0.3341486591737284,0.3194243813824027
CHI,NEP,local,0.38438681631857347,0.5263248334015542,0.44993957095819775
CHI,PAN,global,0.2984487265490378,0.3249739819810278,0.3118454332810276
CHI,PAN,local,0.37103453547088666,0.5487301429780449,0.45517605937179073
CHI,POL,global,0.324506396874833,0.358624991456931,0.3413409727123891
CHI,POL,local,0.41275636937841814,0.5776525025762468,0.4913798574410172
CHI,POR,global,0.33752080692259445,0.36662794228478124,0.3516488653660471
CHI,POR,local,0.3817738987467622,0.5531329515793593,0.46522186301942864
CHI,RUM,global,0.34233409308403684,0.3693013727702819,0.3557710136187215
CHI,RUM,local,0.40374965826512305,0.5748575981041038,0.4887855373806047
CHI,RUS,global,0.2973846251775517,0.3358459357577031,0.3168248591155218
CHI,RUS,local,0.42093942903384474,0.5943094017502042,0.5054360258431535
CHI,SPA,global,0.34522425803318846,0.37007619437447986,0.357565341459286
CHI,SPA,local,0.3824789668900046,0.5467853738105707,0.46369457332349856
CHI,TAM,global,0.34568042144169286,0.37545222693246333,0.36017505609314965
CHI,TAM,local,0.3881633205605033,0.5486355932657667,0.4731330257730879
CHI,TEL,global,0.2913878721760543,0.32832319213920313,0.31034340459229265
CHI,TEL,local,0.41691591041868387,0.5610562478991225,0.48520097903668696
CHI,TGL,global,0.3114339928449707,0.34022034094056247,0.325705561598053
CHI,TGL,local,0.23114459999390558,0.5358535917564433,0.40878875195660636
CHI,THA,global,0.34870295095580117,0.37641024782851396,0.3631119967288338
CHI,THA,local,0.4219812011290214,0.5914658621999415,0.5056521135001454
CHI,TUR,global,0.32204008626095076,0.35518349008247513,0.33826398446831873
CHI,TUR,local,0.42332493131180887,0.5862350651214304,0.505511771868365
CHI,URD,global,0.3139459113151058,0.3502610472967572,0.3323583154641858
CHI,URD,local,0.40274851345244,0.5473462414609666,0.4697140926999097
CHI,VIE,global,0.35853989453924934,0.3886076572658871,0.373199628808248
CHI,VIE,local,0.3168386207989254,0.5975935981706353,0.47299125193654545
CHI,YOR,global,0.28292106184598925,0.3090581261294094,0.29553184639078384
CHI,YOR,local,0.37685367332579706,0.550596202384005,0.4601047069067071
DUT,ENG,global,0.32598560107175684,0.3532305399635484,0.3399145765756981
DUT,ENG,local,0.3483327139420129,0.5257784233940827,0.4375656367576698
DUT,FAS,global,0.32735895002300625,0.35173970247520137,0.33922747751022164
DUT,FAS,local,0.40739442128165154,0.5422072937524111,0.473532121366806
DUT,FRE,global,0.34168405715218425,0.3690168022351039,0.3551336025746173
DUT,FRE,local,0.3945572563476275,0.5616676544926381,0.4779637293831197
DUT,GER,global,0.3617081374493954,0.391080708123049,0.3761638917496661
DUT,GER,local,0.4056989365371139,0.5956824971715556,0.4964806883406111
DUT,GRE,global,0.3418022405036036,0.36281852285261573,0.3522290544013051
DUT,GRE,local,0.38613213550984776,0.567900708994432,0.4738820549310617
DUT,GUJ,global,0.26432764664235164,0.2977981259481352,0.2803498980946498
DUT,GUJ,local,0.3236882840442532,0.479727352598971,0.40048439855637735
DUT,HIN,global,0.261991584533917,0.2975642574258938,0.2806090674922702
DUT,HIN,local,0.2713605187175742,0.5262654576289615,0.4140641310297658
DUT,IBO,global,0.2569899376369595,0.2965285348775618,0.2777523258288198
DUT,IBO,local,0.3491472225368021,0.546395638664814,0.440487836092187
DUT,IND,global,0.31273176105024875,0.3361314755622458,0.32416036141458743
DUT,IND,local,0.3742853752861124,0.5658337653299332,0.46687926807077773
DUT,ITA,global,0.33058991837647145,0.35652213401742067,0.34338338528118467
DUT,ITA,local,0.42667194516460816,0.6110104491660857,0.5165440577611276
DUT,JPN,global,0.2967877962418653,0.32507224573178367,0.3110236664584515
DUT,JPN,local,0.36978384167821976,0.537870313375915,0.4493369675789687
DUT,KAN,global,0.2943601301059002,0.3234200728443439,0.30887058964677194
DUT,KAN,local,0.37624103247652346,0.5416781967607626,0.45702530634336236
DUT,KOR,global,0.32766474368212545,0.35676593314147964,0.34265408655995666
DUT,KOR,local,0.36547236773163805,0.5585890139873677,0.4630845341536911
DUT,MAL,global,0.31076794531596225,0.33557872480279627,0.32346101818226336
DUT,MAL,local,0.3535003222459829,0.5146333445364051,0.43108431871305036
DUT,MAR,global,0.2592648345390366,0.29224807010668263,0.2761613345386654
DUT,MAR,local,0.2673298370737344,0.4760694089472686,0.3746811515707902
DUT,NEP,global,0.2934639585554153,0.3237845945759804,0.3082349188810197
DUT,NEP,local,0.31770720886719206,0.49788790561263424,0.4045156075827655
DUT,PAN,global,0.2887571665054858,0.312289020265543,0.2997303303590871
DUT,PAN,local,0.29714243650441113,0.47428288936882507,0.3941833007200561
DUT,POL,global,0.35299144905259033,0.3785449818615893,0.3662835360444717
DUT,POL,local,0.22462342197592286,0.5363192770534795,0.39319305798673665
DUT,POR,global,0.33892394860281827,0.3745948369303221,0.3578854624528778
DUT,POR,local,0.3789413208666317,0.5698130564224951,0.475549013319957
DUT,RUM,global,0.33766463750374237,0.36845428332097635,0.353101190374081
DUT,RUM,local,0.41621559627326765,0.5979507665693158,0.5082443729540953
DUT,RUS,global,0.3352947700637923,0.3670489039239259,0.351769530514511
DUT,RUS,local,0.4205565171370731,0.5823730541827103,0.49998389942132515
DUT,SPA,global,0.32187776463328205,0.3537993497953139,0.3378955637504688
DUT,SPA,local,0.42569075439234716,0.6202093602378576,0.5221436598880045
DUT,TAM,global,0.31460729243993363,0.3391313680019389,0.3270766239041097
DUT,TAM,local,0.254412318323243,0.4943734384320463,0.3785376941781098
DUT,TEL,global,0.256898906069833,0.2885155021474543,0.27262177456441067
DUT,TEL,local,0.2531300515635269,0.48593966876818273,0.3785953590873784
DUT,TGL,global,0.28057404398056585,0.31436146481499033,0.2978139245932385
DUT,TGL,local,0.333439435685275,0.4963346051889594,0.4134830380630254
DUT,THA,global,0.3153060931244531,0.34448721839084284,0.3299233939151704
DUT,THA,local,0.4101344871322765,0.5688349598181274,0.48739856138061594
DUT,TUR,global,0.321604728852542,0.34939623417624965,0.3350449857268277
DUT,TUR,local,0.38521002304363694,0.5582981024903877,0.4702104826126722
DUT,URD,global,0.31707577647093127,0.34353042824038776,0.3313734330549107
DUT,URD,local,0.26354516488033786,0.5207791226339595,0.40283084397579844
DUT,VIE,global,0.3401272215006622,0.36887969138702564,0.35406214528782437
DUT,VIE,local,0.4116867958509688,0.5604013326412803,0.4852073428191553
DUT,YOR,global,0.2773875983480161,0.2996856789570951,0.2888318552621483
DUT,YOR,local,0.2262639474758505,0.46296480264667544,0.3559013957759398
ENG,FAS,global,0.2981038056249977,0.32997746428703945,0.3146184299622665
ENG,FAS,local,0.41821375205587896,0.5543846590082107,0.48204004502883524
ENG,FRE,global,0.3036315102689703,0.33311612953165504,0.3185605821926218
ENG,FRE,local,0.3929677661226565,0.5760360472204963,0.48443091065756927
ENG,GER,global,0.3376896568635497,0.366615802581665,0.3518563522337241
ENG,GER,local,0.4191737481863059,0.6314539389412696,0.5258210322157643
ENG,GRE,global,0.3414442978376484,0.36689676216224554,0.3535518824046022
ENG,GRE,local,0.40566959223845767,0.5531878379539168,0.47492053620244845
ENG,GUJ,global,0.30952846713935517,0.33898286206566,0.32431267580559126
ENG,GUJ,local,0.38853539236036655,0.555608478085257,0.47005551650774446
ENG,HIN,global,0.32733973770493785,0.3567973554236815,0.3426958062658727
ENG,HIN,local,0.3248694057427558,0.5609423662100514,0.4471234093455391
ENG,IBO,global,0.2817419429990105,0.31070583428193105,0.29684924512057415
ENG,IBO,local,0.39560050087215926,0.5680130366305772,0.4808623708402631
ENG,IND,global,0.31919500150258595,0.34681169893002683,0.33284639654194664
ENG,IND,local,0.42481312768260826,0.6094425248502915,0.5141285001898926
ENG,ITA,global,0.33292830891649594,0.3622887873786702,0.34900792148706783
ENG,ITA,local,0.4105951526758972,0.5918528306010683,0.49931213027945176
ENG,JPN,global,0.3061727821522363,0.3388652881956309,0.32201065869720985
ENG,JPN,local,0.3572172492653087,0.5936369728477912,0.47529175872299784
ENG,KAN,global,0.31782984604462083,0.343638717093436,0.3305141738808722
ENG,KAN,local,0.3760895423844887,0.5590887396395049,0.46954524991187546
ENG,KOR,global,0.3211428017205862,0.35814573302005415,0.3398281499344807
ENG,KOR,local,0.3776551914503575,0.5526757501091119,0.46522576489786127
ENG,MAL,global,0.3431844675388871,0.373479927782275,0.3581045940381625
ENG,MAL,local,0.3825451910506426,0.6234529061447696,0.510743414105862
ENG,MAR,global,0.3069526804967514,0.3374271577412623,0.3215202960798319
ENG,MAR,local,0.3882581301629708,0.58008637897565,0.4835323696387334
ENG,NEP,global,0.31089518981329234,0.3393369775431876,0.32533538946653895
ENG,NEP,local,0.3544234109911132,0.55339345744613,0.4614172218439735
ENG,PAN,global,0.3040778472616923,0.3299621685157565,0.31764796579426385
ENG,PAN,local,0.28336470141365566,0.5089730371230007,0.40134664002558135
ENG,POL,global,0.3256685546123882,0.35481275577559546,0.3396724497708446
ENG,POL,local,0.41355476920299417,0.5734179065501005,0.4915681239782296
ENG,POR,global,0.34027154993164,0.3756102050102884,0.358648224833279
ENG,POR,local,0.4267926120956504,0.5732325287959571,0.4978516125640541
ENG,RUM,global,0.298335953883184,0.32643240969539594,0.31297516874727793
ENG,RUM,local,0.19877269047495075,0.5370646715819779,0.39086551984043527
ENG,RUS,global,0.3173514707473847,0.34532971239456367,0.3311099719606605
ENG,RUS,local,0.4108069873910083,0.5815705968283448,0.4908297436970837
ENG,SPA,global,0.33467369732097924,0.362850046891509,0.34987895935214547
ENG,SPA,local,0.41434573083402987,0.6041349982589889,0.5059798164548668
ENG,TAM,global,0.33324722816851726,0.3607757167926652,0.34822758242956336
ENG,TAM,local,0.34956252953226924,0.553374540532096,0.44987682563826814
ENG,TEL,global,0.31971444270542604,0.3478408931025565,0.3341093626884572
ENG,TEL,local,0.4100432572465068,0.6034949903280782,0.50593717808138
ENG,TGL,global,0.32917564995714677,0.35711752227606514,0.3436476613502102
ENG,TGL,local,0.4142002318611117,0.5644619708121702,0.48858282599335956
ENG,THA,global,0.32511955204994303,0.3565098152765798,0.3417582749324061
ENG,THA,local,0.35849535475595934,0.5507768488474523,0.4558555815898692
ENG,TUR,global,0.31872515414360675,0.35253364623844247,0.33594986886779854
ENG,TUR,local,0.26557712492551416,0.5497972086035464,0.43169490804935634
ENG,URD,global,0.3422903485437787,0.3695546105975587,0.35515234977828714
ENG,URD,local,0.4155781668360266,0.5844264420750248,0.5026149546620874
ENG,VIE,global,0.31037277161755517,0.3401665705652174,0.3249503276702356
ENG,VIE,local,0.24162375584199297,0.5274393635298903,0.3925472796627971
ENG,YOR,global,0.3019797183497823,0.33618129904290084,0.31993190680927214
ENG,YOR,local,0.3430049311800204,0.5288381863073144,0.4336134328564501
FAS,FRE,global,0.34057535449733817,0.3709630110735291,0.3560636397426273
FAS,FRE,local,0.38495931225047214,0.5436487423698598,0.4610122966843495
