word,ci_lower,ci_upper,corr
closed,0.10070460036484666,0.15516314301076756,0.12751432648572925
cloth,0.30884314811043184,0.3566880873304339,0.33217167339979203
clothes,0.43048849745803114,0.4468849611464961,0.43873447896479467
coal,NA,NA,0.22279543765166795
cold,0.32361889022138335,0.3529795164261611,0.33853212832162705
colorful,0.22760266362993625,0.2794836252304442,0.25345638811483134
colourful,0.07696142271301604,0.3010028327156193,0.19432437294193913
come,0.46401692421045526,0.4726958274603358,0.4682941649039848
companion,NA,NA,0.24240776616228787
company,0.48207377609963425,0.49040469770115563,0.4864950223159047
conclusion,0.3240120291118434,0.33553837073736836,0.3297568678524643
connect,0.2975469773726556,0.32322407726178054,0.30981316258810243
convey,0.2521721898172625,0.28033365225658513,0.2663731920099313
cook,0.2985741875134354,0.32070308247614376,0.3094704927797698
cool,0.15139611437937112,0.17762922146903956,0.16519546209814298
corner,0.31667009238834504,0.346301581058315,0.3319829559876608
correct,0.3358764859367774,0.34601066859462704,0.34084108856198414
count,0.13988433013852336,0.17054999579216082,0.1555663145878449
country,0.44457192686969116,0.45317483713310824,0.4486389074143833
cover,0.157788330866602,0.17690741540948002,0.16734540359086597
cross,0.15970377230351632,0.1881154564654515,0.17408843083486722
cup,0.1822340023648974,0.2930754251654863,0.23452609045186737
current,0.3207420560286383,0.336470132084282,0.32913657688583786
cut,0.17410431051124717,0.1942060169538334,0.1843254839493473
damage,0.22421324951576543,0.24399347995490733,0.2343344049795594
dance,0.21664943741098203,0.25039459318694096,0.23415504524930109
dark,0.20387482174325633,0.23961674220016935,0.22229928411918914
daughter,0.4571928691165524,0.47083061125099823,0.4639582519767862
day,0.43081824700582033,0.4435336515138481,0.43708209026233635
dear,0.2126296726272284,0.2718783046210842,0.24237040709249472
death,0.26023922295024665,0.28523296020382094,0.27288070416016386
decrease,0.36423291262936847,0.3821363924361918,0.37310727107251174
defend,0.18040858057815737,0.24345630343537208,0.2141267795487254
delicate,NA,NA,0.22106251243914438
delicious,0.23865508053970722,0.31035652068363395,0.276715904619869
depart,NA,NA,0.37238446407105946
desire,0.12586122690893056,0.1448217821797042,0.13507488849272667
destroy,0.154355124807651,0.1866611080202843,0.17025362506397504
die,0.1952495371541838,0.21712697774094145,0.2057532132493941
different,0.438362195193697,0.4463154817495779,0.44221632731392846
diligent,0.055001025736373124,0.1725850360874544,0.11313833176636812
dirty,0.20372784304707292,0.25382127608974325,0.2286554483712542
disappear,0.21004040486772244,0.29391954813623306,0.2521904046654139
dish,0.20066116733255804,0.3697467541296862,0.2874240403455756
dishes,0.31315327098216483,0.3505453951739116,0.3321819198657663
distance,0.23391539695034747,0.256207756617243,0.24472638827525456
disturb,0.12776312101792126,0.19798964620685283,0.16269458601474127
divide,0.13777971663371852,0.1723865246612127,0.1559754259448245
do,0.5637444111439907,0.5698467656025721,0.5668543928498306
doctor,0.48598618185828074,0.4956358679285552,0.49083507260387654
dog,0.27995632181375907,0.3527888294317423,0.31647357057222114
doll,0.2625417502109021,0.31247913738501487,0.2877182259855406
door,0.1828572790458433,0.20789612261321347,0.19525417300238765
down,0.36783648638462013,0.38252904741269816,0.3749742496067023
draw,0.23661892731596681,0.25601872011666615,0.24664288125107273
dream,0.23972204709340444,0.2591958769305633,0.2496935941511712
drink,0.30755296404644183,0.32247981107579204,0.3154331325070005
drive,0.352722924326463,0.3681032313881815,0.3601006349209235
drop,0.24933837514081694,0.27689779480670923,0.26355196489237714
dry,0.25421441116270055,0.3269565142523638,0.28990937725790095
earth,0.3902856546858758,0.4078107808128545,0.39894716394957996
east,0.38360837538637294,0.4245089143854727,0.4042929198633425
eat,0.4596318274327878,0.47638754736841027,0.4679376395272466
edge,0.1350680748882459,0.17523471451957953,0.15485712391302892
eight,0.45045552877834943,0.48641054997825045,0.46866504609924947
empty,0.0817617872744343,0.13506375828734626,0.10786129931329046
end,0.3474771177292578,0.3585924097222776,0.35307093254260086
enemy,0.022178480095899157,0.19202114704397935,0.11000152876796064
enter,0.28030687105975005,0.2967452604478466,0.28838495406909764
escape,0.13675599436511876,0.1734752749217775,0.1554279382372077
evening,0.4082618956608887,0.44229477331340356,0.4262088144040167
everything,0.3776444501294776,0.3876705362842193,0.38251813597315665
everywhere,0.337741380293072,0.35605371428571153,0.34722452997559944
evil,0.12154864048598263,0.1719241983226127,0.14723562601874454
eye,0.19644010583165733,0.2171421729737641,0.2069369336732441
face,0.3396321484155759,0.3586416987048571,0.34920934295099393
fall,0.2315442870309493,0.250061672133717,0.2407815543892393
familiar,0.2010685740510283,0.21655251424644856,0.20864511466483085
family,0.4013712485141711,0.41271922608408673,0.407309778418783
famous,0.36837666673561603,0.3880212937969688,0.3781507610983362
far,0.24971027848588492,0.263367617703853,0.2569069325336412
fat,0.19515485019462708,0.23259073016604515,0.21423851449469933
father,0.6190551017400259,0.6248977107757558,0.6220685156757295
fault,0.07487548911614987,0.10466598153829697,0.09001079048755185
feed,0.19968371198386053,0.23081127075147606,0.2156107836137092
feel,0.4682838684434859,0.48099118562086013,0.47486070109374084
fever,0.21004254952455584,0.3805559044672064,0.3168205306022585
fifty,0.43692430470101484,0.4653216097395271,0.4513599974575603
fight,0.16855958323272888,0.18690003923517484,0.17788668490894177
figure,0.2743936539923478,0.2994942949379319,0.2874301970470786
fill,0.15375571393116194,0.18184112206744996,0.16789063914430477
find,0.6150796296769964,0.6217976871839492,0.618242830888732
finger,0.18969543201496283,0.282449525263721,0.23845803746101177
finish,0.447749228036048,0.45801323679871386,0.45296990989279734
fire,0.2846522336420691,0.3108463255358969,0.29792356262606684
firm,0.1921027867296887,0.21548268897032102,0.20415371633282184
first,0.40122465889431946,0.4111657258809892,0.4061315357650023
fish,0.15048323883455175,0.21176629814612125,0.1804592765609943
five,0.43511633791988413,0.4444142547491627,0.439721069382868
flat,0.12331289245151272,0.23408192152192508,0.1793718424481721
floor,0.33999814767474884,0.40117283919133784,0.3705248698885456
flow,0.1614062664835617,0.18520226913070992,0.17303798596423842
fly,0.2587045810053231,0.2786489070287837,0.2685869019159772
food,0.4838830382113852,0.49625214343099827,0.49013444549142077
foot,0.2891948863904311,0.3238956355824804,0.30682919200527253
force,0.32931069269158364,0.3521303783156078,0.34027450463016984
foreign,0.2978716909503675,0.30787030745040916,0.3030355245918267
forest,0.2672265510117128,0.32402709693915444,0.29555945070450973
forget,0.5041955119002828,0.5150641978879087,0.5095097388364636
former,0.1993518741420694,0.22671859658781518,0.21223868640554105
forward,0.11298033073787811,0.12992532120197323,0.12129689677740663
four,0.4955111322993046,0.5076466381526552,0.5013927173350758
fresh,0.15893341470014352,0.17993043170250403,0.16971529473601618
friend,0.5440935686957333,0.5518365807404033,0.547963846830413
full,0.17374076762821533,0.19092856065155953,0.18270796325171676
game,0.37683677313303554,0.3868783237589572,0.38165375477011937
gap,0.22512268579689015,0.24979775783307723,0.23717050907669418
gate,0.29499568332084447,0.39983149226305836,0.3478221809138032
gather,0.3225293174416946,0.343253536182524,0.3332813505589223
get,0.6270445985244049,0.633508652116042,0.6303186840879411
gift,0.09721401678699414,0.12335261318209753,0.11041199747434298
girl,0.4551190901692623,0.47709598315815893,0.4662605183544514
give,0.665472545635134,0.6707423510637691,0.6681488474122395
glass,0.16135991800474117,0.37874488203374845,0.28039169018911253
go,0.6278476345275431,0.634833978854738,0.63116215654449
god,0.09564872018819066,0.12221983746008007,0.10798909047571872
gold,0.12798550459740235,0.17863647187730194,0.15453768166021045
good,0.40211658017660323,0.41111477859833173,0.40691010631387037
grab,0.08843674377678985,0.1603410932696794,0.12579571398784964
grandfather,0.5224155808473226,0.5359658728587224,0.5291710380709004
grandmother,0.5456667489462257,0.5570892149112395,0.551411523644199
grasp,0.19216590420969515,0.23708258537732288,0.21500592945442554
green,0.321855717064203,0.35557276886687894,0.33805679499560337
ground,0.1790441351947334,0.2061820015844156,0.19278152306045923
grow,0.4454250554333307,0.4547130587971828,0.44970225330846175
guide,0.1866388200737178,0.20053845210332205,0.193620274772222
gun,0.2552754950437031,0.32971337860312105,0.29423725417922764
hair,0.2993969276903791,0.3222406530340548,0.31097917275306897
half,0.2524848169547654,0.2778600464420652,0.26540378093002165
hand,0.2482739039613601,0.2578722723376406,0.2533615210051251
handle,0.45137978143139385,0.46535499359740545,0.4584341892732486
hang,0.36445369875301437,0.38452650544170386,0.37503888306686445
happen,0.41455662128514736,0.42540002363370877,0.4197624643308233
happiness,0.157571616719005,0.17452135911294195,0.16619733068006617
hard,0.33821588844640393,0.3484332459962899,0.3434106181041334
hardly,0.10879679644119242,0.13093101659258236,0.11963328972672675
he,0.48144116373337426,0.48912305661909117,0.4851566821637392
head,0.22966923477338402,0.25117763384338765,0.24030585528295018
health,0.3058345762885871,0.3225990528015427,0.3137935217068823
hear,0.4229075428282822,0.43506429997721296,0.4291692390027793
heart,0.2123094389988693,0.23139875275883082,0.22186744834512853
heat,0.26917521587901483,0.36678223419740713,0.31570965699057424
heavy,0.21202564477376717,0.2395643023467267,0.22606283960830134
height,0.12138169662739355,0.20926791277788667,0.16450176887859258
help,0.5895570401762192,0.596945378299591,0.5930213281689363
hence,0.14620595951248214,0.16715070509316926,0.15702352927186336
here,0.2827358344639239,0.29670737940709585,0.2897408849345523
hide,0.22161393130205956,0.24697278711984302,0.2337334321834743
hill,NA,NA,0.46014154818069886
hinder,0.26305162871347565,0.3335802290972856,0.29739934712248134
hit,0.18563785582821318,0.24839610633297113,0.21542772462072002
hold,0.184342601762809,0.20266504980465536,0.19366187673631466
hole,0.09113538809877367,0.14881518872351965,0.12041173355306675
home,0.5419317369197025,0.5507553528063678,0.5461500315734485
horse,0.323051984988841,0.3854395502079998,0.35446882978147093
hot,0.2905133976171619,0.31757662443080026,0.3046013644272202
house,0.5504579698817826,0.5619627691660828,0.556370323050445
how,0.3725624870791715,0.3797819898962163,0.3760419728103384
human,0.39758890264799795,0.40950946739437927,0.4035029497645011
hunger,0.1281238394270129,0.18725906848354673,0.15711609533445878
hungry,0.08821854772594269,0.1995165094318612,0.14618777454900664
hurry,0.22122816339454726,0.2404111430783943,0.23082712537847552
husband,0.37705671081195696,0.4013398819112234,0.3889810687690638
ice,0.28302311775969347,0.3088411020133376,0.2963291234837012
illness,0.15567563832383982,0.1857554841251536,0.17127250435613503
improve,0.5365971464830747,0.5480520495525121,0.5422795963986161
increase,0.47369278546593796,0.48337949939127584,0.47855769661274733
instantly,0.12404568261258934,0.15872416210664655,0.14132221992174465
invite,0.2050351081559655,0.2841472265769853,0.2433685346135286
island,0.16475125481733258,0.2640072638434359,0.2155339640122448
item,0.22690554026018273,0.2579650741203118,0.24222648970845456
joy,0.13715899777254323,0.15963348146169906,0.14865225639707003
jump,0.2643025411743722,0.3018002004050226,0.2818686415392652
keep,0.5090192982442128,0.5197033227076836,0.5145249898702247
kill,0.19252763568370201,0.21384769113297597,0.20317018926342406
king,0.2264054909766557,0.28648637274239414,0.2569423817745002
know,0.5831133901981528,0.5890417443227062,0.5860461294847291
ladder,0.20970151985103513,0.2541139888401754,0.23298589288502977
lake,NA,NA,0.42559843291032096
land,0.2761058260613844,0.2934163391972726,0.28461329248111733
language,0.3435005243886304,0.3550392790688989,0.34953092360732346
last,0.4227136400800532,0.43985559066325036,0.4318953791999085
later,0.27963115052522935,0.29667398901902736,0.28809289782796754
laugh,0.018829994080986012,0.24745222674768771,0.11405780423023447
lay,0.04629227859738375,0.09277596624225055,0.06920911309774702
lazy,0.19320073729391438,0.21262324971019692,0.2023607747257877
lead,0.6018185679218213,0.608843223618854,0.6053396282037977
learn,0.6078496199986331,0.6136421452727694,0.6107874721349067
leave,0.4489479474409645,0.4637971691145387,0.4562633518935085
left,0.2310908524004904,0.24918048723202088,0.24065510677410418
length,0.23779313973617047,0.33389618976547125,0.28773586127455997
let,0.33666306844605376,0.3509951668040425,0.3441170158504865
letter,0.3606272128161823,0.3823786127267494,0.3714459093659088
lie,0.14803413237987498,0.17712615010351743,0.16185708947216998
life,0.45234627286968204,0.4594245583527366,0.45587821089808106
light,0.2823263044934318,0.3017031960730262,0.29226807968068214
like,0.4119480828632761,0.4221954713284681,0.4172723631522169
line,0.20794595513752445,0.22987558611781322,0.2187384247776931
listen,0.5204791640961751,0.5308022612564198,0.5259989971069775
little,0.24831543804391673,0.268981718890228,0.2588838652725253
living,0.3776555867010641,0.3884422785000602,0.38298141079420983
load,0.18147878461731154,0.22992279089855747,0.2071490609864645
long,0.40581882399327357,0.41887801497901334,0.4124820119991681
lose,0.46785582914419566,0.479854194459619,0.47348243985919775
love,0.3482690021797729,0.3635343103725183,0.3557080970414944
make,0.6506048424703226,0.6565135468212724,0.6536119752316083
man,0.4391974328298055,0.4499442804830531,0.44434239255437297
master,0.14281295274495234,0.16573702240576296,0.15459429390298915
matter,0.25623824760976516,0.26872616177346326,0.26241717773819684
may,0.37411727067299344,0.38251351953797136,0.37844953532957554
meal,0.2495714611043526,0.278018272120643,0.2632353429873625
meaning,0.14542722793517035,0.16094884762734937,0.15319052317274573
measure,0.04800826937443513,0.08054439269792585,0.06395734087717263
meat,0.19364573894617304,0.3162975943465984,0.2594694003443665
medicine,0.3316698674548494,0.3481365537046852,0.3396527386760681
meet,0.49511790677021095,0.5044269704446138,0.49974799871605946
memory,0.11748695972235704,0.13378199891896814,0.12527910450209603
message,0.1728705013687867,0.19646199852898563,0.18447885886285198
middle,0.3418163883441225,0.3619165564555053,0.3523378643404614
milk,0.25040397009586546,0.2847839746799489,0.2684698921362845
mind,0.3170786606691528,0.3305485587118347,0.32413406839013154
mistake,0.3607784732173652,0.3707589048417417,0.3657631667623883
money,0.4035240575284929,0.4121621418607968,0.40786691495922206
month,0.4910393971308236,0.5032805810782905,0.4972098949724015
moon,0.2746286798093799,0.3167171960742087,0.2980393604682352
morning,0.4689521133560071,0.48244783292862303,0.4756107501673268
mother,0.5897304780060781,0.5976266872780182,0.5936959827478949
mountain,0.301720889766326,0.35559473745078035,0.32870328738126847
mouse,0.36931251448290897,0.40410261425182376,0.38571076256892983
mouth,0.1992719347301012,0.2672826696457404,0.2340554344286315
move,0.4205744159434333,0.4334798245216191,0.4269106342266348
name,0.33006963220169305,0.3477523472917061,0.33871317214739977
narrow,0.07370432701132903,0.099151782822274,0.08631553838383203
nation,0.2553568883924391,0.27524548026316137,0.26496490869442635
near,0.15976942694055327,0.1776677706794486,0.16889925192245747
net,0.3322354148533872,0.3543642304066725,0.3435440072722553
never,0.40943698083286545,0.419262247098991,0.4142523081967498
new,0.346759966228367,0.35606487826606376,0.35122646723264184
news,0.4426738685932479,0.4515399405732987,0.4470768500775272
newspaper,0.51365402271234,0.5229883376320429,0.5184340291959176
night,0.5031817872197928,0.5149795529179997,0.5089167604528919
nine,0.30164690169439556,0.3793570916593041,0.33998174423549726
noise,0.22034649109059304,0.2848336201108307,0.25269182754073233
north,0.49249936555391116,0.5150304401478013,0.5040295768642973
not,0.3631104604580923,0.37045040405876434,0.3666995690386862
notice,0.22522314776295868,0.24961941615147853,0.23734706040798426
now,0.36313450425569543,0.374515241858589,0.369046687045392
often,0.23018193460716532,0.24681479665622788,0.2384606110934814
oil,0.4840592466759341,0.4983214107507445,0.4913962400082278
old,0.3691626329972591,0.3798623999711222,0.37458900675881746
once,0.4571441048465118,0.46895782359307403,0.46320826107018687
one,0.3285894598522101,0.33896097540886483,0.3335000412653647
only,0.2386322074643053,0.24780870969522467,0.24327359074789837
open,0.274856258697556,0.29217986203436896,0.28361384725108446
or,0.4297214457192889,0.44250519620099443,0.4360863737359397
other,0.3307653273214394,0.3388572490034262,0.3345743071037635
own,0.3324680885362461,0.3410884353105503,0.33689627606896966
pace,0.26548512918163847,0.28040295364044876,0.27314512781374106
pain,0.2029149885530192,0.23229688790784997,0.21746283381068315
paint,0.2191708307246542,0.2639599231231146,0.24151043522392127
parents,0.45371094666657996,0.4609393008338227,0.4574926084869847
part,0.3327873351149043,0.3423838620133392,0.3375053967016023
pass,0.3105914970855475,0.3291477510158961,0.3202742929736785
path,0.22992790257381748,0.24795300002486387,0.2391566296829763
pattern,0.05295699346362203,0.083265867376696,0.06833530989572002
pay,0.427567746678927,0.44037531285010845,0.4342298196819348
people,0.3599047407009032,0.36762750305388114,0.36374098166989643
pick,0.32772659602740345,0.34564716205935314,0.33699826496777985
picture,0.24089338935402477,0.26031684796982324,0.25032494347625717
piece,0.2191115766371765,0.23575023252893998,0.22724496276685635
place,0.45809554278865494,0.4727087188461914,0.4655369028417622
play,0.43883663587064453,0.4487842256595851,0.44387580784417563
pointed,0.1656000637065668,0.22689169028847214,0.19456174180004754
poor,0.3259686867794625,0.3413423686845642,0.3333312831712832
power,0.21716825261296646,0.23668368809268112,0.22739312441264373
powerful,0.23376574248122373,0.2539550191796494,0.2439996124085011
praise,-0.07936862151397,0.058573544713957024,-0.005105673281330686
precious,0.11089491309367637,0.12988772003378016,0.12017455628200971
prepare,0.468645250247156,0.4799014507036552,0.4741692227198512
preserve,0.12522145000813334,0.20645097892759492,0.16292495343145322
press,0.19513134547669858,0.25465895936546706,0.22638132076034173
pretty,0.15491698346005248,0.1699356601941159,0.16248257145317263
price,0.4285092424109293,0.44323217141273014,0.43591823249762435
produce,0.35545895140383427,0.37455143388839324,0.3654705011288402
profit,0.28187970830870435,0.2970764529569644,0.2896133701766677
promise,0.06105924787945297,0.13127828786080178,0.0985713662509
protect,0.312767832419308,0.3429350065004896,0.328800954160307
pull,0.1718851219403329,0.27709699162533813,0.22584021494924475
push,0.22269423003168703,0.25027300569876415,0.23541172132735183
put,0.45017392389300526,0.46203688450786545,0.4560505546329612
puzzle,0.14003445760185065,0.27411223488104947,0.20543784805960294
rain,0.2667606547106038,0.3943325094213442,0.3270477985110716
raise,0.2490463563066266,0.27162604087690595,0.2606846596982771
raw,0.22555980103764953,0.2982851025093107,0.26319639021833674
read,0.5041094688064883,0.5136793581288097,0.5090462807430189
reason,0.3500351403109663,0.35998188612994425,0.3547736533178899
receive,0.3067328622673918,0.321592799401409,0.3146230736692555
recognize,0.2544245859847017,0.2763888232730346,0.26590042581214307
recover,-0.05511669658236279,0.28993550244205013,0.1050214038338936
red,0.2845345691487012,0.33909487105714053,0.31147195512501974
relax,0.3602366136063049,0.3747050839643556,0.3673665115794805
remember,0.38810730983466457,0.4030170793135067,0.39585362164324583
request,0.05605587360639056,0.11975073843914974,0.08746486796408948
rescue,0.1215959664908964,0.2278362535935031,0.17588705474673616
rich,0.24891012253429048,0.2652283322731886,0.25679290372628094
right,0.298898576028958,0.3107150231329657,0.30467848745577425
ring,NA,NA,0.2245867312461415
rise,0.27201218705485064,0.2985090899353833,0.28450894740193705
river,0.30567872877706964,0.3713595007094401,0.3373616909972968
road,0.33264790539121125,0.3548362292955279,0.34411977808993094
rock,0.2363347731781081,0.29291653134925094,0.265366479281606
roof,0.1629283043223226,0.2664083406163418,0.2132824705881326
root,0.06028827646676104,0.1166820820931053,0.08716694258399307
round,0.05953833483830785,0.096181625596177,0.07751017479967083
rule,0.10614719227417606,0.12526080823069544,0.11549878997749986
run,0.3424531509605878,0.3555622222350784,0.3494193552780992
rush,0.14337986443990886,0.1661800026099326,0.1544630340555754
sad,0.15984563290916257,0.1847627962071956,0.1721749822195593
say,0.5366805898194431,0.5453003297932222,0.5409564326152991
sea,0.304913735850564,0.33360240407254443,0.31928270017761556
second,0.2743360329892884,0.290341879829745,0.28243989569902694
see,0.5858125530446004,0.5926528080578496,0.5892162644761295
seek,0.21246983984411413,0.23717027579607883,0.22436012069893144
seem,0.34804288396057437,0.36029870768699673,0.35392731051599763
select,0.2957843820348802,0.31884901524512843,0.3071529505018444
sell,0.44789625383018017,0.4575091195807509,0.45251514402417825
send,0.42262974349858007,0.4374671520780324,0.4303651762787713
separate,0.016312929633194473,0.05007856301842263,0.03277926034703164
set,0.2666754982456152,0.28506616827610626,0.276456649334255
seven,0.3944675909973109,0.41808939923856175,0.40591105373863834
shadow,NA,NA,0.05660480884522247
sharp,0.08500310158044556,0.19002039740276558,0.13997269976208235
shine,0.013925880804525243,0.19245865346404953,0.10085287940802964
shirt,0.2089520671577391,0.3530436014337267,0.2871097662002099
shoe,0.027730704329554684,0.28368741702366784,0.16705749759824123
shop,0.38341533143770107,0.4012668378597044,0.3924179385190439
short,0.32015098249473933,0.33172926438474293,0.32587354249386524
shoulder,NA,NA,-0.09022604094801667
show,0.53498477270379,0.5481685187545736,0.5417121751134607
sick,0.25681744488869057,0.276489013222162,0.2666199265570382
side,0.2754755091459142,0.28775761415571566,0.2812396260562318
sign,0.11037742945522386,0.13613021362584163,0.1233679852215744
sing,0.2386939780655251,0.3235960151373666,0.28137649366660994
sister,0.5562862161792661,0.5656379871324991,0.5607850655991784
sit,0.3819111158727525,0.3995465529992591,0.3906281657624217
six,0.47167719291114374,0.48875118633636055,0.47997154140115883
sixty,0.45998308592054327,0.48665558306251894,0.473027599798509
size,0.294004130075512,0.3226100729096583,0.3087296694597535
skillful,0.00880260130283326,0.117308484162989,0.06209980886245844
skin,0.34829471570853954,0.3723328090851583,0.36011917042158115
sky,0.3673483031977659,0.39607247104961035,0.38203185042074733
sleep,0.32351664527362184,0.34145209629973405,0.3323399892099987
smell,0.10529902913375565,0.24734938473889884,0.17278738438948504
smoke,0.15617759006567342,0.1887099645973659,0.1724905314700739
smooth,0.12186982377737492,0.17768947269354396,0.1491799924711752
snow,0.3331083368197071,0.3886111003125254,0.35693467172062693
so,0.34391282928957295,0.3537815601256387,0.348706533551521
soft,0.191070250444918,0.2357684951649971,0.21316351170198505
soil,NA,NA,-0.027953604641050265
sometimes,0.3037004115515659,0.3153916149017452,0.3095542634601787
son,0.5363279444018683,0.5478734346591373,0.5420182348549699
song,0.25014814839599825,0.3419304678777211,0.29486568917795825
soon,0.22800466409595385,0.2430077987722056,0.23536106400596576
sort,0.1351140529359748,0.15684582507833042,0.14639128103568094
sound,0.13044375925303486,0.15034098273855478,0.14078662711877127
source,0.4058619749623502,0.41504899039052673,0.41021355283949495
south,0.49053374541617073,0.508240110130869,0.4997757106095319
space,0.23706827503188582,0.25488830588651035,0.24623714072599465
spark,NA,NA,0.24154213622199128
speak,0.4190232602632993,0.4313282552136209,0.4251411002781493
speech,0.09755059128495133,0.12704178579588948,0.11237227905264041
spirit,0.12163647855406201,0.14004682441687205,0.13065626615232784
spoil,0.2903264094028756,0.33207369083348415,0.3118530630144898
