10,global,0.1831395682343117,pa,tr
10,local,0.2281867995195893,pa,tr
15,global,0.19119431587473243,pa,tr
15,local,0.26741018999709654,pa,tr
20,global,0.1883326612927914,pa,tr
20,local,0.2575483449615426,pa,tr
25,global,0.18095734338958078,pa,tr
25,local,0.2723143128141603,pa,tr
50,global,0.16260441565098066,pa,tr
50,local,0.2681775343482685,pa,tr
75,global,0.1536712238065186,pa,tr
75,local,0.26269392380373613,pa,tr
100,global,0.1457482829065946,pa,tr
100,local,0.2686294524430718,pa,tr
150,global,0.1365098528980422,pa,tr
150,local,0.2630056067838715,pa,tr
200,global,0.1357153430086992,pa,tr
200,local,0.26362035543282836,pa,tr
250,global,0.13455075750452833,pa,tr
250,local,0.27698265063818794,pa,tr
