10,global,0.2597221914908182,kn,ml
10,local,0.3279344584552724,kn,ml
15,global,0.26833791864547163,kn,ml
15,local,0.34782138851732863,kn,ml
20,global,0.26030642629052125,kn,ml
20,local,0.3523540186305373,kn,ml
25,global,0.26080871121627464,kn,ml
25,local,0.35388391219474546,kn,ml
50,global,0.24485380707101354,kn,ml
50,local,0.36587440614846745,kn,ml
75,global,0.24423107262784333,kn,ml
75,local,0.3863969430691721,kn,ml
100,global,0.2404238074934402,kn,ml
100,local,0.3739126128671069,kn,ml
150,global,0.2318426825279514,kn,ml
150,local,0.380428459054265,kn,ml
200,global,0.22445752883888204,kn,ml
200,local,0.37804681925139194,kn,ml
250,global,0.21998751376398198,kn,ml
250,local,0.382348569587124,kn,ml
