10,global,0.4001367483727314,pl,pt
10,local,0.4666156800852637,pl,pt
15,global,0.40879862430440933,pl,pt
15,local,0.4927631704541558,pl,pt
20,global,0.39879902441605536,pl,pt
20,local,0.47288304102042106,pl,pt
25,global,0.39062731762380565,pl,pt
25,local,0.47108189517224025,pl,pt
50,global,0.3690210095097467,pl,pt
50,local,0.45926986176766005,pl,pt
75,global,0.35922546381505116,pl,pt
75,local,0.46321740800711675,pl,pt
100,global,0.34915847872924555,pl,pt
100,local,0.4641543650206842,pl,pt
150,global,0.35017503342023987,pl,pt
150,local,0.4727619673742267,pl,pt
200,global,0.33618867842336625,pl,pt
200,local,0.45212807928943516,pl,pt
250,global,0.3278738873456349,pl,pt
250,local,0.45422523490213124,pl,pt
