10,global,0.26382480182331447,hi,ru
10,local,0.3169023528854421,hi,ru
15,global,0.26548084486683,hi,ru
15,local,0.3262447577282942,hi,ru
20,global,0.2600638030182503,hi,ru
20,local,0.3226150079255893,hi,ru
25,global,0.2600339423571828,hi,ru
25,local,0.32660233961552737,hi,ru
50,global,0.230920501311127,hi,ru
50,local,0.31898858145419456,hi,ru
75,global,0.22785057096577974,hi,ru
75,local,0.3234177094123127,hi,ru
100,global,0.21944614816020985,hi,ru
100,local,0.3239521144367818,hi,ru
150,global,0.2141802922694634,hi,ru
150,local,0.33318735956842727,hi,ru
200,global,0.20716641619494083,hi,ru
200,local,0.3242054014021824,hi,ru
250,global,0.19913059935399927,hi,ru
250,local,0.32728776537187465,hi,ru
