10,global,0.2592042089685708,fa,pl
10,local,0.31920432764259665,fa,pl
15,global,0.26379785480724316,fa,pl
15,local,0.3338925961975099,fa,pl
20,global,0.2576363331276981,fa,pl
20,local,0.32621352884120136,fa,pl
25,global,0.25345977582279583,fa,pl
25,local,0.3358614190504675,fa,pl
50,global,0.23239523299233372,fa,pl
50,local,0.32249115855133637,fa,pl
75,global,0.22579474740990313,fa,pl
75,local,0.3314985994277316,fa,pl
100,global,0.21341389781261233,fa,pl
100,local,0.3311983944530096,fa,pl
150,global,0.20899430602843608,fa,pl
150,local,0.33101707242077955,fa,pl
200,global,0.20103914322855027,fa,pl
200,local,0.32381658990020734,fa,pl
250,global,0.19624935779995709,fa,pl
250,local,0.316650259867539,fa,pl
