10,global,0.2675349321952408,kn,ta
10,local,0.32862505009900594,kn,ta
15,global,0.2701086406402229,kn,ta
15,local,0.35059482510013695,kn,ta
20,global,0.2692857523721443,kn,ta
20,local,0.350404853872829,kn,ta
25,global,0.26734262770610717,kn,ta
25,local,0.35307467934408915,kn,ta
50,global,0.24513426156953036,kn,ta
50,local,0.356328930611372,kn,ta
75,global,0.24666703465603365,kn,ta
75,local,0.37702792251449635,kn,ta
100,global,0.2355985883919242,kn,ta
100,local,0.3802208504806828,kn,ta
150,global,0.22661916343186037,kn,ta
150,local,0.37037117545865106,kn,ta
200,global,0.21868754773779328,kn,ta
200,local,0.3555475913512149,kn,ta
250,global,0.21549701505295718,kn,ta
250,local,0.3825060106947674,kn,ta
