10,global,-0.011764205016469124,ig,zh
10,local,-0.0026756731262384467,ig,zh
15,global,-0.014579168938301275,ig,zh
15,local,-0.01226626225200069,ig,zh
20,global,0.006486015671508577,ig,zh
20,local,0.03521751009752815,ig,zh
25,global,0.004464927256560417,ig,zh
25,local,0.023780301507753916,ig,zh
50,global,-8.938277275936803e-5,ig,zh
50,local,0.03351573074010809,ig,zh
75,global,-0.022246033804878627,ig,zh
75,local,0.06295161598298431,ig,zh
100,global,0.009802908318295786,ig,zh
100,local,0.014747781940453323,ig,zh
150,global,0.01614095253641765,ig,zh
150,local,0.08836033481219864,ig,zh
200,global,0.022086238851795854,ig,zh
200,local,0.07644873481551462,ig,zh
250,global,0.017079408092092935,ig,zh
250,local,0.0708831871904815,ig,zh
