10,global,0.22465570693256126,it,te
10,local,0.2700061572453613,it,te
15,global,0.22541645461116538,it,te
15,local,0.28563085797850024,it,te
20,global,0.2229565277065757,it,te
20,local,0.2762090066339283,it,te
25,global,0.21181806914764972,it,te
25,local,0.2735259605058548,it,te
50,global,0.1965378859688821,it,te
50,local,0.27840171550114456,it,te
75,global,0.19457897279611236,it,te
75,local,0.28503852741971336,it,te
100,global,0.18759711884691926,it,te
100,local,0.29185772332358273,it,te
150,global,0.18004204089187426,it,te
150,local,0.27507697269669223,it,te
200,global,0.17251499479043594,it,te
200,local,0.27854227603697096,it,te
250,global,0.164697131883081,it,te
250,local,0.2766351023942636,it,te
