10,global,0.5516084192469074,it,pt
10,local,0.6088196428885523,it,pt
15,global,0.5580699909001582,it,pt
15,local,0.6270876079143025,it,pt
20,global,0.5549028850317661,it,pt
20,local,0.6171997851423583,it,pt
25,global,0.5427771556949403,it,pt
25,local,0.6141178204795302,it,pt
50,global,0.5208125341758427,it,pt
50,local,0.5982211633116497,it,pt
75,global,0.5121755857119054,it,pt
75,local,0.5963987676370136,it,pt
100,global,0.5011027908810177,it,pt
100,local,0.5913736921478242,it,pt
150,global,0.4989094897363136,it,pt
150,local,0.5938426422232327,it,pt
200,global,0.4862177891919733,it,pt
200,local,0.5841492358915317,it,pt
250,global,0.4730811368348679,it,pt
250,local,0.5745307435265498,it,pt
