10,global,0.1398138142235762,el,ne
10,local,0.16220564278363628,el,ne
15,global,0.1477866445259543,el,ne
15,local,0.17554387642696753,el,ne
20,global,0.142084849009883,el,ne
20,local,0.16704412383867132,el,ne
25,global,0.14118655732302837,el,ne
25,local,0.18119346008007817,el,ne
50,global,0.12799470742508226,el,ne
50,local,0.19077277567313658,el,ne
75,global,0.12369139490744627,el,ne
75,local,0.1985152741769697,el,ne
100,global,0.11791103828536767,el,ne
100,local,0.19860493918059952,el,ne
150,global,0.11430036154867959,el,ne
150,local,0.2065488304682275,el,ne
200,global,0.10617023078428307,el,ne
200,local,0.17383507917575228,el,ne
250,global,0.10384114606091448,el,ne
250,local,0.22885991674525683,el,ne
