10,global,0.17998789614118554,el,vi
10,local,0.23692739598899892,el,vi
15,global,0.15111967479252997,el,vi
15,local,0.2645396673517552,el,vi
20,global,0.15535222539647378,el,vi
20,local,0.28296423248283054,el,vi
25,global,0.1495025883937599,el,vi
25,local,0.21287329691250673,el,vi
50,global,0.12369563364771037,el,vi
50,local,0.25027377735413525,el,vi
75,global,0.13549228386940307,el,vi
75,local,0.2936656048074001,el,vi
100,global,0.11341468605691521,el,vi
100,local,0.2313690399061624,el,vi
150,global,0.11946996330856685,el,vi
150,local,0.19801415258384772,el,vi
200,global,0.09797992333692203,el,vi
200,local,0.20743074290905383,el,vi
250,global,0.08504866467498864,el,vi
250,local,0.22296711614358136,el,vi
