10,global,0.18987536378945397,ar,tl
10,local,0.23927466591571384,ar,tl
15,global,0.17800823670416116,ar,tl
15,local,0.2356415930983353,ar,tl
20,global,0.18321523046451652,ar,tl
20,local,0.2341642497310504,ar,tl
25,global,0.18086879192403435,ar,tl
25,local,0.24325424970953594,ar,tl
50,global,0.16941037677205223,ar,tl
50,local,0.2634480305849823,ar,tl
75,global,0.16276403178434617,ar,tl
75,local,0.25189932374902946,ar,tl
100,global,0.15591328085674538,ar,tl
100,local,0.27696623434030604,ar,tl
150,global,0.1505837563702258,ar,tl
150,local,0.2611594499243447,ar,tl
200,global,0.14372343209295615,ar,tl
200,local,0.2539016740508285,ar,tl
250,global,0.13681681373727242,ar,tl
250,local,0.256036395067488,ar,tl
