10,global,0.23089549192214204,hi,ko
10,local,0.262122924253132,hi,ko
15,global,0.23631263512484707,hi,ko
15,local,0.2794015147747943,hi,ko
20,global,0.22618150258594324,hi,ko
20,local,0.26336336198200794,hi,ko
25,global,0.22522826640031668,hi,ko
25,local,0.2675011330008397,hi,ko
50,global,0.2073308600963211,hi,ko
50,local,0.26542641477973716,hi,ko
75,global,0.20414205530133311,hi,ko
75,local,0.27070175681278896,hi,ko
100,global,0.1949264294736947,hi,ko
100,local,0.2646697894505046,hi,ko
150,global,0.1914984720681072,hi,ko
150,local,0.26855078459500015,hi,ko
200,global,0.18385034972213646,hi,ko
200,local,0.26349077112813474,hi,ko
250,global,0.17714902115483733,hi,ko
250,local,0.26834249193059617,hi,ko
