10,global,0.07520213005486877,ne,vi
10,local,0.25437230645536607,ne,vi
15,global,0.06520314076650222,ne,vi
15,local,0.18041096420048075,ne,vi
20,global,0.06607929300117062,ne,vi
20,local,0.22732130328002553,ne,vi
25,global,0.08258340865821558,ne,vi
25,local,0.19369319737478818,ne,vi
50,global,0.0747962093054652,ne,vi
50,local,0.19550465679137158,ne,vi
75,global,0.07103123474262274,ne,vi
75,local,0.24379555285931384,ne,vi
100,global,0.07577731655584583,ne,vi
100,local,0.31709925077126727,ne,vi
150,global,0.0556815104286826,ne,vi
150,local,0.22009921406371621,ne,vi
200,global,0.06037501202273919,ne,vi
200,local,0.22594764031274073,ne,vi
250,global,0.04100955634329021,ne,vi
250,local,0.18187759207088752,ne,vi
