lang1_ETS,lang2_ETS,semantic_dist
ind,bul,1.4050910928916236
ita,bul,1.1910204101410882
jpn,bul,1.6634781247523849
kan,bul,2.2818461910602474
kor,bul,1.7195156735848192
mal,bul,2.0724530213753316
mar,bul,2.307807613535336
nep,bul,1.9922954218225128
pan,bul,1.9394136164642686
pol,bul,0.9164062662942765
por,bul,1.024201713282907
rum,bul,0.8724177758441242
rus,bul,0.8779301237210967
spa,bul,1.0946208003037607
tam,bul,2.3170763127426244
tel,bul,2.2829576837896224
tgl,bul,1.469618514084836
tha,bul,1.5512081659022454
tur,bul,1.1323916168127341
urd,bul,1.8740933111553113
vie,bul,1.4224761353488227
yor,bul,2.013086677667647
ara,chi,NA
ben,chi,NA
bul,chi,NA
chi,chi,0
dut,chi,1.9721864461657104
eng,chi,1.90328827144847
fas,chi,1.4377349848664676
fre,chi,1.610892081922621
ger,chi,1.9447395728923085
gre,chi,1.6912254442060148
guj,chi,2.1486583469333898
hin,chi,2.3280691411090726
ibo,chi,2.164726204687167
ind,chi,1.203993720397203
ita,chi,1.8033080462629325
jpn,chi,1.3586236186251994
kan,chi,2.4254403527798862
kor,chi,1.3441803110367478
mal,chi,2.1809254988083286
mar,chi,2.3767744571533695
nep,chi,1.9393082099227619
pan,chi,2.0213195883933137
pol,chi,1.4110821061922991
por,chi,1.5881380476065172
rum,chi,1.5733094495278428
rus,chi,1.4194920568927551
spa,chi,1.7544402339892815
tam,chi,2.3535397149159087
tel,chi,2.272615078448066
tgl,chi,1.9113098486130675
tha,chi,1.2452975382800369
tur,chi,1.3880661796803209
urd,chi,2.089401985191687
vie,chi,1.11191157793801
yor,chi,2.2339903829400662
ara,dut,NA
ben,dut,NA
bul,dut,NA
chi,dut,NA
dut,dut,0
eng,dut,1.7383728114316512
fas,dut,2.0999559529309435
fre,dut,1.3185610413933775
ger,dut,0.9584247137288774
gre,dut,1.7404255472821646
guj,dut,2.5106616527863284
hin,dut,2.385177153331227
ibo,dut,2.0397187778851884
ind,dut,1.9100144647597024
ita,dut,1.5444703681147463
jpn,dut,2.162257825553485
kan,dut,2.363688392735999
kor,dut,2.1761160754313997
mal,dut,2.2106305171561385
mar,dut,2.4955407220174672
nep,dut,2.419138050055031
pan,dut,2.333394098008913
pol,dut,1.5938236135860984
por,dut,1.3208671341942364
rum,dut,1.2758770089790101
rus,dut,1.4652082367887247
spa,dut,1.4752796737787903
tam,dut,2.4562588472002855
tel,dut,2.6087941824696594
tgl,dut,1.5300570960937212
tha,dut,2.069189398824875
tur,dut,1.7642008565661749
urd,dut,2.1240986003046065
vie,dut,2.078876661426951
yor,dut,2.0064256011979476
ara,eng,NA
ben,eng,NA
bul,eng,NA
chi,eng,NA
dut,eng,NA
eng,eng,0
fas,eng,1.833681514550856
fre,eng,1.8014300434901314
ger,eng,1.834381639994287
gre,eng,1.568474966348561
guj,eng,1.5129588420876483
hin,eng,0.9831110670449833
ibo,eng,0.992715464502485
ind,eng,1.8319618443338592
ita,eng,2.1181661709383226
jpn,eng,2.2999443368384367
kan,eng,1.0211282911833308
kor,eng,2.1307515135028052
mal,eng,0.8738739481761547
mar,eng,1.1612653422621868
nep,eng,1.3193673901674055
pan,eng,1.1858526450399984
pol,eng,1.6774469776721255
por,eng,1.7179585597380438
rum,eng,1.4835149568475958
rus,eng,1.733931592027909
spa,eng,1.8454656163555625
tam,eng,1.0713797397181442
tel,eng,1.3400982565948916
tgl,eng,1.124459690719731
tha,eng,2.089875232287339
tur,eng,1.6786550183852103
urd,eng,0.7868015748278329
vie,eng,2.1068814508232383
yor,eng,0.9187347384544265
ara,fas,NA
ben,fas,NA
bul,fas,NA
chi,fas,NA
dut,fas,NA
eng,fas,NA
fas,fas,0
fre,fas,1.5613823486935887
ger,fas,1.9826424822520603
gre,fas,1.4273058809382893
guj,fas,1.880072228585744
hin,fas,2.137195581686337
ibo,fas,2.0723131869113582
ind,fas,1.4835950159324318
ita,fas,1.6731543724538027
jpn,fas,1.676600883006853
kan,fas,2.3304428458706106
kor,fas,1.7280079521459184
mal,fas,2.050676504984307
mar,fas,2.2092327520819315
nep,fas,1.780723655055274
pan,fas,1.7214382111752855
pol,fas,1.5063691168500037
por,fas,1.49318655154423
rum,fas,1.3984748012496868
rus,fas,1.429625864300108
spa,fas,1.4723447648393893
tam,fas,2.266060652841033
tel,fas,2.0369020971190106
tgl,fas,1.8989673176983988
tha,fas,1.4965739312250521
tur,fas,1.0095115512357795
urd,fas,1.8275939999164978
vie,fas,1.4609834973683802
yor,fas,2.162061764085211
ara,fre,NA
ben,fre,NA
bul,fre,NA
chi,fre,NA
dut,fre,NA
eng,fre,NA
fas,fre,NA
fre,fre,0
ger,fre,1.2487182689307752
gre,fre,1.2947621656164914
guj,fre,2.3110174990314603
hin,fre,2.3689894833838117
ibo,fre,2.0739843567904477
ind,fre,1.6049486255382155
ita,fre,1.0373115408760598
jpn,fre,1.7806481477686062
kan,fre,2.4271655533690257
kor,fre,1.8671096984766036
mal,fre,2.2408688392588068
mar,fre,2.4750776293430956
nep,fre,2.2096869434494475
pan,fre,2.1933018907727253
pol,fre,1.2288813384126558
por,fre,1.0630721689648805
rum,fre,1.0393689686958358
rus,fre,1.0993857009529668
spa,fre,1.1644566641553753
tam,fre,2.4522387274256245
tel,fre,2.534011470399562
tgl,fre,1.7442586824856008
tha,fre,1.7107879205161833
tur,fre,1.281031607847541
urd,fre,2.0948767640637094
vie,fre,1.6663133260375738
yor,fre,2.1203179722566405
ara,ger,NA
ben,ger,NA
bul,ger,NA
chi,ger,NA
dut,ger,NA
eng,ger,NA
fas,ger,NA
fre,ger,NA
ger,ger,0
gre,ger,1.6098225515422455
guj,ger,2.4362565638986142
hin,ger,2.3947767539587064
ibo,ger,2.193447095750533
ind,ger,1.9003308022863563
ita,ger,1.4028321374718553
jpn,ger,2.0677684534610616
kan,ger,2.4019520713848284
kor,ger,2.107674189891044
mal,ger,2.277600131283021
mar,ger,2.4851714024747547
nep,ger,2.3884829341271496
pan,ger,2.3287874242097737
pol,ger,1.4738104754246852
por,ger,1.3744700033583732
rum,ger,1.3791165251881576
rus,ger,1.368289147051723
spa,ger,1.5155080754511263
tam,ger,2.479061073070871
tel,ger,2.593627448089033
tgl,ger,1.796201613270813
tha,ger,1.9829620270607027
tur,ger,1.6886765032279243
urd,ger,2.1549747156641184
vie,ger,1.9740012643073448
yor,ger,2.1479974433314157
ara,gre,NA
ben,gre,NA
bul,gre,NA
chi,gre,NA
dut,gre,NA
eng,gre,NA
fas,gre,NA
fre,gre,NA
ger,gre,NA
gre,gre,0
guj,gre,2.173476369907463
hin,gre,2.0332385893713876
ibo,gre,1.9028176127983323
ind,gre,1.7161929912403378
ita,gre,1.5803892228098841
jpn,gre,2.0476598762042033
kan,gre,2.1561380196358684
kor,gre,1.9250014670815065
mal,gre,1.912899603651179
mar,gre,2.1715456481904254
nep,gre,2.0021596816542755
pan,gre,1.8871195626661508
pol,gre,1.3489773861466885
por,gre,1.4073794908984503
rum,gre,1.2536557714221381
rus,gre,1.4329355075973216
spa,gre,1.5621974932875071
tam,gre,2.0870202653155117
tel,gre,2.198565050935005
tgl,gre,1.666746592842647
tha,gre,1.8839806346431462
tur,gre,1.2795325322475948
urd,gre,1.814895766242729
vie,gre,1.8005756389149763
yor,gre,1.9171454427198351
ara,guj,NA
ben,guj,NA
bul,guj,NA
chi,guj,NA
dut,guj,NA
eng,guj,NA
fas,guj,NA
fre,guj,NA
ger,guj,NA
gre,guj,NA
guj,guj,0
hin,guj,1.2113338376026865
ibo,guj,1.7775397773156267
ind,guj,2.050445551767689
ita,guj,2.4660742983762933
jpn,guj,2.492130270151943
kan,guj,1.5161435534315262
kor,guj,2.412737942640033
mal,guj,1.4174088627261987
mar,guj,1.1309621134007395
nep,guj,0.994120277022791
pan,guj,0.8348564386881723
pol,guj,2.1714497640526633
por,guj,2.2373554326903378
rum,guj,2.056918244370798
rus,guj,2.036765897589624
spa,guj,2.192373780479879
tam,guj,1.5332544004591517
tel,guj,1.088366142048139
tgl,guj,2.0179777572862094
tha,guj,2.2371552585602643
tur,guj,1.912064448854458
urd,guj,1.120456485825147
vie,guj,2.1975723857224714
yor,guj,1.8143608772183433
ara,hin,NA
ben,hin,NA
bul,hin,NA
chi,hin,NA
dut,hin,NA
eng,hin,NA
fas,hin,NA
fre,hin,NA
ger,hin,NA
gre,hin,NA
guj,hin,NA
hin,hin,0
ibo,hin,1.3863181407316774
ind,hin,2.3171760766353895
ita,hin,2.589621550263137
jpn,hin,2.7471667583415003
kan,hin,0.7143308874411638
kor,hin,2.592462462822984
mal,hin,0.6654140772766177
mar,hin,0.5222069357196107
nep,hin,1.209137450603676
pan,hin,0.9056321234805995
pol,hin,2.2336468438264685
por,hin,2.303765455981024
rum,hin,2.0498655775143773
rus,hin,2.1997445124028823
spa,hin,2.381722377449304
tam,hin,0.7003639940136221
tel,hin,0.9056509163330915
tgl,hin,1.721041293512311
tha,hin,2.590704330520347
tur,hin,2.118103762661493
urd,hin,0.6351134494699533
vie,hin,2.5623042098800473
yor,hin,1.3593080318368393
ara,ibo,NA
ben,ibo,NA
bul,ibo,NA
chi,ibo,NA
dut,ibo,NA
eng,ibo,NA
fas,ibo,NA
fre,ibo,NA
ger,ibo,NA
gre,ibo,NA
guj,ibo,NA
hin,ibo,NA
ibo,ibo,0
ind,ibo,2.0564569811712015
ita,ibo,2.3771387386163547
jpn,ibo,2.394445586448558
kan,ibo,1.4151704511194199
kor,ibo,2.221450485499551
mal,ibo,1.2897793889081648
mar,ibo,1.5366565989671754
nep,ibo,1.6319863350346306
pan,ibo,1.5517148336516042
pol,ibo,2.0754417276828634
por,ibo,2.0188605539437576
rum,ibo,1.7378275191086132
rus,ibo,2.001906088647868
spa,ibo,2.0877961809722465
tam,ibo,1.3937283874729922
tel,ibo,1.6184406695219622
tgl,ibo,1.4413424637732029
tha,ibo,2.2128089569777267
tur,ibo,1.9490888903255763
urd,ibo,1.2370786563980203
vie,ibo,2.3518530874869223
yor,ibo,0.561844543004281
ara,ind,NA
ben,ind,NA
bul,ind,NA
chi,ind,NA
dut,ind,NA
eng,ind,NA
fas,ind,NA
fre,ind,NA
ger,ind,NA
gre,ind,NA
guj,ind,NA
hin,ind,NA
ibo,ind,NA
ind,ind,0
ita,ind,1.745248918269283
jpn,ind,1.3750509335634018
kan,ind,2.403915957949228
kor,ind,1.457778064641035
mal,ind,2.180979275278866
mar,ind,2.380667731786765
nep,ind,1.8360644814187213
pan,ind,1.981800939911722
pol,ind,1.4290331316919276
por,ind,1.5006062504748514
rum,ind,1.4902912366389789
rus,ind,1.4900787195068896
spa,ind,1.5046777720843407
tam,ind,2.3829361207881137
tel,ind,2.2259731385037536
tgl,ind,1.708077148437012
tha,ind,1.0792103599169447
tur,ind,1.2788820845017757
urd,ind,2.04265469627254
vie,ind,1.17459133025507
yor,ind,2.0894589154891596
ara,ita,NA
ben,ita,NA
bul,ita,NA
chi,ita,NA
dut,ita,NA
eng,ita,NA
fas,ita,NA
fre,ita,NA
ger,ita,NA
gre,ita,NA
guj,ita,NA
hin,ita,NA
ibo,ita,NA
ind,ita,NA
ita,ita,0
jpn,ita,1.7733574285874196
kan,ita,2.634037229715704
kor,ita,1.9541132439948738
mal,ita,2.4531229316776617
mar,ita,2.6555394196611104
nep,ita,2.370635618809702
pan,ita,2.3655453759003593
pol,ita,1.2871428266504816
por,ita,1.1273105426495338
rum,ita,1.1501712268289432
rus,ita,1.0914564672841884
spa,ita,1.20058090219314
tam,ita,2.666676592407017
tel,ita,2.6673056935149195
tgl,ita,1.983374426093807
tha,ita,1.8856488300718925
tur,ita,1.4684022534718193
urd,ita,2.3164974183589617
vie,ita,1.7655143551556676
yor,ita,2.4253747366774117
ara,jpn,NA
ben,jpn,NA
bul,jpn,NA
chi,jpn,NA
dut,jpn,NA
eng,jpn,NA
fas,jpn,NA
fre,jpn,NA
ger,jpn,NA
gre,jpn,NA
guj,jpn,NA
hin,jpn,NA
ibo,jpn,NA
ind,jpn,NA
ita,jpn,NA
jpn,jpn,0
kan,jpn,2.7975521338816174
kor,jpn,0.9621201040649786
mal,jpn,2.5992009509661984
mar,jpn,2.7838376898197206
nep,jpn,2.2616706467412238
pan,jpn,2.4521303394585114
pol,jpn,1.6677151833268862
por,jpn,1.754249032407607
rum,jpn,1.8137993430095527
rus,jpn,1.647226177631706
spa,jpn,1.8553010774351435
tam,jpn,2.769457646445756
tel,jpn,2.643137440758056
tgl,jpn,2.2761575137137466
tha,jpn,1.2482819695751022
tur,jpn,1.467044523402851
urd,jpn,2.500015484589035
vie,jpn,1.318780331892028
yor,jpn,2.447978960977002
ara,kan,NA
ben,kan,NA
bul,kan,NA
chi,kan,NA
dut,kan,NA
eng,kan,NA
fas,kan,NA
fre,kan,NA
ger,kan,NA
gre,kan,NA
guj,kan,NA
hin,kan,NA
ibo,kan,NA
ind,kan,NA
ita,kan,NA
jpn,kan,NA
kan,kan,0
kor,kan,2.609383114744998
mal,kan,0.7633971278596434
mar,kan,0.8192158608267415
nep,kan,1.3759820727135095
pan,kan,1.2289688295331143
pol,kan,2.2703127957527367
por,kan,2.352233345552351
rum,kan,2.1273572514621213
rus,kan,2.3188752974162194
spa,kan,2.459737321096263
tam,kan,0.7421965328749912
tel,kan,1.071622303602047
tgl,kan,1.764930603243319
tha,kan,2.6545505270731873
tur,kan,2.2500956686029823
urd,kan,0.9164259739323506
vie,kan,2.6538114691722905
yor,kan,1.3300056863195853
ara,kor,NA
ben,kor,NA
bul,kor,NA
chi,kor,NA
dut,kor,NA
eng,kor,NA
fas,kor,NA
fre,kor,NA
ger,kor,NA
gre,kor,NA
guj,kor,NA
hin,kor,NA
ibo,kor,NA
ind,kor,NA
ita,kor,NA
jpn,kor,NA
kan,kor,NA
kor,kor,0
mal,kor,2.390288472933774
mar,kor,2.641040744129482
nep,kor,2.1130356037855305
pan,kor,2.3200803326986996
pol,kor,1.7113792341034577
por,kor,1.7802261759192342
rum,kor,1.8325826101117053
rus,kor,1.7663297835726008
spa,kor,1.9489329519478333
tam,kor,2.5390905704708144
tel,kor,2.530673897253291
tgl,kor,2.2145426662707686
tha,kor,1.3331472294937838
tur,kor,1.4475446050700758
urd,kor,2.334994901219596
vie,kor,1.3357669948146078
yor,kor,2.2596733154097244
ara,mal,NA
ben,mal,NA
bul,mal,NA
chi,mal,NA
dut,mal,NA
eng,mal,NA
fas,mal,NA
fre,mal,NA
ger,mal,NA
gre,mal,NA
guj,mal,NA
hin,mal,NA
ibo,mal,NA
ind,mal,NA
ita,mal,NA
jpn,mal,NA
kan,mal,NA
kor,mal,NA
mal,mal,0
mar,mal,0.7905275779238736
nep,mal,1.2614016614970014
pan,mal,1.0402308734322094
pol,mal,2.060227376693897
por,mal,2.105331469536628
rum,mal,1.8882364155111626
rus,mal,2.0652633965547205
spa,mal,2.2429201719787812
tam,mal,0.6049768517296815
tel,mal,0.9897392709808319
tgl,mal,1.5664600434937122
tha,mal,2.4279429993204547
tur,mal,1.9924332585462525
urd,mal,0.7286807791644512
vie,mal,2.390994444332935
yor,mal,1.248863213180211
ara,mar,NA
ben,mar,NA
bul,mar,NA
chi,mar,NA
dut,mar,NA
eng,mar,NA
fas,mar,NA
fre,mar,NA
ger,mar,NA
gre,mar,NA
guj,mar,NA
hin,mar,NA
ibo,mar,NA
ind,mar,NA
ita,mar,NA
jpn,mar,NA
kan,mar,NA
kor,mar,NA
mal,mar,NA
mar,mar,0
nep,mar,1.2162339677266345
pan,mar,0.9441817089277064
pol,mar,2.315193043493897
por,mar,2.395887797831361
rum,mar,2.1684010721541402
rus,mar,2.2628736480985756
spa,mar,2.476497074128092
tam,mar,0.8209691164309172
tel,mar,0.890452059405367
tgl,mar,1.8926368966677236
tha,mar,2.632122099680489
tur,mar,2.194557035133398
urd,mar,0.8215892311409465
vie,mar,2.5963007481533094
yor,mar,1.5085806467343683
ara,nep,NA
ben,nep,NA
bul,nep,NA
chi,nep,NA
dut,nep,NA
eng,nep,NA
fas,nep,NA
fre,nep,NA
ger,nep,NA
gre,nep,NA
guj,nep,NA
hin,nep,NA
ibo,nep,NA
ind,nep,NA
ita,nep,NA
jpn,nep,NA
kan,nep,NA
kor,nep,NA
mal,nep,NA
mar,nep,NA
nep,nep,0
pan,nep,0.9300761747382945
pol,nep,1.9959738650449388
por,nep,2.1171172282158004
rum,nep,1.9365537956339172
rus,nep,2.000318731865656
spa,nep,2.1363768480160825
tam,nep,1.4162459699684942
tel,nep,1.0884374488440316
tgl,nep,1.8243594014400932
tha,nep,2.128490206747528
tur,nep,1.7731659361289451
urd,nep,1.059995017360584
vie,nep,2.062417161058296
yor,nep,1.6420667605522248
ara,pan,NA
ben,pan,NA
bul,pan,NA
chi,pan,NA
dut,pan,NA
eng,pan,NA
fas,pan,NA
fre,pan,NA
ger,pan,NA
gre,pan,NA
guj,pan,NA
hin,pan,NA
ibo,pan,NA
ind,pan,NA
ita,pan,NA
jpn,pan,NA
kan,pan,NA
kor,pan,NA
mal,pan,NA
mar,pan,NA
nep,pan,NA
pan,pan,0
pol,pan,1.994687527676107
por,pan,2.055810595055788
rum,pan,1.8645985879741467
rus,pan,1.920383886829757
spa,pan,2.0815815222170837
tam,pan,1.2286940744568489
tel,pan,0.8918223999070122
tgl,pan,1.731637157325032
tha,pan,2.234682917627486
tur,pan,1.7528823641876565
urd,pan,0.7142814094917953
vie,pan,2.1384310266224866
yor,pan,1.6008153293746157
ara,pol,NA
ben,pol,NA
bul,pol,NA
chi,pol,NA
dut,pol,NA
eng,pol,NA
fas,pol,NA
fre,pol,NA
ger,pol,NA
gre,pol,NA
guj,pol,NA
hin,pol,NA
ibo,pol,NA
ind,pol,NA
ita,pol,NA
jpn,pol,NA
kan,pol,NA
kor,pol,NA
mal,pol,NA
mar,pol,NA
nep,pol,NA
pan,pol,NA
pol,pol,0
por,pol,1.0689421202847704
rum,pol,1.0452522309850412
rus,pol,0.9268017773676358
spa,pol,1.316136563601041
tam,pol,2.3053921921793425
tel,pol,2.288039105278502
tgl,pol,1.5519564460978397
tha,pol,1.6778049121818561
tur,pol,1.2369339363690988
urd,pol,1.9389239044510933
vie,pol,1.4256228392026746
yor,pol,2.1012943071287244
ara,por,NA
ben,por,NA
bul,por,NA
chi,por,NA
dut,por,NA
eng,por,NA
fas,por,NA
fre,por,NA
ger,por,NA
gre,por,NA
guj,por,NA
hin,por,NA
ibo,por,NA
ind,por,NA
ita,por,NA
jpn,por,NA
kan,por,NA
kor,por,NA
mal,por,NA
mar,por,NA
nep,por,NA
pan,por,NA
pol,por,NA
por,por,0
rum,por,0.8771089795645283
rus,por,1.0785976772092631
spa,por,0.7701023107827274
tam,por,2.3809897675289284
tel,por,2.383536503336806
tgl,por,1.5591660732996557
tha,por,1.6457459929964051
tur,por,1.1906020332107765
urd,por,1.9895733122650567
vie,por,1.521427667498141
yor,por,2.0865658621832113
ara,rum,NA
ben,rum,NA
bul,rum,NA
chi,rum,NA
dut,rum,NA
eng,rum,NA
fas,rum,NA
fre,rum,NA
ger,rum,NA
gre,rum,NA
guj,rum,NA
hin,rum,NA
ibo,rum,NA
ind,rum,NA
ita,rum,NA
jpn,rum,NA
kan,rum,NA
kor,rum,NA
mal,rum,NA
mar,rum,NA
nep,rum,NA
pan,rum,NA
pol,rum,NA
por,rum,NA
rum,rum,0
rus,rum,0.9454717316118245
spa,rum,0.9676019794213135
tam,rum,2.155044841167598
tel,rum,2.1754398685460172
tgl,rum,1.3146900475239816
tha,rum,1.7018987651548292
tur,rum,1.166899553968816
urd,rum,1.7489021714587432
vie,rum,1.611464475720049
yor,rum,1.8154645705561012
ara,rus,NA
ben,rus,NA
bul,rus,NA
chi,rus,NA
dut,rus,NA
eng,rus,NA
fas,rus,NA
fre,rus,NA
ger,rus,NA
gre,rus,NA
guj,rus,NA
hin,rus,NA
ibo,rus,NA
ind,rus,NA
ita,rus,NA
jpn,rus,NA
kan,rus,NA
kor,rus,NA
mal,rus,NA
mar,rus,NA
nep,rus,NA
pan,rus,NA
pol,rus,NA
por,rus,NA
rum,rus,NA
rus,rus,0
spa,rus,1.2330795704118787
tam,rus,2.3186192276335857
tel,rus,2.2958897312421787
tgl,rus,1.6158170136341543
tha,rus,1.6398844991362627
tur,rus,1.1828073074999952
urd,rus,1.9055261500868903
vie,rus,1.4513400775580998
yor,rus,2.0872264243060017
ara,spa,NA
ben,spa,NA
bul,spa,NA
chi,spa,NA
dut,spa,NA
eng,spa,NA
fas,spa,NA
fre,spa,NA
ger,spa,NA
gre,spa,NA
guj,spa,NA
hin,spa,NA
ibo,spa,NA
ind,spa,NA
ita,spa,NA
jpn,spa,NA
kan,spa,NA
kor,spa,NA
mal,spa,NA
mar,spa,NA
nep,spa,NA
pan,spa,NA
pol,spa,NA
por,spa,NA
rum,spa,NA
rus,spa,NA
spa,spa,0
tam,spa,2.527558076043654
tel,spa,2.4062652287931883
tgl,spa,1.598904774817472
tha,spa,1.6628066770896563
tur,spa,1.2366774826595157
urd,spa,2.0355440080506657
vie,spa,1.618652896813974
yor,spa,2.1686707332505315
ara,tam,NA
ben,tam,NA
bul,tam,NA
chi,tam,NA
dut,tam,NA
eng,tam,NA
fas,tam,NA
fre,tam,NA
ger,tam,NA
gre,tam,NA
guj,tam,NA
hin,tam,NA
ibo,tam,NA
ind,tam,NA
ita,tam,NA
jpn,tam,NA
kan,tam,NA
kor,tam,NA
mal,tam,NA
mar,tam,NA
nep,tam,NA
pan,tam,NA
pol,tam,NA
por,tam,NA
rum,tam,NA
rus,tam,NA
spa,tam,NA
tam,tam,0
tel,tam,1.0389352822868294
tgl,tam,1.8170551727964397
tha,tam,2.597305330691236
tur,tam,2.221017968020923
urd,tam,0.9401629570495575
vie,tam,2.6062013298107063
yor,tam,1.339364657185553
ara,tel,NA
ben,tel,NA
bul,tel,NA
chi,tel,NA
dut,tel,NA
eng,tel,NA
fas,tel,NA
fre,tel,NA
ger,tel,NA
gre,tel,NA
guj,tel,NA
hin,tel,NA
ibo,tel,NA
ind,tel,NA
ita,tel,NA
jpn,tel,NA
kan,tel,NA
kor,tel,NA
mal,tel,NA
mar,tel,NA
nep,tel,NA
pan,tel,NA
pol,tel,NA
por,tel,NA
rum,tel,NA
rus,tel,NA
spa,tel,NA
tam,tel,NA
tel,tel,0
tgl,tel,1.9340940265736508
tha,tel,2.477981187871143
tur,tel,2.075667518646191
urd,tel,0.9286147233000577
vie,tel,2.4379821142799236
yor,tel,1.6468815380274098
ara,tgl,NA
ben,tgl,NA
bul,tgl,NA
chi,tgl,NA
dut,tgl,NA
eng,tgl,NA
fas,tgl,NA
fre,tgl,NA
ger,tgl,NA
gre,tgl,NA
guj,tgl,NA
hin,tgl,NA
ibo,tgl,NA
ind,tgl,NA
ita,tgl,NA
jpn,tgl,NA
kan,tgl,NA
kor,tgl,NA
mal,tgl,NA
mar,tgl,NA
nep,tgl,NA
pan,tgl,NA
pol,tgl,NA
por,tgl,NA
rum,tgl,NA
rus,tgl,NA
spa,tgl,NA
tam,tgl,NA
tel,tgl,NA
tgl,tgl,0
tha,tgl,2.0759020338284397
tur,tgl,1.720983260224666
urd,tgl,1.4494736163920567
vie,tgl,2.0458471446742315
yor,tgl,1.464480796639362
ara,tha,NA
ben,tha,NA
bul,tha,NA
chi,tha,NA
dut,tha,NA
eng,tha,NA
fas,tha,NA
fre,tha,NA
ger,tha,NA
gre,tha,NA
guj,tha,NA
hin,tha,NA
ibo,tha,NA
ind,tha,NA
ita,tha,NA
jpn,tha,NA
kan,tha,NA
kor,tha,NA
mal,tha,NA
mar,tha,NA
nep,tha,NA
pan,tha,NA
pol,tha,NA
por,tha,NA
rum,tha,NA
rus,tha,NA
spa,tha,NA
tam,tha,NA
tel,tha,NA
tgl,tha,NA
tha,tha,0
tur,tha,1.368761871799699
urd,tha,2.296457806469839
vie,tha,0.9792507903552217
yor,tha,2.265801807582217
ara,tur,NA
ben,tur,NA
bul,tur,NA
chi,tur,NA
dut,tur,NA
eng,tur,NA
fas,tur,NA
fre,tur,NA
ger,tur,NA
gre,tur,NA
guj,tur,NA
hin,tur,NA
ibo,tur,NA
ind,tur,NA
ita,tur,NA
jpn,tur,NA
kan,tur,NA
kor,tur,NA
mal,tur,NA
mar,tur,NA
nep,tur,NA
pan,tur,NA
pol,tur,NA
por,tur,NA
rum,tur,NA
rus,tur,NA
spa,tur,NA
tam,tur,NA
tel,tur,NA
tgl,tur,NA
tha,tur,NA
tur,tur,0
urd,tur,1.8063568380409118
vie,tur,1.288611667387374
yor,tur,2.020536271597126
ara,urd,NA
ben,urd,NA
bul,urd,NA
chi,urd,NA
dut,urd,NA
eng,urd,NA
fas,urd,NA
fre,urd,NA
ger,urd,NA
gre,urd,NA
guj,urd,NA
hin,urd,NA
ibo,urd,NA
ind,urd,NA
ita,urd,NA
jpn,urd,NA
kan,urd,NA
kor,urd,NA
mal,urd,NA
mar,urd,NA
nep,urd,NA
pan,urd,NA
pol,urd,NA
por,urd,NA
rum,urd,NA
rus,urd,NA
spa,urd,NA
tam,urd,NA
tel,urd,NA
tgl,urd,NA
tha,urd,NA
tur,urd,NA
urd,urd,0
vie,urd,2.253407173330876
yor,urd,1.2458792117751385
ara,vie,NA
ben,vie,NA
bul,vie,NA
chi,vie,NA
dut,vie,NA
eng,vie,NA
